HHID;HV201;HV202;HV201A;HV201B;HV204;HV205;HV206;HV207;HV208;HV209;HV210;HV211;HV212;HV213;HV214;HV215;HV216;HV217;HV218;HV219;HV220;HV221;HV222;HV223;HV225;HV226;HV227;HV228;HV230A;HV230B;HV232;HV232B;HV232C;HV232D;HV232E;HV232Y;HV234;HV234A;HV235;HV236A;HV237;HV237A;HV237B;HV237C;HV237D;HV237E;HV237F;HV237G;HV237H;HV237I;HV237J;HV237K;HV237X;HV237Z;HV238;HV238A;HV239;HV240;HV241;HV242;HV243A;HV243B;HV243C;HV243D;HV243E;HV244;HV245;HV246;HV246A;HV246B;HV246C;HV246D;HV246E;HV246F;HV246G;HV246H;HV246I;HV246J;HV246K;HV247;HV252;HV253;HV253A;HV253B;HV253C;HV253D;HV253E;HV253F;HV253G;HV253H;HV253X;HV253Z;HV255;HV256;HV257;HV259;HV260;HV261;HV262;HV263;HV270;HV271;HV270A;HV271A;HML1;HML1A;HML2
     332 105;12;  ; ;1;996;21;0;0;0;0;0;0;0;12;33;12; 1;1; 1;2;30;0; 9; 6;1;11;1;1;2;0;0;0; ; ; ;1;   ;1; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 3;2; ; ;3; ;0;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;2; ; ; ; ; ; ; ; ; ; ; ;0; ; ;96; ;10; 3;0;3;  -43090;4;   15924; 2;2; 1
     332 115;14;  ; ;0; 10;21;1;1;1;1;0;1;0;33;31;31; 2;2; 1;1;34;0; 8; 5;0;10;1;1;2;1;1;0; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;1;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;96; ;10; 1;1;5;  177087;5;  357201; 2;2; 1
     332 125;14;  ; ;1; 20;22;0;0;0;0;0;0;0;12;21;12; 2;2; 1;1;22;0; 8; 5;1;10;1; ;2;1;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 4;2; ;0;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;96; ;10; 3;1;4;   17703;5;  110153; 3;3; 0
     333   1;21;  ; ;0; 15;31;0;0;0;0;0;1;0;11;33;22; 3;4; 1;1;72;0; 9; 6; ;11;1;1;2;0;1;0; ; ; ;0;   ;1;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;1;0;1;0;0;1; 20;1; 0; 9; 0;20; 0; 9; 0;  ;  ;  ;  ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 4;1;3;  -64873;4;  -17840; 4;4; 1
     333   8;21;  ; ;1; 30;31;0;0;0;0;0;1;0;12;21;12; 3;4; 1;1;60;0; 9; 6; ;11;1; ;2;1;0;1; ; ; ;0;   ;0;3; 5;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;1;0;0;0;0;1;998;1; 0;22; 0;53; 0;98; 1;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 3;0;2;  -85625;3;  -50007; 3;3; 0
     333  14;21;  ; ;0; 13;23;0;0;0;0;1;0;0;11;21;12; 3;2; 1;1;42;0; 9; 6;0;11;1;0;2;1;1;0; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 25;1; 0; 0; 0;10; 0; 5; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;2;  -94127;2;  -63184; 3;3; 0
     333  20;21;  ; ;0; 15;31;0;1;0;0;0;0;0;11;33;12; 1;2; 1;1;21;0; 9; 6; ;11;0; ;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1;998;1; 0; 0; 0; 0; 0; 0; 3;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 2;0;2;  -94785;2;  -64204; 0;0; 0
     333  26;21;  ; ;0; 20;23;0;0;0;0;0;0;0;11;33;12; 1;2; 1;1;30;0; 9; 6;0;11;1;1;2;0;0;0; ; ; ;1;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;0;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0; 0; 4;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;0;1; -103556;1;  -77799; 1;1; 1
     333  32;21;  ; ;0; 30;23;0;0;0;0;0;0;0;11;33;12; 1;1; 1;2;83;0; 9; 6;1;11;1; ;2;1;0;1; ; ; ;0;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ; ;3; ;0;0;0;0;0;1;998;1; 0; 0; 0; 0; 0; 1; 6;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 3;0;1;  -95787;2;  -65757; 1;1; 0
     333  38;21;  ; ;0; 10;31;0;0;0;0;0;0;0;11;22;22; 1;2; 1;1;26;1; 9; 6; ;11;0;3;2;1;1;0; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0;20; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 2;0;2;  -83547;3;  -46785; 0;0; 0
     333  44;21;  ; ;0; 40;22;0;1;1;1;1;1;0;11;33;12; 1;2; 1;2;26;0; 9; 6;1;11;1;0;2;1;1;0; ; ; ;0;   ;0;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 5;2; ; ;3; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0; 0;13;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;1;3;  -60364;4;  -10852; 1;1; 0
     333  56;21;  ; ;0; 30;23;0;0;0;0;0;0;0;11;33;12; 1;2; 1;1;29;0; 9; 6;1;11;1;0;2;1;0;1; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;95;3; ; ;2; ;1;0;0;0;0;1;998;1; 0; 0; 0; 0; 0; 4; 1;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 4;1;1;  -99823;1;  -72012; 1;1; 0
     333  63;21;  ; ;0; 15;31;0;1;0;0;0;0;0;11;32;31; 1;4; 1;2;38;0; 9; 6; ;11;1;1;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1; 40;1; 8; 0; 0; 0; 0; 0; 5;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 2;0;3;  -68950;4;  -24160; 4;4; 1
     333  69;21;  ; ;1; 20;22;0;0;0;0;0;0;0;11;33;12; 1;1; 1;2;67;0; 9; 6;1;11;1; ;2;0;0;0; ; ; ;1;   ;3;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 5;3; ; ;3; ;0;0;0;0;0;1;998;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 9;0;1;  -96731;2;  -67221; 1;1; 0
     333  75;21;  ; ;0; 20;31;0;0;0;0;1;0;0;11;33;31; 2;2; 1;1;41;0; 9; 6; ;11;1;2;2;1;0;0; ; ; ;1;   ;0;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1;998;1; 5; 0; 0; 0; 0;11; 6;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 4;0;3;  -78658;3;  -39208; 2;2; 2
     333  81;21;  ; ;0; 10;31;0;0;0;0;0;0;0;11;33;12; 1;4; 1;1;46;0; 9; 6; ;11;0;3;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 4;0;1; -101515;1;  -74635; 0;0; 0
     333  87;21;  ; ;1; 60;31;0;1;0;0;0;1;1;11;32;12; 1;4; 1;2;44;0; 9; 6; ;11;1; ;2;0;1;0; ; ; ;0;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;1;0;0;1;0;1; 30;1; 0; 0; 0; 2; 0; 8; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 3;0;3;  -64688;4;  -17554; 2;2; 0
     333  93;21;  ; ;0; 50;31;0;0;0;0;0;0;0;11;21;12; 1;2; 1;1;38;0; 9; 6; ;11;0;3;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1;998;1; 0; 0; 0; 0; 0; 8; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 3;1;1; -104209;1;  -78811; 0;0; 0
     333  99;21;  ; ;0; 15;21;0;1;1;0;0;0;1;33;32;31; 1;1; 1;2;19;0; 9; 6;1;11;1;1;2;1;1;0; ; ; ;0;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ; ;2; ;1;0;0;0;0;1; 30;1; 0; 0; 0; 0; 0; 3; 6;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;1;4;   11550;5;  100616; 1;1; 1
     333 105;21;  ; ;0; 20;23;0;0;0;0;0;0;0;12;33;12; 1;2; 1;2;28;0; 9; 6;1;11;1; ;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 3;2; ; ;2; ;1;0;0;0;0;1; 20;1;14; 1; 0;22; 3;27; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;0;2;  -92525;2;  -60700; 2;2; 0
     333 111;21;  ; ;0; 15;31;0;0;0;0;0;1;0;11;22;31; 1;2; 1;1;41;0; 9; 6; ;11;1;0;2;1;1;0; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;1;0;0;0;0;1; 15;1; 0; 0; 0; 0; 0;10; 1;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 4;0;3;  -79312;3;  -40221; 2;2; 0
     333 118;21;  ; ;0; 40;23;0;0;0;0;0;1;0;12;33;12; 2;2; 1;2;22;0; 9; 6;1;11;1;1;2;1;1;0; ; ; ;0;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ; ;3; ;1;0;0;0;0;1;998;1; 0; 5; 0; 4; 0;10; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;1;3;  -73915;4;  -31855; 2;2; 2
     333 124;21;  ; ;0; 30;31;0;1;0;0;0;0;0;11;33;31; 3;4; 1;1;54;0; 9; 6; ;11;0; ;2;1;0;1; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1;998;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 3;0;3;  -76015;4;  -35111; 0;0; 0
     333 130;21;  ; ;0; 25;31;0;0;0;0;1;1;0;11;33;12; 3;4; 1;1;40;0; 9; 6; ;11;1;0;2;0;0;0; ; ; ;1;   ;1;3; 9;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;1;0;1;0;0;1;998;1;10; 0; 0; 0; 0;23; 5;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 4;0;2;  -84265;3;  -47898; 1;1; 0
     333 136;21;  ; ;0; 25;31;0;0;0;0;0;0;0;11;33;12; 1;1; 1;2;60;0; 9; 6; ;11;0; ;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1;998;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95;95;0;2;  -94413;2;  -63628; 0;0; 0
     333 142;21;  ; ;1; 40;22;0;1;0;0;1;0;0;33;32;31; 1;2; 1;1;29;0; 9; 6;1;11;1;0;2;1;0;1; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 4;2; ; ;2; ;1;1;0;0;0;1;998;1; 0; 0; 0; 7; 0;20; 4;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;3;  -36853;5;   25591; 2;2; 0
     333 148;21;  ; ;8; 15;23;0;0;0;0;0;0;0;11;22;12; 1;1; 1;2;23;0;95;  ;1;95;1; ;5; ; ; ; ; ; ; ;   ;3;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;98;3; ; ; ; ;1;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;3;  -51508;4;    2875; 1;1; 0
     333 154;21;  ; ;0; 60;22;0;1;1;0;0;1;0;11;33;12; 2;2; 1;2;34;0; 9; 6;1;11;1;0;2;1;0;1; ; ; ;0;   ;0;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 4;2; ; ;3; ;1;0;1;0;0;1;998;1; 2; 9; 0;10; 0; 0; 1;  ;  ;  ;  ;0;2; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;1;3;  -52964;4;     619; 2;2; 0
     334   1;31;  ; ;0;996;23;1;1;1;0;1;1;0;33;32;31; 3;4; 1;1;48;0; 9; 6;0;11;1;1;2;1;1;0; ; ; ;0;   ;3;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 70;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;    8180;5;   95393; 5;5; 2
     334   9;32;  ; ;1; 20;23;0;0;0;0;0;1;0;11;33;12; 3;5; 1;1;37;0; 9; 6;1;11;1;0;2;1;1;0; ; ; ;0;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;3; ; ;3; ;1;0;0;0;0;1;170;1; 0; 0; 0; 0; 0;12; 5;  ;  ;  ;  ;1;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;1;2;  -84669;3;  -48524; 3;3; 0
     334  16;31;  ; ;8; 35;23;0;1;0;0;0;0;0;11;32;31; 3;4; 1;2;36;0; 9; 6;0;11;0; ;2;1;1;0; ; ; ;0;   ;3;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;1;3;  -57515;4;   -6435; 0;0; 0
     334  30;31;  ; ;1; 15;23;0;1;0;0;0;0;0;11;22;22; 3;4; 1;1;70;0; 9; 6;1;11;1; ;2;1;1;0; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ; ;2; ;1;0;0;0;0;1; 30;1; 0; 0; 0; 3; 0; 4; 6;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;2;  -81336;3;  -43358; 1;1; 0
     334  38;31;  ; ;0;  5;31;0;0;0;0;0;0;0;11;32;31; 1;2; 1;1;25;0; 9; 6; ;11;1;1;2;0;0;0; ; ; ;1;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;0;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 4;0;3;  -79534;3;  -40564; 1;1; 1
     334  45;32;  ; ;0; 20;23;0;0;0;0;1;0;0;11;33;12; 1;2; 1;1;32;0; 9; 6;1;11;0;3;2;0;0;0; ; ; ;1;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;95;3; ; ;2; ;1;0;0;0;0;1; 20;1; 0; 0; 0; 0; 0;98; 0;  ;  ;  ;  ;0;4; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;1;  -97646;1;  -68639; 0;0; 0
     334  52;32;  ; ;1; 30;22;0;0;0;0;0;0;0;11;33;12; 1;2; 1;2;61;0; 9; 6;0;11;1; ;2;0;0;0; ; ; ;1;   ;1;3; 0;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 40;1; 0; 0; 0; 0; 0; 6; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;0;2;  -92875;2;  -61244; 1;1; 0
     334  67;32;  ; ;0; 60;23;0;0;0;0;0;0;0;11;33;12; 1;2; 1;1;38;0; 9; 6;1;11;1;0;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 4;3; ; ;2; ;1;0;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;4; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;1;  -97436;1;  -68313; 1;1; 0
     334  81;32;  ; ;1; 30;31;0;0;0;0;0;0;0;12;33;12; 2;4; 1;1;33;0; 9; 6; ;11;1;1;2;0;0;0; ; ; ;1;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1; 15;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 3;1;1; -100833;1;  -73579; 2;2; 1
     334  96;32;  ; ;1; 60;23;0;0;0;0;0;0;0;11;32;31; 3;1; 1;2;26;0; 8; 5;0;10;1; ;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0; 7; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;96; ;10; 3;1;4;    7310;5;   94044; 1;1; 0
     334 103;32;  ; ;1; 40;21;0;1;0;0;1;1;0;33;32;31; 3;4; 1;2;66;0; 9; 6;1;11;1;1;2;0;0;0; ; ; ;1;   ;0;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ; ;2; ;1;0;0;0;0;1;998;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;1;3;  -32597;5;   32189; 2;2; 1
     334 110;32;  ; ;1; 60;23;0;1;0;0;1;0;0;11;33;12; 6;4; 1;1;58;0; 9; 6;0;11;0; ;2;0;0;0; ; ; ;1;   ;3;3; 6;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 30;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;1;3;  -75155;4;  -33778; 0;0; 0
     334 118;32;  ; ;1; 25;23;0;0;0;0;0;0;0;11;33;12; 1;2; 1;1;30;0; 9; 6;0;11;0;3;2;0;0;0; ; ; ;1;   ;3;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;0;0;0;0;0;1; 20;1; 0; 0; 0; 0; 0; 7; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;0;1;  -99231;1;  -71096; 0;0; 0
     334 132;31;  ; ;0; 15;23;0;0;0;0;0;0;0;11;22;22; 1;2; 1;1;24;0; 9; 6;1;11;1;0;2;1;1;0; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;98;2; ; ;2; ;1;0;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;0;2;  -89458;3;  -55947; 1;1; 0
     334 140;32;  ; ;0;120;31;0;1;0;0;1;0;0;11;33;12; 1;2; 1;1;23;0; 9; 6; ;11;1; ;2;0;1;0; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;96; ;10; 4;1;3;  -78372;3;  -38764; 3;3; 0
     334 147;31;  ; ;0; 15;23;0;0;0;0;0;0;0;11;32;31; 2;4; 1;1;21;0; 8; 5;1;10;0;3;2;1;1;0; ; ; ;0;   ;1;3; 4;0;0;0;0;0;0;0;0; ; ; ; ;0;0;98;3; ;0;3; ;0;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;0;4;  -13039;5;   62502; 0;0; 0
     334 154;32;  ; ;1;996;23;0;0;0;0;0;0;0;11;33;12; 2;4; 1;2;43;0; 9; 6;0;11;0; ;2;1;0;0; ; ; ;1;   ;0;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;0;0;0;0;0;1;998;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 9;0;1; -106880;1;  -82952; 0;0; 0
     334 169;32;  ; ;0; 10;23;0;0;0;0;0;0;0;11;33;12; 2;4; 1;1;32;0; 9; 6;1;11;0;3;2;1;0;1; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ; ;2; ;1;0;0;0;0;1;998;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 4;0;1; -101728;1;  -74966; 0;0; 0
     334 176;32;  ; ;1; 15;23;0;0;0;0;1;0;0;11;33;12; 1;2; 1;1;28;0; 9; 6;1;11;0; ;2;1;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;98;2; ; ;3; ;1;0;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;0;1; -106039;1;  -81648; 0;0; 0
     334 183;32;  ; ;1;996;22;0;1;0;0;1;0;0;33;33;31; 2;2; 1;1;30;0; 9; 6;1;11;1;1;2;1;0;1; ; ; ;0;   ;0;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 4;2; ; ;2; ;1;0;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;1;3;  -65725;4;  -19160; 3;3; 1
     335   2;21;  ; ;0;180;31;0;1;0;0;0;0;0;12;21;12; 2;2; 1;2;58;0; 9; 6; ;11;0; ;2;1;0;1; ; ; ;0;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;1;0;0;0;0;1;998;1; 0; 0; 0; 4; 0;10; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 3;0;2;  -88703;3;  -54778; 0;0; 0
     335   5;21;  ; ;1; 60;23;0;0;0;0;1;0;0;11;21;22; 3;5; 1;1;50;0; 9; 6;1;11;0; ;2;0;1;0; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ; ;2; ;1;0;0;0;0;1; 50;1; 0; 0; 0; 4; 0;13; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;2;  -88576;3;  -54579; 0;0; 0
     335   8;21;  ; ;0;180;31;0;0;0;0;0;0;0;12;12;12; 2;4; 1;2;60;0; 9; 6; ;11;1;0;2;1;0;1; ; ; ;0;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;1;0;0;0;0;1;998;1; 0; 0; 0; 3; 0; 8; 8;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 3;0;2;  -91753;2;  -59504; 2;2; 0
     335  11;21;  ; ;1; 60;23;0;1;0;0;1;0;0;11;33;22; 2;2; 1;1;33;0; 9; 6;0;11;0;3;2;1;1;0; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;1; ; ;2; ;1;0;0;0;0;1; 40;1; 0; 5; 0;35; 0;15; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;0;2;  -84452;3;  -48187; 0;0; 0
     335  14;21;  ; ;1;120;31;0;0;0;0;0;0;0;11;12;12; 1;1; 1;2;55;0; 9; 6; ;11;0; ;2;0;0;0; ; ; ;1;   ;0;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;0;0;0;0;0;1;998;1; 2; 2; 2; 2; 2; 3; 2;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11;11;0;1;  -95565;2;  -65413; 0;0; 0
     335  17;21;  ; ;1; 60;23;0;0;0;0;0;0;0;11;21;22; 1;1; 1;2;62;0; 9; 6;1;11;0; ;2;1;1;0; ; ; ;0;   ;1;3; 0;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 3;2; ; ;2; ;0;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;0;2;  -93191;2;  -61733; 0;0; 0
