HHID;HV201;HV202;HV201A;HV201B;HV204;HV205;HV206;HV207;HV208;HV209;HV210;HV211;HV212;HV213;HV214;HV215;HV216;HV217;HV218;HV219;HV220;HV221;HV222;HV223;HV225;HV226;HV227;HV228;HV230A;HV230B;HV232;HV232B;HV232C;HV232D;HV232E;HV232Y;HV234;HV234A;HV235;HV236A;HV237;HV237A;HV237B;HV237C;HV237D;HV237E;HV237F;HV237G;HV237H;HV237I;HV237J;HV237K;HV237X;HV237Z;HV238;HV238A;HV239;HV240;HV241;HV242;HV243A;HV243B;HV243C;HV243D;HV243E;HV244;HV245;HV246;HV246A;HV246B;HV246C;HV246D;HV246E;HV246F;HV246G;HV246H;HV246I;HV246J;HV246K;HV247;HV252;HV253;HV253A;HV253B;HV253C;HV253D;HV253E;HV253F;HV253G;HV253H;HV253X;HV253Z;HV255;HV256;HV257;HV259;HV260;HV261;HV262;HV263;HV270;HV271;HV270A;HV271A;HML1;HML1A;HML2
       3   6;31;  ; ;0; 10;23;1;0;1;0;0;0;0;11;22;12; 2;2; 1;1;27;0; 8; 5;0;10;1; ;2;1;0;0; ; ; ;1;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;2; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   19931;2;  -75857; 2;2; 0
       3  14;31;  ; ;0;996;21;1;1;1;1;0;0;0;33;32;31; 1;1; 1;1;62;0; 1;  ;0; 1;1; ;1;1;0;0; ; ; ;1;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;1;1;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;0;5;  129555;4;   51750; 2;2; 0
       3  29;32;  ; ;0;998;23;0;0;0;0;0;0;0;11;22;12; 1;1; 1;2;35;0; 8; 5;0;10;0;3;5; ; ; ; ; ; ; ;   ;0;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;0;1; 30;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;0;3;  -61046;1; -170119; 0;0; 0
       3  36;32;  ; ;0;998;23;1;0;0;0;0;0;0;11;22;12; 1;1; 1;2;57;0; 8; 5;0;10;0; ;5; ; ; ; ; ; ; ;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;1;0;0;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;0;4;  -16186;1; -117899; 0;0; 0
       3  43;32;  ; ;1;  5;23;1;0;0;0;0;0;0;33;32;31; 2;3; 1;1;18;0; 8; 5;1;10;0; ;5; ; ; ; ; ; ; ;   ;0;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ;0;3; ;0;0;0;0;0;1; 15;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;3; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;0;4;   30811;2;  -63193; 0;0; 0
       3  58;32;  ; ;0;  5;23;0;0;0;0;0;0;0;11;22;12; 1;2; 1;2;98;0; 8; 5;0;10;1; ;5; ; ; ; ; ; ; ;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;1;0;1;0;0;0;0;1;998;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;0;3;  -54270;1; -162231; 1;1; 0
       3  65;31;  ; ;0;  5;22;1;0;0;0;0;0;0;12;33;12; 1;1; 1;2;18;0; 8; 5;0;10;0;3;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;0;4;   14109;2;  -82635; 0;0; 0
       3  73;31;  ; ;0;996;22;0;0;0;0;0;0;0;11;33;12; 2;1; 1;2;23;0; 8; 5;0;10;0;3;1;0;0;0; ; ; ;1;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;1;0;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;0;3;  -38319;1; -143664; 0;0; 0
       3  80;31;  ; ;0;  5;31;0;0;0;0;0;0;0;11;33;31; 2;3; 1;2;61;0; 8; 5; ;10;1; ;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ;0;1;0;0;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95;95;0;3;  -39844;1; -145438; 2;2; 0
       3 102;32;  ; ;0;996;31;0;0;0;0;0;0;0;12;33;12; 1;1; 1;1;40;0; 8; 5; ;10;0; ;5; ; ; ; ; ; ; ;   ;3;2;  ;1;0;0;0;0;0;0;1; ; ; ; ;0;0;  ; ; ;0;3; ;1;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95;14;1;3;  -30020;1; -134003; 0;0; 0
       3 110;31;  ; ;0;996;23;1;0;0;0;0;0;0;11;33;12; 4;3; 1;2;42;0; 8; 5;0;10;1;1;2;1;1;0; ; ; ;0;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;0;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 9;0;3;  -59149;1; -167910; 4;4; 5
       3 117;32;  ; ;1; 15;23;1;0;1;0;0;0;0;11;22;12; 2;2; 1;1;28;0; 9; 6;0;11;0;3;2;0;1;0; ; ; ;0;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;0;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 1;0;3;  -50169;1; -157457; 0;0; 0
       3 125;31;  ; ;0;996;23;0;0;0;0;0;0;0;11;33;12; 3;4; 1;1;24;0; 8; 5;0;10;1;2;2;1;1;0; ; ; ;0;   ;1;2;  ;1;1;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;0;0;0;0;0;1;998;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;10; 2;0;2;  -86985;1; -200313; 1;1; 1
       3 132;31;  ; ;0; 15;22;1;1;0;0;0;1;0;11;33;12; 2;2; 1;1;40;0; 8; 5;0;10;0;3;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;1;0;0;0;1; 40;1; 0; 0; 0; 0; 0; 8; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   18040;2;  -78058; 0;0; 0
       3 139;31;  ; ;0;996;23;1;1;1;0;0;1;0;11;33;12; 5;5; 1;1;30;0; 8; 5;0;10;1;1;2;1;0;0; ; ; ;1;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;2; ;0;1;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;10; 1;1;4;   -3303;2; -102902; 2;2; 4
       3 147;31;  ; ;0;996;23;1;0;0;0;0;0;0;11;33;22; 3;2; 1;2;40;0; 8; 5;0;10;1; ;2;0;0;0; ; ; ;1;   ;3;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;0;0;0;0;0;1; 15;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;0;4;  -15810;1; -117462; 2;2; 0
       3 154;31;  ; ;1; 15;23;1;0;0;0;0;0;0;11;33;31; 1;1; 1;1;42;0; 8; 5;0;10;0; ;2;0;0;0; ; ; ;1;   ;1;3; 2;1;1;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;1;0;0;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;10; 1;0;4;  -19836;1; -122148; 0;0; 0
       3 162;31;  ; ;1; 20;22;1;0;0;0;1;0;0;33;32;31; 5;5; 1;1;52;0; 8; 5;0;10;1; ;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;0;1; 30;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   52141;2;  -38363; 1;1; 0
       3 170;31;  ; ;0; 15;23;1;0;0;0;0;0;0;11;32;31; 2;2; 1;1;36;0; 8; 5;0;10;1;1;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;0;1; 30;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   25017;2;  -69937; 2;2; 2
       3 177;31;  ; ;0; 15;23;0;0;0;0;0;0;0;11;33;12; 2;5; 1;1;38;0; 8; 5;0;10;0;3;2;0;0;0; ; ; ;1;   ;1;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 3;1;3;  -55622;1; -163804; 0;0; 0
       3 185;31;  ; ;0;996;22;1;0;0;0;0;0;0;11;33;12; 1;2; 1;1;26;0; 8; 5;1;10;1;1;2;0;0;0; ; ; ;1;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ;0;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;0;4;   -1094;2; -100331; 1;1; 2
       3 192;31;  ; ;0; 15;23;1;0;0;0;0;0;0;11;33;12; 4;3; 1;2;20;0; 8; 5;0;10;1;0;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 8;0;4;  -12880;1; -114051; 4;4; 0
       4   4;12;  ; ;1;996;21;1;1;1;1;1;1;0;33;32;31; 5;4; 1;1;98;0; 8; 5;0;10;1;0;5; ; ; ; ; ; ; ;   ;1; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;1;1;150;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;5;  126533;4;   48234; 3;3; 0
       4  10;12;  ; ;0;996;52;1;0;1;1;0;0;0;33;31;31; 3;2; 1;2;36;0; 8; 5;0;10;1; ;2;1;1;0; ; ; ;0;   ;1; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;2; ;1;1;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 1;1;5;  130177;4;   52475; 1;1; 0
       4  15;31;  ; ;0;  3;23;1;1;0;0;0;0;0;11;22;12; 2;4; 1;1;24;0; 8; 5;1;10;1; ;5; ; ; ; ; ; ; ;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ;0;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   11929;2;  -85171; 3;3; 0
       4  20;31;  ; ;0; 15;23;1;0;1;0;0;1;0;33;33;31; 2;2; 1;1;36;0; 8; 5;0;10;1; ;3; ; ; ; ; ; ; ;   ;1;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;1;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   79172;3;   -6898; 2;2; 0
       4  25;31;  ; ;0;996;23;1;0;1;0;1;0;0;33;32;31; 5;4; 1;2;57;0; 8; 5;1;10;1;1;5; ; ; ; ; ; ; ;   ;0;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ;0;3; ;1;1;0;0;0;1; 25;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;5;   93248;3;    9487; 5;5; 1
       4  31;31;  ; ;0; 10;23;1;0;0;0;0;0;0;33;32;31; 2;2; 1;2;42;0; 8; 5;0;10;1; ;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   56249;2;  -33581; 2;2; 0
       4  36;31;  ; ;0;  5;22;1;0;0;0;0;0;0;33;31;31; 5;4; 1;2;50;0; 8; 5;0;10;1;0;2;1;0;0; ; ; ;1;   ;1;3; 4;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;2; ;1;1;0;0;0;1;998;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   91493;3;    7445; 1;1; 0
       4  41;12;  ; ;0;996;21;1;1;1;1;1;1;0;33;31;31; 5;4; 1;1;45;0; 8; 5;0;10;1; ;2;1;0;0; ; ; ;1;   ;1; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;1;1;1;1;0;0;1;1; 60;1; 0; 0; 0; 0; 0; 0; 5;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;5;  159823;5;   86984; 5;5; 0
       4  47;31;  ; ;0;  5;23;1;0;0;0;0;0;0;11;22;12; 5;4; 1;1;49;0; 8; 5;0;10;1;1;5; ; ; ; ; ; ; ;   ;1;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;0;1; 50;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;    -433;2;  -99562; 3;3; 1
       4  52;12;  ; ;1;996;21;1;1;1;0;0;1;0;33;32;31; 2;2; 1;1;30;1; 8; 5;1;10;1; ;5; ; ; ; ; ; ; ;   ;1; ;  ;1;0;0;0;0;0;0;1; ; ; ; ;0;0; 2;2; ;0;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;0;5;  119422;4;   39955; 2;2; 0
       4  57;12;  ; ;1;996;23;1;0;1;1;0;0;0;33;32;31; 3;1; 1;2;32;0; 8; 5;1;10;0;3;5; ; ; ; ; ; ; ;   ;1; ;  ;1;0;0;0;0;0;0;1; ; ; ; ;0;0; 2;2; ;0;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;5;  109419;3;   28311; 0;0; 0
       4  62;12;  ; ;0;996;52;1;1;1;1;0;0;1;34;31;31; 5;4; 1;1;57;0; 8; 5;0;10;1; ;2;1;1;0; ; ; ;0;   ;1; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;2; ;1;1;0;0;1;1; 50;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;1;0;3; 5;0;10; 1;1;5;  174486;5;  104052; 5;5; 0
       4  68;31;  ; ;0;996;52;1;0;1;1;0;0;0;33;32;31; 3;2; 1;1;42;0; 8; 5;0;10;1;1;2;0;0;0; ; ; ;1;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;1;1;1;0;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;5;  115272;3;   35124; 2;2; 1
       4  78;31;  ; ;0;  5;23;1;0;1;0;0;0;0;11;33;12; 1;2; 1;1;24;0; 8; 5;1;10;1;1;2;0;0;0; ; ; ;1;   ;1;3; 2;1;1;0;0;0;0;0;0; ; ; ; ;0;0; 4;2; ;8;1;0;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   14160;2;  -82575; 2;2; 1
       4  83;32;  ; ;0;996;23;1;0;0;0;0;0;0;11;33;31; 3;4; 1;2;49;0; 8; 5;0;10;1;0;2;1;0;0; ; ; ;1;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;1;1;0;1;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;0;4;    4054;2;  -94338; 1;1; 0
       4  89;12;  ; ;0;996;52;1;0;1;1;0;0;0;33;31;31; 2;4; 1;1;37;0; 8; 5;0;10;1;1;2;1;0;0; ; ; ;1;   ;1; ;  ;1;1;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;1;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;5;  157234;5;   83971; 2;2; 1
       4  94;31;  ; ;0;996;22;1;0;1;0;0;0;0;33;32;31; 6;4; 1;2;57;0; 8; 5;0;10;1;2;2;1;1;0; ; ; ;0;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;1;2; ;1;0;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;10; 1;1;4;   56937;2;  -32780; 3;3; 2
       4 105;12;  ; ;0;996;52;1;1;1;1;0;0;0;33;31;31; 2;3; 1;2;52;0; 8; 5;0;10;1; ;1;1;1;0; ; ; ;0;   ;1; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;8;3; ;1;1;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;5;  152232;5;   78148; 1;1; 0
       4 110;31;  ; ;0;  5;23;0;0;0;0;0;0;0;33;32;31; 3;1; 1;2;37;0; 8; 5;1;10;1;1;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ;1;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;10;14;0;4;   -5804;1; -105814; 2;2; 1
       4 120;31;  ; ;0;  5;23;1;0;1;0;0;1;0;33;32;31; 4;2; 1;1;27;0; 8; 5;0;10;1;0;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;1;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;10; 1;1;4;   60000;2;  -29214; 4;4; 0
       4 126;31;  ; ;0; 10;22;0;0;0;0;0;0;0;11;33;12; 1;2; 1;2;29;0; 8; 5;0;10;1;1;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;1;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;1;3;  -38835;1; -144264; 2;2; 1
       4 131;12;  ; ;1;996;21;1;0;1;1;0;0;0;33;32;31; 2;2; 1;1;27;0; 8; 5;0;10;1;1;2;0;0;0; ; ; ;1;   ;1; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;1;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;10; 1;1;5;  103589;3;   21525; 2;2; 1
       4 136;12;  ; ;0;996;22;1;0;0;1;0;0;0;11;33;31; 2;4; 1;2;40;0; 8; 5;0;10;1; ;2;0;0;0; ; ; ;1;   ;1; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;8;2; ;1;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   60440;2;  -28702; 2;2; 0
       5   3;32;  ; ;0;  5;23;0;0;0;0;1;0;0;12;33;12; 2;2; 1;1;31;0; 8; 5;0;10;1;1;2;0;1;0; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;2; ;1;0;0;0;0;1; 15;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;1;3;  -59956;1; -168849; 2;2; 1
       5   9;13;  ; ;0;996;23;1;1;1;0;0;1;0;11;32;31; 5;5; 1;1;46;0; 8; 5;0;10;1;1;1;1;1;0; ; ; ;0;   ;1; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;8;3; ;1;1;0;0;0;1; 40;1; 0; 0; 0; 0; 0; 6; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   81280;3;   -4444; 3;3; 2
       5  15;31;  ; ;1;996;21;1;1;1;1;0;0;1;11;32;31; 3;2; 1;1;51;0; 8; 5;0;10;1;1;2;0;0;0; ; ; ;1;   ;1;2;  ;1;0;0;0;0;0;0;1; ; ; ; ;0;0;  ;2; ;8;1;1;1;1;0;0;0;1; 70;1; 0; 0; 0; 0; 0;17; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;1;0;2; 5;8; 1; 1;1;5;  103751;3;   21714; 4;4; 1
       5  21;13;  ; ;0;996;21;1;0;0;0;0;0;0;11;32;31; 3;1; 1;2;39;0; 8; 5;0;10;1; ;2;0;1;0; ; ; ;0;   ;1; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;0;1;998;1; 0; 0; 0; 0; 0; 6; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   64599;2;  -23862; 2;2; 0
       5  27;13;  ; ;0;996;23;0;0;0;0;0;0;0;12;33;31; 1;2; 1;1;31;0; 8; 5;0;10;1;0;2;1;1;0; ; ; ;0;   ;3; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;8;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;1;3;  -29360;1; -133235; 1;1; 0
       5  32;31;  ; ;0; 10;23;1;0;0;0;0;1;0;33;31;31; 5;5; 1;1;47;0; 8; 5;0;10;1; ;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   76117;3;  -10453; 2;2; 0
       5  38;31;  ; ;0;  5;23;1;0;0;1;0;0;0;33;31;31; 2;2; 1;1;32;0; 8; 5;0;10;1;2;2;0;0;0; ; ; ;1;   ;1;3; 6;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;8;1;1;1;1;0;0;1;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;5;  122137;4;   43115; 2;2; 1
       5  44;31;  ; ;0;996;23;0;0;0;0;1;0;0;11;22;31; 2;2; 1;1;41;0; 8; 5;0;10;1; ;5; ; ; ; ; ; ; ;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;2; ;0;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 3;0;3;  -37535;1; -142751; 3;3; 0
       5  50;12;  ; ;0;996;23;1;1;1;0;0;1;0;11;22;12; 3;4; 1;2;61;0; 8; 5;0;10;1; ;5; ; ; ; ; ; ; ;   ;1; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;2; ;1;0;0;0;1;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;4;   66737;3;  -21373; 2;2; 0
