HHID;HV000;HV001;HV002;HV003;HV004;HV005;HV006;HV007;HV008;HV008A;HV009;HV010;HV011;HV012;HV013;HV014;HV015;HV016;HV017;HV018;HV019;HV020;HV021;HV022;HV023;HV024;HV025;HV026;HV027;HV028;HV030;HV031;HV032;HV035;HV040;HV041;HV042;HV044;HV045A;HV045B;HV045C;HV046;HV047;HV048;HV801;HV802;HV803;HV804;HV807D;HV807M;HV807Y;HV807C;HV807A
      93  13;MZ8;    93;    13;  1;  93;  728050;12;2022;1476;44910; 6; 1; 1; 6; 6; 2;1;15;1;  303;   ;0;  93;   4;   4; 2;2; ;1;  731332;  300;     ;   ; 1;  31; 1;1;1;  2;  1;  1;0;    3;     ; 942; 952;10;1;15;12;2022;1476;44910
      93  14;MZ8;    93;    14;  1;  93;  728050;12;2022;1476;44909; 8; 1; 0; 8; 8; 1;1;14;1;  304;   ;0;  93;   4;   4; 2;2; ;0;       0;  300;     ;   ; 1;  31; 1;1;1;  2;  1;  1;0;    3;     ;1000;1025;25;1;15;12;2022;1476;44910
      93  15;MZ8;    93;    15;  1;  93;  728050;12;2022;1476;44909; 6; 1; 1; 6; 6; 3;1;14;1;  304;   ;0;  93;   4;   4; 2;2; ;1;  731332;  300;     ;   ; 0;  31; 0;0;1;  2;  1;  1;0;    3;     ;1040;1057;17; ;  ;  ;    ;    ;     
      93  16;MZ8;    93;    16;  1;  93;  728050;12;2022;1476;44908; 5; 1; 0; 5; 4; 2;1;13;1;  304;   ;0;  93;   4;   4; 2;2; ;0;       0;  300;     ;   ; 0;  31; 0;0;1;  2;  1;  1;0;    3;     ;1614;1636;22; ;  ;  ;    ;    ;     
      93  17;MZ8;    93;    17;  1;  93;  728050;12;2022;1476;44908; 3; 1; 1; 3; 3; 1;1;13;1;  304;   ;0;  93;   4;   4; 2;2; ;1;  731332;  300;     ;   ; 1;  31; 1;1;1;  2;  1;  1;0;    3;     ;1502;1519;17;1;15;12;2022;1476;44910
      93  18;MZ8;    93;    18;  1;  93;  728050;12;2022;1476;44909; 9; 2; 0; 9; 8; 3;1;14;1;  304;   ;0;  93;   4;   4; 2;2; ;0;       0;  300;     ;   ; 0;  31; 0;0;1;  2;  1;  1;0;    3;     ;1132;1156;24; ;  ;  ;    ;    ;     
      93  19;MZ8;    93;    19;  2;  93;  728050;12;2022;1476;44910; 4; 1; 1; 4; 4; 1;1;15;2;  304;   ;0;  93;   4;   4; 2;2; ;1;  731332;  300;     ;   ; 0;  31; 0;0;1;  2;  1;  1;0;    3;     ; 845; 859;96; ;  ;  ;    ;    ;     
      93  20;MZ8;    93;    20;  3;  93;  728050;12;2022;1476;44909;10; 1; 0;10;10; 1;1;14;1;  304;   ;0;  93;   4;   4; 2;2; ;0;       0;  300;     ;   ; 1;  31; 1;1;1;  2;  1;  1;0;    3;     ;1216;1241;25;1;15;12;2022;1476;44910
      93  21;MZ8;    93;    21;  1;  93;  728050;12;2022;1476;44909; 6; 2; 1; 6; 6; 3;1;14;2;  304;   ;0;  93;   4;   4; 2;2; ;1;  731332;  300;     ;   ; 3;  31; 2;1;1;  2;  1;  1;0;    3;     ;1306;1313;96;1;15;12;2022;1476;44910
      93  22;MZ8;    93;    22;  1;  93;  728050;12;2022;1476;44908; 7; 1; 0; 7; 7; 2;1;13;1;  302;   ;0;  93;   4;   4; 2;2; ;0;       0;  300;     ;   ; 2;  31; 1;1;1;  2;  1;  1;0;    3;     ;1506;1530;24;1;14;12;2022;1476;44909
      93  23;MZ8;    93;    23;  1;  93;  728050;12;2022;1476;44909; 3; 1; 1; 3; 3; 0;1;14;1;  303;   ;0;  93;   4;   4; 2;2; ;1;  731332;  300;     ;   ; 0;  31; 0;0;1;  2;  1;  1;0;    3;     ;1138;1145; 7; ;  ;  ;    ;    ;     
      93  24;MZ8;    93;    24;  1;  93;  728050;12;2022;1476;44909; 9; 1; 0; 9; 9; 3;1;14;1;  303;   ;0;  93;   4;   4; 2;2; ;0;       0;  300;     ;   ; 2;  31; 1;1;1;  2;  1;  1;0;    3;     ;1029;1042;13;1;14;12;2022;1476;44909
      93  25;MZ8;    93;    25;  2;  93;  728050;12;2022;1476;44910; 2; 1; 0; 2; 1; 0;1;15;1;  302;   ;0;  93;   4;   4; 2;2; ;1;  731332;  300;     ;   ; 0;  31; 1;1;0;  2;  1;  1;0;    3;     ; 828; 833; 5;1;15;12;2022;1476;44910
      93  26;MZ8;    93;    26;  1;  93;  728050;12;2022;1476;44909; 3; 1; 0; 3; 3; 1;1;14;1;  303;   ;0;  93;   4;   4; 2;2; ;0;       0;  300;     ;   ; 0;  31; 0;0;1;  2;  1;  1;0;    3;     ;1218;1225; 7; ;  ;  ;    ;    ;     
      94   1;MZ8;    94;     1;  1;  94;  473518;11;2022;1475;44878; 2; 0; 0; 2; 2; 0;1;13;1;  201;   ;0;  94;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 546; 0;0;0;  2;  1;  1;0;    2;     ;1445;1503;18; ;  ;  ;    ;    ;     
      94   2;MZ8;    94;     2;  1;  94;  473518;11;2022;1475;44879; 2; 0; 0; 2; 2; 0;1;14;1;  201;   ;0;  94;   4;   4; 2;2; ;1;  475653;  200;     ;   ; 0; 546; 0;0;0;  2;  1;  1;0;    2;     ;1121;1138;17; ;  ;  ;    ;    ;     
      94   3;MZ8;    94;     3;  1;  94;  473518;11;2022;1475;44878; 3; 1; 0; 3; 3; 1;1;13;1;  201;   ;0;  94;   4;   4; 2;2; ;0;       0;  200;     ;   ; 1; 546; 1;1;1;  2;  1;  1;0;    2;     ;1346;1401;15;1;14;11;2022;1475;44879
      94   4;MZ8;    94;     4;  1;  94;  473518;11;2022;1475;44879; 3; 1; 1; 3; 3; 1;1;14;1;  201;   ;0;  94;   4;   4; 2;2; ;1;  475653;  200;     ;   ; 0; 546; 0;0;1;  2;  1;  1;0;    2;     ;1021;1029; 8; ;  ;  ;    ;    ;     
      94   5;MZ8;    94;     5;  1;  94;  473518;11;2022;1475;44879; 7; 1; 0; 7; 7; 2;1;14;1;  201;   ;0;  94;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 546; 0;0;1;  2;  1;  1;0;    2;     ; 843; 910;27; ;  ;  ;    ;    ;     
      94   6;MZ8;    94;     6;  1;  94;  473518;11;2022;1475;44879; 6; 1; 1; 6; 6; 3;1;14;1;  201;   ;0;  94;   4;   4; 2;2; ;1;  475653;  200;     ;   ; 2; 546; 1;1;1;  2;  1;  1;0;    2;     ;1205;1229;24;1;14;11;2022;1475;44879
      94   7;MZ8;    94;     7;  0;  94;       0;11;2022;1475;44880; 0; 0; 0; 0; 0; 0;5;15;4;  201;   ;0;  94;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 546; 0;1;0;   ;   ;   ; ;    2;     ;    ;    ;  ; ;  ;  ;    ;    ;     
      94   8;MZ8;    94;     8;  1;  94;  473518;11;2022;1475;44879; 1; 0; 1; 1; 1; 0;1;14;1;  203;   ;0;  94;   4;   4; 2;2; ;1;  475653;  200;     ;   ; 0; 546; 0;1;1;  2;  1;  1;0;    2;     ;1120;1130;10; ;  ;  ;    ;    ;     
      94   9;MZ8;    94;     9;  1;  94;  473518;11;2022;1475;44879; 1; 0; 0; 1; 1; 0;1;14;2;  203;   ;0;  94;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 546; 0;0;0;  2;  1;  1;0;    2;     ;1335;1421;96; ;  ;  ;    ;    ;     
      94  10;MZ8;    94;    10;  1;  94;  473518;11;2022;1475;44879; 2; 1; 1; 2; 2; 0;1;14;1;  203;   ;0;  94;   4;   4; 2;2; ;1;  475653;  200;     ;   ; 0; 546; 1;1;1;  2;  1;  1;0;    2;     ;1547;1602;15;1;14;11;2022;1475;44879
      94  11;MZ8;    94;    11;  1;  94;  473518;11;2022;1475;44879; 7; 1; 0; 7; 7; 1;1;14;2;  203;   ;0;  94;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 546; 0;0;1;  2;  1;  1;0;    2;     ; 802; 804;96; ;  ;  ;    ;    ;     
      94  12;MZ8;    94;    12;  1;  94;  473518;11;2022;1475;44879; 5; 0; 1; 5; 5; 0;1;14;2;  203;   ;0;  94;   4;   4; 2;2; ;1;  475653;  200;     ;   ; 0; 546; 0;0;1;  2;  1;  1;0;    2;     ;1208;1235;96; ;  ;  ;    ;    ;     
      94  13;MZ8;    94;    13;  2;  94;  473518;11;2022;1475;44878; 2; 1; 0; 2; 2; 0;1;13;1;  204;   ;0;  94;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 546; 1;1;1;  2;  1;  1;0;    2;     ;1451;1503;12;1;15;11;2022;1475;44880
      94  14;MZ8;    94;    14;  1;  94;  473518;11;2022;1475;44879; 5; 1; 0; 5; 5; 2;1;14;1;  204;   ;0;  94;   4;   4; 2;2; ;1;  475653;  200;     ;   ; 1; 546; 1;1;0;  2;  1;  1;0;    2;     ; 818; 853;35;1;14;11;2022;1475;44879
      94  15;MZ8;    94;    15;  2;  94;  473518;11;2022;1475;44879; 5; 1; 0; 5; 5; 0;1;14;1;  204;   ;0;  94;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 546; 0;0;1;  2;  1;  1;0;    2;     ; 912; 950;38; ;  ;  ;    ;    ;     
      94  16;MZ8;    94;    16;  2;  94;  473518;11;2022;1475;44878; 3; 0; 1; 3; 3; 0;1;13;1;  204;   ;0;  94;   4;   4; 2;2; ;1;  475653;  200;     ;   ; 0; 546; 0;0;1;  2;  1;  1;0;    2;     ;1351;1416;25; ;  ;  ;    ;    ;     
      94  17;MZ8;    94;    17;  1;  94;  473518;11;2022;1475;44879; 5; 0; 0; 5; 5; 0;1;14;1;  204;   ;0;  94;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 546; 0;1;0;  2;  1;  1;0;    2;     ;1315;1350;35; ;  ;  ;    ;    ;     
      94  18;MZ8;    94;    18;  2;  94;  473518;11;2022;1475;44879; 5; 0; 1; 5; 4; 0;1;14;1;  204;   ;0;  94;   4;   4; 2;2; ;1;  475653;  200;     ;   ; 0; 546; 0;0;1;  2;  1;  1;0;    2;     ;1013;1033;20; ;  ;  ;    ;    ;     
      94  19;MZ8;    94;    19;  1;  94;  473518;11;2022;1475;44879; 3; 1; 0; 3; 3; 0;1;14;1;  204;   ;0;  94;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 546; 0;0;1;  2;  1;  1;0;    2;     ;1230;1258;28; ;  ;  ;    ;    ;     
      94  20;MZ8;    94;    20;  1;  94;  473518;11;2022;1475;44879; 5; 1; 1; 5; 5; 2;1;14;1;  203;   ;0;  94;   4;   4; 2;2; ;1;  475653;  200;     ;   ; 2; 546; 1;1;1;  2;  1;  1;0;    2;     ; 954;1009;15;1;14;11;2022;1475;44879
      94  21;MZ8;    94;    21;  0;  94;       0;11;2022;1475;44880; 0; 0; 0; 0; 0; 0;2;15;1;  203;   ;0;  94;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 546; 0;1;0;   ;   ;   ; ;    2;     ;    ;    ;  ; ;  ;  ;    ;    ;     
      94  22;MZ8;    94;    22;  0;  94;       0;11;2022;1475;44879; 0; 0; 0; 0; 0; 0;5;14;2;  204;   ;0;  94;   4;   4; 2;2; ;1;       0;  200;     ;   ; 0; 546; 0;1;0;   ;   ;   ; ;    2;     ;    ;    ;  ; ;  ;  ;    ;    ;     
      94  23;MZ8;    94;    23;  1;  94;  473518;11;2022;1475;44879; 1; 0; 0; 1; 1; 0;1;14;1;  204;   ;0;  94;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 546; 0;0;0;  2;  1;  1;0;    2;     ;1059;1133;34; ;  ;  ;    ;    ;     
      94  24;MZ8;    94;    24;  1;  94;  473518;11;2022;1475;44878; 3; 1; 0; 3; 3; 1;1;13;1;  203;   ;0;  94;   4;   4; 2;2; ;1;  475653;  200;     ;   ; 0; 546; 0;0;0;  2;  1;  1;0;    2;     ;1346;1403;17; ;  ;  ;    ;    ;     
      94  25;MZ8;    94;    25;  1;  94;  473518;11;2022;1475;44880; 3; 0; 0; 3; 3; 0;1;15;2;  204;   ;0;  94;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 546; 0;1;0;  2;  1;  1;0;    2;     ;1259;1335;96; ;  ;  ;    ;    ;     
      94  26;MZ8;    94;    26;  1;  94;  473518;11;2022;1475;44880; 1; 0; 0; 1; 1; 0;1;15;1;  204;   ;0;  94;   4;   4; 2;2; ;1;  475653;  200;     ;   ; 0; 546; 0;0;0;  2;  1;  1;0;    2;     ;1348;1414;26; ;  ;  ;    ;    ;     
      95   1;MZ8;    95;     1;  1;  95;  574665;11;2022;1475;44879; 5; 1; 0; 5; 5; 1;1;14;1;  302;   ;0;  95;   4;   4; 2;2; ;0;       0;  300;     ;   ; 0; 513; 0;0;1;  2;  1;  1;0;    3;     ;1123;1135;12; ;  ;  ;    ;    ;     
      95   2;MZ8;    95;     2;  2;  95;  574665;11;2022;1475;44880; 6; 1; 1; 6; 6; 1;1;15;2;  304;   ;0;  95;   4;   4; 2;2; ;1;  577255;  300;     ;   ; 0; 513; 0;0;1;  2;  1;  1;0;    3;     ;1128;1131;96; ;  ;  ;    ;    ;     
      95   3;MZ8;    95;     3;  1;  95;  574665;11;2022;1475;44878; 6; 0; 0; 6; 6; 0;1;13;1;  303;   ;0;  95;   4;   4; 2;2; ;0;       0;  300;     ;   ; 0; 513; 0;1;0;  2;  1;  1;0;    3;     ;1406;1420;14; ;  ;  ;    ;    ;     
      95   4;MZ8;    95;     4;  1;  95;  574665;11;2022;1475;44880; 4; 1; 1; 4; 4; 1;1;15;1;  304;   ;0;  95;   4;   4; 2;2; ;1;  577255;  300;     ;   ; 1; 513; 1;1;1;  2;  1;  1;0;    3;     ; 924; 937;13;1;15;11;2022;1475;44880
      95   5;MZ8;    95;     5;  1;  95;  574665;11;2022;1475;44878; 3; 1; 0; 3; 3; 0;1;13;1;  302;   ;0;  95;   4;   4; 2;2; ;0;       0;  300;     ;   ; 0; 513; 1;1;1;  2;  1;  1;0;    3;     ;1357;1408;11;1;14;11;2022;1475;44879
      95   6;MZ8;    95;     6;  1;  95;  574665;11;2022;1475;44880; 4; 1; 0; 4; 4; 2;1;15;1;  304;   ;0;  95;   4;   4; 2;2; ;1;  577255;  300;     ;   ; 0; 513; 0;0;0;  2;  1;  1;0;    3;     ; 852; 904;12; ;  ;  ;    ;    ;     
      95   7;MZ8;    95;     7;  1;  95;  574665;11;2022;1475;44880; 1; 0; 0; 1; 1; 0;1;15;1;  303;   ;0;  95;   4;   4; 2;2; ;0;       0;  300;     ;   ; 0; 513; 0;1;0;  2;  1;  1;0;    3;     ; 855; 901; 6; ;  ;  ;    ;    ;     
      95   8;MZ8;    95;     8;  1;  95;  574665;11;2022;1475;44880; 6; 1; 1; 6; 6; 1;1;15;1;  304;   ;0;  95;   4;   4; 2;2; ;1;  577255;  300;     ;   ; 1; 513; 1;1;1;  2;  1;  1;0;    3;     ;1014;1031;17;1;15;11;2022;1475;44880
      95   9;MZ8;    95;     9;  1;  95;  574665;11;2022;1475;44879;10; 3; 0;10; 9; 2;1;14;1;  302;   ;0;  95;   4;   4; 2;2; ;0;       0;  300;     ;   ; 0; 513; 0;0;1;  2;  1;  1;0;    3;     ; 926; 947;21; ;  ;  ;    ;    ;     
      95  10;MZ8;    95;    10;  1;  95;  574665;11;2022;1475;44879; 4; 1; 1; 4; 4; 1;1;14;1;  304;   ;0;  95;   4;   4; 2;2; ;1;  577255;  300;     ;   ; 0; 513; 1;1;1;  2;  1;  1;0;    3;     ; 857; 910;13;1;14;11;2022;1475;44879
      95  11;MZ8;    95;    11;  1;  95;  574665;11;2022;1475;44879; 5; 1; 0; 5; 5; 2;1;14;1;  303;   ;0;  95;   4;   4; 2;2; ;0;       0;  300;     ;   ; 2; 513; 1;1;1;  2;  1;  1;0;    3;     ; 912; 925;13;1;14;11;2022;1475;44879
      95  12;MZ8;    95;    12;  1;  95;  574665;11;2022;1475;44880; 4; 1; 1; 4; 4; 2;1;15;1;  304;   ;0;  95;   4;   4; 2;2; ;1;  577255;  300;     ;   ; 2; 513; 1;1;1;  2;  1;  1;0;    3;     ;1147;1156; 9;1;15;11;2022;1475;44880
      95  13;MZ8;    95;    13;  1;  95;  574665;11;2022;1475;44879; 4; 0; 0; 4; 4; 1;1;14;1;  302;   ;0;  95;   4;   4; 2;2; ;0;       0;  300;     ;   ; 0; 513; 0;0;0;  2;  1;  1;0;    3;     ;1104;1112; 8; ;  ;  ;    ;    ;     
      95  14;MZ8;    95;    14;  1;  95;  574665;11;2022;1475;44880; 6; 1; 0; 6; 6; 2;1;15;3;  304;   ;0;  95;   4;   4; 2;2; ;1;  577255;  300;     ;   ; 0; 513; 0;0;0;  2;  1;  1;0;    3;     ;1337;1351;96; ;  ;  ;    ;    ;     
      95  15;MZ8;    95;    15;  1;  95;  574665;11;2022;1475;44879; 8; 1; 0; 8; 8; 3;1;14;1;  303;   ;0;  95;   4;   4; 2;2; ;0;       0;  300;     ;   ; 0; 513; 0;0;1;  2;  1;  1;0;    3;     ;1027;1043;16; ;  ;  ;    ;    ;     
      95  16;MZ8;    95;    16;  1;  95;  574665;11;2022;1475;44879; 1; 0; 1; 1; 1; 0;1;14;1;  304;   ;0;  95;   4;   4; 2;2; ;1;  577255;  300;     ;   ; 0; 513; 0;1;1;  2;  1;  1;0;    3;     ;1140;1147; 7; ;  ;  ;    ;    ;     
      95  17;MZ8;    95;    17;  1;  95;  574665;11;2022;1475;44879; 5; 1; 0; 5; 5; 1;1;14;1;  302;   ;0;  95;   4;   4; 2;2; ;0;       0;  300;     ;   ; 1; 513; 1;1;1;  2;  1;  1;0;    3;     ;1230;1244;14;1;14;11;2022;1475;44879
      95  18;MZ8;    95;    18;  2;  95;  574665;11;2022;1475;44879; 3; 0; 0; 3; 2; 0;1;14;1;  304;   ;0;  95;   4;   4; 2;2; ;1;  577255;  300;     ;   ; 0; 513; 0;0;0;  2;  1;  1;0;    3;     ;1041;1056;15; ;  ;  ;    ;    ;     
      95  19;MZ8;    95;    19;  1;  95;  574665;11;2022;1475;44879; 4; 1; 0; 4; 4; 2;1;14;1;  303;   ;0;  95;   4;   4; 2;2; ;0;       0;  300;     ;   ; 2; 513; 1;1;1;  2;  1;  1;0;    3;     ;1132;1141; 9;1;14;11;2022;1475;44879
      95  20;MZ8;    95;    20;  1;  95;  574665;11;2022;1475;44879; 4; 1; 1; 4; 4; 0;1;14;1;  304;   ;0;  95;   4;   4; 2;2; ;1;  577255;  300;     ;   ; 0; 513; 1;1;1;  2;  1;  1;0;    3;     ; 944;1001;17;1;14;11;2022;1475;44879
      95  21;MZ8;    95;    21;  1;  95;  574665;11;2022;1475;44879; 2; 0; 0; 2; 2; 0;1;14;1;  302;   ;0;  95;   4;   4; 2;2; ;0;       0;  300;     ;   ; 0; 513; 0;0;0;  2;  1;  1;0;    3;     ;1329;1335; 6; ;  ;  ;    ;    ;     
      95  22;MZ8;    95;    22;  1;  95;  574665;11;2022;1475;44879; 3; 1; 0; 3; 3; 2;1;14;1;  304;   ;0;  95;   4;   4; 2;2; ;1;  577255;  300;     ;   ; 0; 513; 0;0;0;  2;  1;  1;0;    3;     ;1106;1119;13; ;  ;  ;    ;    ;     
      95  23;MZ8;    95;    23;  1;  95;  574665;11;2022;1475;44879; 3; 0; 0; 3; 3; 0;1;14;1;  303;   ;0;  95;   4;   4; 2;2; ;0;       0;  300;     ;   ; 0; 513; 0;0;0;  2;  1;  1;0;    3;     ;1251;1301;10; ;  ;  ;    ;    ;     
      95  24;MZ8;    95;    24;  1;  95;  574665;11;2022;1475;44878; 3; 1; 1; 3; 3; 1;1;13;1;  304;   ;0;  95;   4;   4; 2;2; ;1;  577255;  300;     ;   ; 0; 513; 0;0;1;  2;  1;  1;0;    3;     ;1345;1358;13; ;  ;  ;    ;    ;     
      95  25;MZ8;    95;    25;  1;  95;  574665;11;2022;1475;44879; 1; 0; 0; 1; 1; 0;1;14;1;  302;   ;0;  95;   4;   4; 2;2; ;0;       0;  300;     ;   ; 0; 513; 0;0;0;  2;  1;  1;0;    3;     ;1351;1403;12; ;  ;  ;    ;    ;     
      95  26;MZ8;    95;    26;  2;  95;  574665;11;2022;1475;44879; 7; 1; 1; 7; 7; 2;1;14;1;  304;   ;0;  95;   4;   4; 2;2; ;1;  577255;  300;     ;   ; 0; 513; 0;0;1;  2;  1;  1;0;    3;     ;1244;1302;18; ;  ;  ;    ;    ;     
      96   1;MZ8;    96;     1;  1;  96;  394849;11;2022;1475;44882; 2; 0; 0; 2; 2; 0;1;17;1;  203;   ;0;  96;   4;   4; 2;2; ;1;  396629;  200;     ;   ; 0; 478; 0;1;0;  2;  1;  1;0;    2;     ;1004;1021;17; ;  ;  ;    ;    ;     
      96   2;MZ8;    96;     2;  1;  96;  394849;11;2022;1475;44882; 6; 1; 0; 6; 6; 2;1;17;2;  203;   ;0;  96;   4;   4; 2;2; ;0;       0;  200;     ;   ; 1; 478; 1;1;1;  2;  1;  1;0;    2;     ;1438;1438;96;1;18;11;2022;1475;44883
      96   3;MZ8;    96;     3;  1;  96;  394849;11;2022;1475;44881; 4; 1; 1; 4; 4; 2;1;16;1;  203;   ;0;  96;   4;   4; 2;2; ;1;  396629;  200;     ;   ; 2; 478; 1;1;1;  2;  1;  1;0;    2;     ;1350;1412;22;1;16;11;2022;1475;44881
      96   4;MZ8;    96;     4;  1;  96;  394849;11;2022;1475;44882; 6; 1; 0; 6; 6; 3;1;17;1;  203;   ;0;  96;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 478; 0;0;1;  2;  1;  1;0;    2;     ;1058;1114;16; ;  ;  ;    ;    ;     
      96   5;MZ8;    96;     5;  1;  96;  394849;11;2022;1475;44883; 7; 1; 1; 7; 7; 2;1;18;1;  203;   ;0;  96;   4;   4; 2;2; ;1;  396629;  200;     ;   ; 0; 478; 0;0;1;  2;  1;  1;0;    2;     ;1046;1103;17; ;  ;  ;    ;    ;     
      96   6;MZ8;    96;     6;  1;  96;  394849;11;2022;1475;44882; 2; 0; 0; 2; 2; 0;1;17;1;  203;   ;0;  96;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 478; 0;0;0;  2;  1;  1;0;    2;     ;1316;1335;19; ;  ;  ;    ;    ;     
      96   7;MZ8;    96;     7;  1;  96;  394849;11;2022;1475;44883; 6; 0; 0; 6; 6; 0;1;18;1;  203;   ;0;  96;   4;   4; 2;2; ;1;  396629;  200;     ;   ; 0; 478; 0;0;0;  2;  1;  1;0;    2;     ;1302;1324;22; ;  ;  ;    ;    ;     
      96   8;MZ8;    96;     8;  1;  96;  394849;11;2022;1475;44882; 6; 1; 0; 6; 6; 1;1;17;1;  201;   ;0;  96;   4;   4; 2;2; ;0;       0;  200;     ;   ; 1; 478; 1;1;1;  2;  1;  1;0;    2;     ;1317;1336;19;1;17;11;2022;1475;44882
      96   9;MZ8;    96;     9;  1;  96;  394849;11;2022;1475;44882; 3; 1; 1; 3; 3; 1;1;17;2;  201;   ;0;  96;   4;   4; 2;2; ;1;  396629;  200;     ;   ; 1; 478; 1;1;1;  2;  1;  1;0;    2;     ;1058;1109;96;1;17;11;2022;1475;44882
      96  10;MZ8;    96;    10;  1;  96;  394849;11;2022;1475;44881; 8; 3; 0; 8; 8; 2;1;16;1;  201;   ;0;  96;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 478; 0;0;1;  2;  1;  1;0;    2;     ;1349;1422;33; ;  ;  ;    ;    ;     
      96  11;MZ8;    96;    11;  1;  96;  394849;11;2022;1475;44882; 4; 0; 0; 4; 4; 0;1;17;1;  203;   ;0;  96;   4;   4; 2;2; ;1;  396629;  200;     ;   ; 0; 478; 0;1;0;  2;  1;  1;0;    2;     ;1232;1256;24; ;  ;  ;    ;    ;     
      96  12;MZ8;    96;    12;  1;  96;  394849;11;2022;1475;44882; 5; 1; 0; 5; 5; 2;1;17;5;  201;   ;0;  96;   4;   4; 2;2; ;0;       0;  200;     ;   ; 2; 478; 1;1;1;  2;  1;  1;0;    2;     ; 913; 937;96;1;17;11;2022;1475;44882
      96  13;MZ8;    96;    13;  1;  96;  394849;11;2022;1475;44882; 6; 1; 1; 4; 6; 1;1;17;1;  201;   ;0;  96;   4;   4; 2;2; ;1;  396629;  200;     ;   ; 0; 478; 0;0;1;  2;  1;  1;0;    2;     ;1437;1504;27; ;  ;  ;    ;    ;     
      96  14;MZ8;    96;    14;  2;  96;  394849;11;2022;1475;44883; 2; 0; 0; 2; 2; 0;1;18;1;  201;   ;0;  96;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 478; 0;1;0;  2;  1;  1;0;    2;     ; 911; 919; 8; ;  ;  ;    ;    ;     
      96  15;MZ8;    96;    15;  1;  96;  394849;11;2022;1475;44881; 2; 1; 1; 2; 2; 0;1;16;1;  204;   ;0;  96;   4;   4; 2;2; ;1;  396629;  200;     ;   ; 0; 478; 0;0;1;  2;  1;  1;0;    2;     ;1434;1501;27; ;  ;  ;    ;    ;     
      96  16;MZ8;    96;    16;  2;  96;  394849;11;2022;1475;44881; 5; 1; 0; 5; 5; 2;1;16;1;  204;   ;0;  96;   4;   4; 2;2; ;0;       0;  200;     ;   ; 2; 478; 1;1;1;  2;  1;  1;0;    2;     ;1347;1411;24;1;17;11;2022;1475;44882
      96  17;MZ8;    96;    17;  1;  96;  394849;11;2022;1475;44883; 4; 1; 1; 4; 4; 1;1;18;2;  204;   ;0;  96;   4;   4; 2;2; ;1;  396629;  200;     ;   ; 0; 478; 0;0;1;  2;  1;  1;0;    2;     ;1202;1226;96; ;  ;  ;    ;    ;     
      96  18;MZ8;    96;    18;  1;  96;  394849;11;2022;1475;44882; 5; 0; 0; 4; 5; 0;1;17;2;  204;   ;0;  96;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 478; 0;0;0;  2;  1;  1;0;    2;     ; 955;1022;96; ;  ;  ;    ;    ;     
      96  19;MZ8;    96;    19;  2;  96;  394849;11;2022;1475;44882; 5; 1; 1; 5; 5; 2;1;17;1;  204;   ;0;  96;   4;   4; 2;2; ;1;  396629;  200;     ;   ; 0; 478; 0;0;1;  2;  1;  1;0;    2;     ;1117;1146;29; ;  ;  ;    ;    ;     
      96  20;MZ8;    96;    20;  1;  96;  394849;11;2022;1475;44882; 5; 1; 0; 5; 5; 2;1;17;1;  204;   ;0;  96;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 478; 0;0;1;  2;  2;  1;0;    2;     ;1302;1321;19; ;  ;  ;    ;    ;     
      96  21;MZ8;    96;    21;  1;  96;  394849;11;2022;1475;44882; 5; 1; 1; 5; 5; 3;1;17;1;  204;   ;0;  96;   4;   4; 2;2; ;1;  396629;  200;     ;   ; 2; 478; 1;1;1;  2;  1;  1;0;    2;     ;1446;1459;13;1;18;11;2022;1475;44883
      96  22;MZ8;    96;    22;  1;  96;  394849;11;2022;1475;44883; 2; 1; 0; 2; 2; 0;1;18;2;  204;   ;0;  96;   4;   4; 2;2; ;0;       0;  200;     ;   ; 0; 478; 0;0;1;  2;  1;  1;0;    2;     ;1316;1328;96; ;  ;  ;    ;    ;     
      96  23;MZ8;    96;    23;  1;  96;  394849;11;2022;1475;44881; 5; 1; 1; 4; 5; 2;1;16;1;  204;   ;0;  96;   4;   4; 2;2; ;1;  396629;  200;     ;   ; 0; 478; 0;0;1;  2;  1;  1;0;    2;     ;1552;1615;23; ;  ;  ;    ;    ;     
