HHID;HV000;HV001;HV002;HV003;HV004;HV005;HV006;HV007;HV008;HV008A;HV009;HV010;HV011;HV012;HV013;HV014;HV015;HV016;HV017;HV018;HV019;HV020;HV021;HV022;HV023;HV024;HV025;HV026;HV027;HV028;HV030;HV031;HV032;HV035;HV040;HV041;HV042;HV044;HV045A;HV045B;HV045C;HV046;HV047;HV048;HV801;HV802;HV803;HV804;HV807D;HV807M;HV807Y;HV807C;HV807A
     338  41;MZ8;   338;    41;  2; 338;  837142; 8;2022;1472;44796; 8; 1; 0; 8; 7; 2;1;23;1;  803;   ;0; 338;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 177; 0;0;1;  2; 11; 11;0;    8;     ; 915; 954;39; ;  ;  ;    ;    ;     
     338  46;MZ8;   338;    46;  1; 338;  837142; 8;2022;1472;44796; 4; 1; 1; 4; 4; 0;1;23;1;  804;   ;0; 338;  12;  12; 6;2; ;1;  839679;  800;     ;   ; 0; 177; 0;0;1;  2;  8;  8;0;    8;     ; 840; 858;18; ;  ;  ;    ;    ;     
     338  50;MZ8;   338;    50;  0; 338;       0; 8;2022;1472;44796; 0; 0; 0; 0; 0; 0;6;23;1;  803;   ;0; 338;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 177; 0;0;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     338  55;MZ8;   338;    55;  1; 338;  837142; 8;2022;1472;44797; 5; 1; 1; 5; 5; 1;1;24;1;  804;   ;0; 338;  12;  12; 6;2; ;1;  839679;  800;     ;   ; 1; 177; 1;1;1;  2;  8;  8;0;    8;     ; 823; 844;21;1;24; 8;2022;1472;44797
     338  60;MZ8;   338;    60;  1; 338;  837142; 8;2022;1472;44797; 4; 2; 0; 2; 4; 0;1;24;1;  803;   ;0; 338;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 177; 2;1;1;  2;  8;  8;0;    8;     ; 813; 840;27;1;24; 8;2022;1472;44797
     338  64;MZ8;   338;    64;  1; 338;  837142; 8;2022;1472;44797; 5; 1; 0; 5; 5; 1;1;24;1;  804;   ;0; 338;  12;  12; 6;2; ;1;  839679;  800;     ;   ; 1; 177; 1;1;0;  2;  8;  8;0;    8;     ;1129;1147;18;1;26; 8;2022;1472;44799
     338  69;MZ8;   338;    69;  1; 338;  837142; 8;2022;1472;44798; 3; 0; 0; 3; 3; 1;1;25;1;  803;   ;0; 338;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 177; 0;1;0;  2;  8;  8;0;    8;     ;1409;1429;20;1;25; 8;2022;1472;44798
     338  74;MZ8;   338;    74;  2; 338;  837142; 8;2022;1472;44797; 8; 1; 1; 8; 8; 2;1;24;1;  804;   ;0; 338;  12;  12; 6;2; ;1;  839679;  800;     ;   ; 2; 177; 1;1;1;  2;  8;  8;0;    8;     ;1458;1537;39;1;25; 8;2022;1472;44798
     338  78;MZ8;   338;    78;  1; 338;  837142; 8;2022;1472;44797; 2; 0; 0; 2; 2; 0;1;24;1;  802;   ;0; 338;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 177; 0;1;0;  2;  8;  8;0;    8;     ;1248;1300;12; ;  ;  ;    ;    ;     
     338  83;MZ8;   338;    83;  1; 338;  837142; 8;2022;1472;44798; 3; 2; 0; 3; 3; 0;1;25;2;  804;   ;0; 338;  12;  12; 6;2; ;1;  839679;  800;     ;   ; 0; 177; 0;0;0;  2;  8;  8;0;    8;     ;1320;1341;96; ;  ;  ;    ;    ;     
     338  88;MZ8;   338;    88;  4; 338;  837142; 8;2022;1472;44796; 5; 2; 0; 5; 5; 0;1;23;1;  803;   ;0; 338;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 177; 0;0;1;  2;  2;  2;0;    8;     ;1551;1609;18; ;  ;  ;    ;    ;     
     338  93;MZ8;   338;    93;  1; 338;  837142; 8;2022;1472;44796; 7; 0; 1; 7; 7; 1;1;23;1;  801;   ;0; 338;  12;  12; 6;2; ;1;  839679;  800;     ;   ; 0; 177; 0;1;1;  2;  2;  8;0;    8;     ;1623;1647;24;1;23; 8;2022;1472;44796
     338  97;MZ8;   338;    97;  1; 338;  837142; 8;2022;1472;44797; 2; 0; 0; 2; 2; 0;1;24;1;  802;   ;0; 338;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 177; 0;1;0;  2;  8;  8;0;    8;     ;1329;1354;25; ;  ;  ;    ;    ;     
     338 102;MZ8;   338;   102;  1; 338;  837142; 8;2022;1472;44798; 3; 1; 0; 3; 3; 0;1;25;1;  801;   ;0; 338;  12;  12; 6;2; ;1;  839679;  800;     ;   ; 0; 177; 0;0;0;  2;  2;  8;0;    8;     ; 928; 959;31; ;  ;  ;    ;    ;     
     338 107;MZ8;   338;   107;  1; 338;  837142; 8;2022;1472;44796; 1; 0; 0; 1; 1; 0;1;23;2;  802;   ;0; 338;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 177; 0;0;0;  2;  8;  8;1;    8;     ;1629;1644;96; ;  ;  ;    ;    ;     
     338 111;MZ8;   338;   111;  1; 338;  837142; 8;2022;1472;44797; 2; 0; 1; 2; 2; 0;1;24;1;  804;   ;0; 338;  12;  12; 6;2; ;1;  839679;  800;     ;   ; 0; 177; 0;0;1;  2;  8;  8;0;    8;     ;1239;1253;14; ;  ;  ;    ;    ;     
     338 116;MZ8;   338;   116;  1; 338;  837142; 8;2022;1472;44796; 6; 3; 0; 6; 6; 2;1;23;1;  802;   ;0; 338;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 177; 0;0;1;  2;  8;  8;0;    8;     ;1229;1303;34; ;  ;  ;    ;    ;     
     338 121;MZ8;   338;   121;  1; 338;  837142; 8;2022;1472;44796; 3; 1; 0; 3; 3; 1;1;23;1;  801;   ;0; 338;  12;  12; 6;2; ;1;  839679;  800;     ;   ; 1; 177; 1;1;0;  2;  2;  8;0;    8;     ;1307;1340;33;1;26; 8;2022;1472;44799
     339   2;MZ8;   339;     2;  1; 339; 1484069; 8;2022;1472;44802;15; 5; 0;15;14; 4;1;29;1;  801;   ;0; 339;  12;  12; 6;2; ;0;       0;  800;     ;   ; 4; 241; 6;1;0;  2;  2;  8;0;    8;     ;1631;1741;70;1;29; 8;2022;1472;44802
     339   6;MZ8;   339;     6;  1; 339; 1484069; 8;2022;1472;44802; 6; 2; 2; 6; 6; 2;1;29;2;  804;   ;0; 339;  12;  12; 6;2; ;1; 1488565;  800;     ;   ; 2; 241; 2;1;1;  2;  8;  8;0;    8;     ;1653;1725;96;1;29; 8;2022;1472;44802
     339  10;MZ8;   339;    10;  1; 339; 1484069; 8;2022;1472;44802; 5; 2; 0; 5; 5; 0;1;29;1;  801;   ;0; 339;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 241; 2;1;1;  2;  2;  8;0;    8;     ;1341;1414;33;1;29; 8;2022;1472;44802
     339  13;MZ8;   339;    13;  1; 339; 1484069; 8;2022;1472;44802; 8; 2; 2; 8; 8; 1;1;29;2;  804;   ;0; 339;  12;  12; 6;2; ;1; 1488565;  800;     ;   ; 0; 241; 0;0;1;  2;  8;  3;1;    8;     ;1408;1446;96; ;  ;  ;    ;    ;     
     339  17;MZ8;   339;    17;  1; 339; 1484069; 8;2022;1472;44801; 8; 3; 0; 8; 6; 2;1;28;1;  802;   ;0; 339;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 241; 0;0;1;  2;  8;  8;0;    8;     ; 854; 930;36; ;  ;  ;    ;    ;     
     339  20;MZ8;   339;    20;  1; 339; 1484069; 8;2022;1472;44801; 4; 0; 1; 4; 4; 0;1;28;1;  804;   ;0; 339;  12;  12; 6;2; ;1; 1488565;  800;     ;   ; 0; 241; 0;0;1;  2;  8;  8;0;    8;     ; 929; 954;25; ;  ;  ;    ;    ;     
     339  24;MZ8;   339;    24;  1; 339; 1484069; 8;2022;1472;44801; 6; 1; 0; 6; 5; 1;1;28;1;  801;   ;0; 339;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 241; 0;0;1;  2;  2;  2;0;    8;     ; 909; 944;35; ;  ;  ;    ;    ;     
     339  27;MZ8;   339;    27;  1; 339; 1484069; 8;2022;1472;44801; 6; 1; 1; 6; 6; 2;1;28;2;  804;   ;0; 339;  12;  12; 6;2; ;1; 1488565;  800;     ;   ; 1; 241; 1;1;1;  2;  8;  8;0;    8;     ;1250;1317;96;1;28; 8;2022;1472;44801
     339  31;MZ8;   339;    31;  1; 339; 1484069; 8;2022;1472;44802; 4; 1; 0; 4; 4; 2;1;29;1;  803;   ;0; 339;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 241; 0;0;1;  2;  8;  8;1;    8;     ;1118;1130;12; ;  ;  ;    ;    ;     
     339  35;MZ8;   339;    35;  1; 339; 1484069; 8;2022;1472;44801; 4; 1; 0; 4; 4; 1;1;28;2;  804;   ;0; 339;  12;  12; 6;2; ;1; 1488565;  800;     ;   ; 1; 241; 1;1;0;  2;  8;  8;0;    8;     ;1438;1501;96;1;28; 8;2022;1472;44801
     339  38;MZ8;   339;    38;  1; 339; 1484069; 8;2022;1472;44801; 3; 1; 0; 3; 2; 0;1;28;1;  803;   ;0; 339;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 241; 1;1;1;  2;  8;  8;0;    8;     ; 932;1001;29;1;28; 8;2022;1472;44801
     339  42;MZ8;   339;    42;  0; 339;       0; 8;2022;1472;44803; 0; 0; 0; 0; 0; 0;3;30;2;  804;   ;0; 339;  12;  12; 6;2; ;1;       0;  800;     ;   ; 0; 241; 0;0;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     339  45;MZ8;   339;    45;  1; 339; 1484069; 8;2022;1472;44802; 4; 0; 0; 4; 1; 2;1;29;2;  802;   ;0; 339;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 241; 0;0;0;  2;  8;  8;0;    8;     ;1202;1217;96; ;  ;  ;    ;    ;     
     339  49;MZ8;   339;    49;  1; 339; 1484069; 8;2022;1472;44801; 5; 0; 0; 5; 0; 1;1;28;1;  803;   ;0; 339;  12;  12; 6;2; ;1; 1488565;  800;     ;   ; 0; 241; 1;1;0;  2;  8;  8;0;    8;     ;1841;1906;25;1;30; 8;2022;1472;44803
     339  52;MZ8;   339;    52;  2; 339; 1484069; 8;2022;1472;44801; 4; 0; 0; 4; 4; 0;1;28;1;  803;   ;0; 339;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 241; 0;1;0;  2;  8;  8;0;    8;     ;1754;1808;14; ;  ;  ;    ;    ;     
     339  56;MZ8;   339;    56;  1; 339; 1484069; 8;2022;1472;44802;18; 3; 2;18;18; 4;1;29;2;  804;   ;0; 339;  12;  12; 6;2; ;1; 1488565;  800;     ;   ; 2; 241; 3;1;1;  2;  8;  8;0;    8;     ; 712; 754;96;1;29; 8;2022;1472;44802
     339  60;MZ8;   339;    60;  1; 339; 1484069; 8;2022;1472;44801; 3; 1; 0; 3; 3; 2;1;28;1;  801;   ;0; 339;  12;  12; 6;2; ;0;       0;  800;     ;   ; 1; 241; 1;1;1;  2;  2;  8;0;    8;     ;1048;1116;28;1;28; 8;2022;1472;44801
     339  63;MZ8;   339;    63;  1; 339; 1484069; 8;2022;1472;44801;14; 3; 1;14;14; 4;1;28;1;  800;   ;0; 339;  12;  12; 6;2; ;1; 1488565;  800;     ;   ; 0; 241; 0;0;1;  2;  8;  8;0;    8;     ;1105;1217;72; ;  ;  ;    ;    ;     
     339  67;MZ8;   339;    67;  1; 339; 1484069; 8;2022;1472;44801; 6; 1; 0; 6; 6; 2;1;28;1;  800;   ;0; 339;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 241; 0;0;1;  2;  2;  8;0;    8;     ;1423;1453;30; ;  ;  ;    ;    ;     
     339  70;MZ8;   339;    70;  2; 339; 1484069; 8;2022;1472;44801; 4; 0; 0; 4; 0; 2;1;28;1;  800;   ;0; 339;  12;  12; 6;2; ;1; 1488565;  800;     ;   ; 0; 241; 0;0;0;  2;  8;  8;0;    8;     ;1240;1316;36; ;  ;  ;    ;    ;     
     339  74;MZ8;   339;    74;  1; 339; 1484069; 8;2022;1472;44801; 4; 0; 0; 4; 0; 0;1;28;1;  803;   ;0; 339;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 241; 0;0;0;  2;  8;  8;0;    8;     ;1637;1658;21; ;  ;  ;    ;    ;     
     339  78;MZ8;   339;    78;  1; 339; 1484069; 8;2022;1472;44802; 3; 0; 0; 3; 3; 0;1;29;1;  803;   ;0; 339;  12;  12; 6;2; ;1; 1488565;  800;     ;   ; 0; 241; 0;1;0;  2;  8;  8;0;    8;     ; 814; 841;27; ;  ;  ;    ;    ;     
     339  81;MZ8;   339;    81;  1; 339; 1484069; 8;2022;1472;44801; 4; 0; 0; 3; 3; 1;1;28;1;  802;   ;0; 339;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 241; 0;0;0;  2;  8;  8;0;    8;     ; 743; 812;29; ;  ;  ;    ;    ;     
     339  85;MZ8;   339;    85;  1; 339; 1484069; 8;2022;1472;44801; 3; 0; 0; 3; 0; 1;1;28;1;  802;   ;0; 339;  12;  12; 6;2; ;1; 1488565;  800;     ;   ; 0; 241; 0;0;0;  2;  8;  8;0;    8;     ;1125;1149;24; ;  ;  ;    ;    ;     
     339  88;MZ8;   339;    88;  1; 339; 1484069; 8;2022;1472;44800; 6; 1; 0; 6; 6; 1;1;27;2;  803;   ;0; 339;  12;  12; 6;2; ;0;       0;  800;     ;   ; 1; 241; 1;1;1;  2;  8;  8;0;    8;     ;1642;1704;96;1;28; 8;2022;1472;44801
     339  92;MZ8;   339;    92;  1; 339; 1484069; 8;2022;1472;44801; 1; 0; 0; 1; 0; 0;1;28;1;  800;   ;0; 339;  12;  12; 6;2; ;1; 1488565;  800;     ;   ; 0; 241; 0;0;0;  2;  8;  8;0;    8;     ; 957;1021;24; ;  ;  ;    ;    ;     
     340   1;MZ8;   340;     1;  1; 340;  548054;11;2022;1475;44875; 8; 1; 2; 8; 8; 2;1;10;1;  804;   ;0; 340;  12;  12; 6;2; ;1;  549714;  800;     ;   ; 2; 634; 1;1;1;  2;  2;  2;0;    8;     ;1702;1723;21;1;10;11;2022;1475;44875
     340   6;MZ8;   340;     6;  1; 340;  548054;11;2022;1475;44873; 8; 2; 0; 8; 8; 3;1; 8;1;  802;   ;0; 340;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 634; 0;0;1;  2; 11; 12;0;    8;     ;1556;1619;23; ;  ;  ;    ;    ;     
     340  11;MZ8;   340;    11;  1; 340;  548054;11;2022;1475;44873; 5; 1; 1; 5; 5; 1;1; 8;1;  804;   ;0; 340;  12;  12; 6;2; ;1;  549714;  800;     ;   ; 0; 634; 0;0;1;  2; 96; 96;0;    8;     ;1611;1647;36; ;  ;  ;    ;    ;     
     340  16;MZ8;   340;    16;  2; 340;  548054;11;2022;1475;44873; 8; 2; 0; 8; 8; 1;1; 8;1;  801;   ;0; 340;  12;  12; 6;2; ;0;       0;  800;     ;   ; 1; 634; 2;1;1;  2; 96; 96;0;    8;     ;1541;1621;40;1; 8;11;2022;1475;44873
     340  20;MZ8;   340;    20;  1; 340;  548054;11;2022;1475;44875; 1; 0; 0; 1; 1; 0;1;10;1;  804;   ;0; 340;  12;  12; 6;2; ;1;  549714;  800;     ;   ; 0; 634; 0;1;0;  2; 96; 96;0;    8;     ;1814;1823; 9; ;  ;  ;    ;    ;     
     340  25;MZ8;   340;    25;  1; 340;  548054;11;2022;1475;44873;10; 2; 0;10;10; 1;1; 8;1;  801;   ;0; 340;  12;  12; 6;2; ;0;       0;  800;     ;   ; 1; 634; 2;1;1;  2; 12; 12;0;    8;     ;1751;1834;43;1;10;11;2022;1475;44875
     340  30;MZ8;   340;    30;  2; 340;  548054;11;2022;1475;44875; 5; 1; 1; 5; 5; 2;1;10;1;  802;   ;0; 340;  12;  12; 6;2; ;1;  549714;  800;     ;   ; 0; 634; 0;0;1;  2;  4;  4;0;    8;     ;1651;1716;25; ;  ;  ;    ;    ;     
     340  35;MZ8;   340;    35;  1; 340;  548054;11;2022;1475;44875; 2; 0; 0; 2; 2; 0;1;10;1;  802;   ;0; 340;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 634; 0;0;0;  2;  4;  4;0;    8;     ;1621;1644;23; ;  ;  ;    ;    ;     
     340  39;MZ8;   340;    39;  1; 340;  548054;11;2022;1475;44875; 8; 1; 1; 8; 8; 2;1;10;1;  801;   ;0; 340;  12;  12; 6;2; ;1;  549714;  800;     ;   ; 0; 634; 0;0;1;  2;  4;  4;0;    8;     ;1750;1813;23; ;  ;  ;    ;    ;     
     340  44;MZ8;   340;    44;  1; 340;  548054;11;2022;1475;44875; 1; 0; 0; 1; 1; 0;1;10;1;  802;   ;0; 340;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 634; 0;0;0;  2;  2;  2;0;    8;     ; 644; 711;27; ;  ;  ;    ;    ;     
     340  49;MZ8;   340;    49;  1; 340;  548054;11;2022;1475;44875; 5; 1; 1; 5; 5; 1;1;10;1;  804;   ;0; 340;  12;  12; 6;2; ;1;  549714;  800;     ;   ; 0; 634; 0;0;1;  2; 96; 96;0;    8;     ;1524;1540;16; ;  ;  ;    ;    ;     
     340  53;MZ8;   340;    53;  1; 340;  548054;11;2022;1475;44875;10; 1; 0;10;10; 2;1;10;1;  802;   ;0; 340;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 634; 0;0;1;  2;  4;  4;0;    8;     ; 816; 843;27; ;  ;  ;    ;    ;     
     340  58;MZ8;   340;    58;  1; 340;  548054;11;2022;1475;44875; 5; 0; 0; 5; 2; 4;1;10;2;  804;   ;0; 340;  12;  12; 6;2; ;1;  549714;  800;     ;   ; 0; 634; 0;0;0;  2;  4;  4;0;    8;     ; 826; 843;96; ;  ;  ;    ;    ;     
     340  63;MZ8;   340;    63;  0; 340;       0;11;2022;1475;44875; 0; 0; 0; 0; 0; 0;6;10;1;  802;   ;0; 340;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 634; 0;0;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     340  68;MZ8;   340;    68;  2; 340;  548054;11;2022;1475;44875; 6; 1; 0; 6; 5; 2;1;10;1;  804;   ;0; 340;  12;  12; 6;2; ;1;  549714;  800;     ;   ; 2; 634; 1;1;0;  2; 96; 96;0;    8;     ;1037;1129;52;1;10;11;2022;1475;44875
     340  72;MZ8;   340;    72;  1; 340;  548054;11;2022;1475;44875; 3; 1; 0; 3; 3; 1;1;10;1;  802;   ;0; 340;  12;  12; 6;2; ;0;       0;  800;     ;   ; 1; 634; 1;1;1;  2;  4;  4;0;    8;     ;1005;1025;20;1;10;11;2022;1475;44875
     340  77;MZ8;   340;    77;  1; 340;  548054;11;2022;1475;44875; 7; 1; 1; 7; 7; 3;1;10;1;  801;   ;0; 340;  12;  12; 6;2; ;1;  549714;  800;     ;   ; 2; 634; 1;1;1;  2;  4;  4;0;    8;     ;1024;1100;36;1;10;11;2022;1475;44875
     340  82;MZ8;   340;    82;  1; 340;  548054;11;2022;1475;44874; 5; 1; 0; 5; 5; 2;1; 9;1;  802;   ;0; 340;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 634; 0;0;1;  2;  2;  2;0;    8;     ;1413;1441;28; ;  ;  ;    ;    ;     
     340  87;MZ8;   340;    87;  1; 340;  548054;11;2022;1475;44874; 6; 1; 1; 6; 6; 1;1; 9;1;  804;   ;0; 340;  12;  12; 6;2; ;1;  549714;  800;     ;   ; 1; 634; 1;1;1;  2; 96; 96;0;    8;     ; 837; 902;25;1; 9;11;2022;1475;44874
     340  91;MZ8;   340;    91;  1; 340;  548054;11;2022;1475;44874;12; 2; 0;12;12; 2;1; 9;1;  802;   ;0; 340;  12;  12; 6;2; ;0;       0;  800;     ;   ; 2; 634; 2;1;1;  2;  4;  4;0;    8;     ; 835; 925;50;1; 9;11;2022;1475;44874
     340  96;MZ8;   340;    96;  3; 340;  548054;11;2022;1475;44874; 6; 1; 1; 6; 5; 2;1; 9;1;  802;   ;0; 340;  12;  12; 6;2; ;1;  549714;  800;     ;   ; 0; 634; 0;0;1;  2;  4;  4;0;    8;     ;1111;1143;32; ;  ;  ;    ;    ;     
     340 101;MZ8;   340;   101;  1; 340;  548054;11;2022;1475;44874; 2; 1; 0; 2; 2; 0;1; 9;1;  802;   ;0; 340;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 634; 0;0;1;  2;  4;  4;0;    8;     ;1244;1302;18; ;  ;  ;    ;    ;     
     340 105;MZ8;   340;   105;  1; 340;  548054;11;2022;1475;44874; 3; 0; 0; 3; 3; 0;1; 9;1;  804;   ;0; 340;  12;  12; 6;2; ;1;  549714;  800;     ;   ; 0; 634; 0;1;0;  2;  4;  4;0;    8;     ;1058;1115;17; ;  ;  ;    ;    ;     
     340 110;MZ8;   340;   110;  0; 340;       0;11;2022;1475;44874; 0; 0; 0; 0; 0; 0;6; 9;1;  801;   ;0; 340;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 634; 0;1;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     340 115;MZ8;   340;   115;  1; 340;  548054;11;2022;1475;44874; 5; 1; 1; 5; 5; 3;1; 9;2;  804;   ;0; 340;  12;  12; 6;2; ;1;  549714;  800;     ;   ; 0; 634; 0;0;1;  2; 96; 96;0;    8;     ;1327;1339;96; ;  ;  ;    ;    ;     
     340 120;MZ8;   340;   120;  1; 340;  548054;11;2022;1475;44874; 6; 0; 0; 6; 5; 0;1; 9;1;  801;   ;0; 340;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 634; 0;1;0;  2;  4;  4;0;    8;     ;1212;1246;34; ;  ;  ;    ;    ;     
     341   1;MZ8;   341;     1;  2; 341;  577837;11;2022;1475;44867; 6; 1; 1; 6; 6; 2;1; 2;1;  804;   ;0; 341;  12;  12; 6;2; ;1;  579588;  800;     ;   ; 2; 793; 1;1;1;  2; 12; 12;0;    8;     ; 717; 743;26;1; 2;11;2022;1475;44867
     341   4;MZ8;   341;     4;  0; 341;       0;11;2022;1475;44867; 0; 0; 0; 0; 0; 0;3; 2;1;  803;   ;0; 341;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 793; 0;0;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     341   8;MZ8;   341;     8;  1; 341;  577837;11;2022;1475;44866; 2; 1; 1; 2; 2; 0;1; 1;1;  804;   ;0; 341;  12;  12; 6;2; ;1;  579588;  800;     ;   ; 0; 793; 1;1;1;  2; 12; 12;0;    8;     ;1003;1021;18;1; 2;11;2022;1475;44867
     341  11;MZ8;   341;    11;  1; 341;  577837;11;2022;1475;44866; 2; 0; 0; 2; 2; 0;1; 1;1;  803;   ;0; 341;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 793; 0;0;0;  2;  2;  2;0;    8;     ; 952;1022;30; ;  ;  ;    ;    ;     
     341  14;MZ8;   341;    14;  1; 341;  577837;11;2022;1475;44866; 3; 1; 1; 3; 3; 1;1; 1;1;  804;   ;0; 341;  12;  12; 6;2; ;1;  579588;  800;     ;   ; 0; 793; 1;1;1;  2; 12; 12;1;    8;     ;1156;1209;13;1; 2;11;2022;1475;44867
     341  17;MZ8;   341;    17;  2; 341;  577837;11;2022;1475;44867; 7; 1; 0; 7; 7; 1;1; 2;1;  802;   ;0; 341;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 793; 0;0;1;  2; 12; 12;0;    8;     ; 756; 824;28; ;  ;  ;    ;    ;     
     341  20;MZ8;   341;    20;  2; 341;  577837;11;2022;1475;44866; 4; 1; 3; 4; 4; 0;1; 1;1;  804;   ;0; 341;  12;  12; 6;2; ;1;  579588;  800;     ;   ; 0; 793; 1;1;1;  2; 12; 12;0;    8;     ;1404;1420;16;1; 2;11;2022;1475;44867
     341  23;MZ8;   341;    23;  0; 341;       0;11;2022;1475;44867; 0; 0; 0; 0; 0; 0;7; 2;1;  802;   ;0; 341;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 793; 0;0;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     341  26;MZ8;   341;    26;  1; 341;  577837;11;2022;1475;44866; 5; 1; 1; 5; 4; 3;1; 1;1;  804;   ;0; 341;  12;  12; 6;2; ;1;  579588;  800;     ;   ; 0; 793; 0;0;1;  2; 12; 12;0;    8;     ;1457;1520;23; ;  ;  ;    ;    ;     
     341  29;MZ8;   341;    29;  0; 341;       0;11;2022;1475;44866; 0; 0; 0; 0; 0; 0;7; 1;1;  802;   ;0; 341;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 793; 0;1;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     341  32;MZ8;   341;    32;  1; 341;  577837;11;2022;1475;44867; 1; 0; 0; 1; 1; 0;1; 2;2;  804;   ;0; 341;  12;  12; 6;2; ;1;  579588;  800;     ;   ; 0; 793; 0;1;0;  2; 12; 12;0;    8;     ; 945;1012;96; ;  ;  ;    ;    ;     
     341  35;MZ8;   341;    35;  2; 341;  577837;11;2022;1475;44866; 7; 2; 0; 7; 7; 1;1; 1;1;  802;   ;0; 341;  12;  12; 6;2; ;0;       0;  800;     ;   ; 1; 793; 2;1;1;  2; 12; 12;0;    8;     ;1031;1104;33;1; 1;11;2022;1475;44866
     341  38;MZ8;   341;    38;  1; 341;  577837;11;2022;1475;44866; 5; 1; 1; 5; 5; 1;1; 1;1;  802;   ;0; 341;  12;  12; 6;2; ;1;  579588;  800;     ;   ; 0; 793; 0;0;1;  2;  2;  2;0;    8;     ;1527;1550;23; ;  ;  ;    ;    ;     
     341  41;MZ8;   341;    41;  1; 341;  577837;11;2022;1475;44866;11; 3; 0;11;11; 2;1; 1;1;  801;   ;0; 341;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 793; 0;0;1;  2;  2;  2;0;    8;     ;1104;1145;41; ;  ;  ;    ;    ;     
     341  44;MZ8;   341;    44;  1; 341;  577837;11;2022;1475;44866; 4; 1; 1; 4; 4; 2;1; 1;1;  801;   ;0; 341;  12;  12; 6;2; ;1;  579588;  800;     ;   ; 1; 793; 1;1;1;  2; 12; 12;0;    8;     ;1247;1312;25;1; 2;11;2022;1475;44867
     341  48;MZ8;   341;    48;  2; 341;  577837;11;2022;1475;44866; 3; 0; 0; 3; 3; 0;1; 1;2;  803;   ;0; 341;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 793; 0;1;0;  2; 12; 12;0;    8;     ;1600;1606;96; ;  ;  ;    ;    ;     
     341  51;MZ8;   341;    51;  1; 341;  577837;11;2022;1475;44866; 4; 1; 0; 4; 3; 0;1; 1;1;  802;   ;0; 341;  12;  12; 6;2; ;1;  579588;  800;     ;   ; 0; 793; 0;0;0;  2; 12; 12;0;    8;     ;1627;1646;19; ;  ;  ;    ;    ;     
     341  54;MZ8;   341;    54;  2; 341;  577837;11;2022;1475;44866; 5; 1; 0; 5; 5; 1;1; 1;1;  802;   ;0; 341;  12;  12; 6;2; ;0;       0;  800;     ;   ; 1; 793; 1;1;1;  2; 12; 12;0;    8;     ;1139;1206;27;1; 1;11;2022;1475;44866
     341  57;MZ8;   341;    57;  1; 341;  577837;11;2022;1475;44866; 5; 1; 1; 5; 5; 0;1; 1;1;  801;   ;0; 341;  12;  12; 6;2; ;1;  579588;  800;     ;   ; 0; 793; 0;0;1;  2; 12; 12;0;    8;     ;1558;1629;31; ;  ;  ;    ;    ;     
