HHID;IDXH4;SH16;SH17A;SH17B;SH18;SH19A;SH19B;SH36;SH37;SH38;SH39
     150  40; 1;0;  ;  ; ;  ;  ; ; ; ; 
     150  40; 2;0;  ;  ; ;  ;  ; ; ; ; 
     150  40; 3;1; 3; 5;1; 4; 6; ; ; ; 
     150  40; 4;0;  ;  ; ;  ;  ; ; ; ; 
     150  40; 5;0;  ;  ; ;  ;  ; ; ; ; 
     150  44; 1;0;  ;  ; ;  ;  ; ; ; ; 
     150  44; 2;0;  ;  ; ;  ;  ; ; ; ; 
     150  44; 3;1; 3; 3;1; 3; 4;1;1;5;8
     150  44; 4;1; 3; 2;0;  ;  ; ; ; ; 
     150  47; 1;0;  ;  ; ;  ;  ; ; ; ; 
     150  47; 2;1; 3; 0;0;  ;  ; ; ; ; 
     150  51; 1;0;  ;  ; ;  ;  ; ; ; ; 
     150  55; 1;0;  ;  ; ;  ;  ; ; ; ; 
     150  55; 2;1; 3; 3;1; 3; 4; ; ; ; 
     150  55; 3;1; 3; 0;1; 3; 1; ; ; ; 
     150  55; 4;1; 3; 0;1; 3; 1; ; ; ; 
     150  55; 5;0;  ;  ; ;  ;  ; ; ; ; 
     150  58; 1;0;  ;  ; ;  ;  ; ; ; ; 
     150  58; 2;0;  ;  ; ;  ;  ; ; ; ; 
     150  66; 1;1;98;  ; ;  ;  ; ; ; ; 
     150  66; 2;1; 3; 3; ;  ;  ; ; ; ; 
     150  66; 3;1; 3; 4;0;  ;  ;1;1;4;4
     150  66; 4;0;  ;  ; ;  ;  ;1;1;4;4
     150  66; 5;0;  ;  ; ;  ;  ;2;2;4;4
     150  66; 6; ;  ;  ; ;  ;  ; ; ; ; 
     150  69; 1;1; 5; 9; ;  ;  ; ; ; ; 
     150  69; 2;1;98;  ; ;  ;  ; ; ; ; 
     150  69; 3;1; 3; 0;1; 3; 1; ; ; ; 
     150  69; 4; ;  ;  ; ;  ;  ; ; ; ; 
     150  73; 1;1; 3; 4; ;  ;  ; ; ; ; 
     150  73; 2;1; 3; 3; ;  ;  ; ; ; ; 
     150  73; 3;1; 5; 8;1; 5; 9;1;1;2;2
     150  73; 4;1; 3; 3;1; 3; 4;1;1;5;3
     150  73; 5;1; 3; 1;1; 3; 2;1;1;3;2
     150  73; 6;1; 3; 0;1; 3; 1;1;1;4;4
     150  73; 7;0;  ;  ; ;  ;  ;2;3;2;5
     150  76; 1;0;  ;  ; ;  ;  ; ; ; ; 
     150  84; 1;0;  ;  ; ;  ;  ; ; ; ; 
     150  84; 2;0;  ;  ; ;  ;  ; ; ; ; 
     150  84; 3;0;  ;  ; ;  ;  ; ; ; ; 
     150  87; 1;0;  ;  ; ;  ;  ; ; ; ; 
     150  87; 2;1; 4; 7; ;  ;  ; ; ; ; 
     150  87; 3;1; 4; 6; ;  ;  ; ; ; ; 
     150  87; 4;1; 3; 5;0;  ;  ;1;1;5;5
     150  87; 5;0;  ;  ; ;  ;  ;1;1;5;5
     150  87; 6; ;  ;  ; ;  ;  ; ; ; ; 
     150  91; 1;1;98;  ; ;  ;  ; ; ; ; 
     150  91; 2;1; 3; 4; ;  ;  ; ; ; ; 
     150  91; 3;0;  ;  ; ;  ;  ; ; ; ; 
     150  91; 4;0;  ;  ; ;  ;  ; ; ; ; 
     150  95; 1;1;98;  ; ;  ;  ; ; ; ; 
     150  95; 2;1;98;  ; ;  ;  ; ; ; ; 
     150  95; 3;1; 4; 7;0;  ;  ; ; ; ; 
     150  95; 4;1; 3; 5;1; 3; 5;1;2;4;3
     150  95; 5; ;  ;  ; ;  ;  ; ; ; ; 
     151   3; 1;1; 3; 5;0;  ;  ; ; ; ; 
     151   3; 2;1; 3; 3;0;  ;  ; ; ; ; 
     151   3; 3;0;  ;  ; ;  ;  ; ; ; ; 
     151   3; 4; ;  ;  ; ;  ;  ; ; ; ; 
     151   7; 1;0;  ;  ; ;  ;  ; ; ; ; 
     151   7; 2;0;  ;  ; ;  ;  ; ; ; ; 
     151   7; 3;1; 3; 1;1; 3; 2;1;1;5;5
     151   7; 4; ;  ;  ; ;  ;  ; ; ; ; 
     151  12; 1;1; 4; 6; ;  ;  ; ; ; ; 
     151  12; 2;1; 3; 4;0;  ;  ; ; ; ; 
     151  12; 3;0;  ;  ; ;  ;  ; ; ; ; 
     151  12; 4;0;  ;  ; ;  ;  ; ; ; ; 
     151  12; 5; ;  ;  ; ;  ;  ; ; ; ; 
     151  16; 1;1;98;  ; ;  ;  ; ; ; ; 
     151  16; 2;0;  ;  ; ;  ;  ; ; ; ; 
     151  16; 3;1; 4; 6;0;  ;  ; ; ; ; 
     151  16; 4;1; 3; 2;0;  ;  ;1;1;5;5
     151  16; 5;1; 3; 1;1; 3; 2;1;1;5;5
     151  16; 6;0;  ;  ; ;  ;  ; ; ; ; 
     151  20; 1;1; 3; 0;0;  ;  ; ; ; ; 
     151  20; 2;0;  ;  ; ;  ;  ; ; ; ; 
     151  24; 1;0;  ;  ; ;  ;  ; ; ; ; 
     151  24; 2;1;98;  ;0;  ;  ;1;1;5;5
     151  24; 3;0;  ;  ; ;  ;  ;1;1;5;5
     151  24; 4;1; 3; 1;1; 3; 2;1;1;4;4
     151  24; 5;1; 3; 4;0;  ;  ; ; ; ; 
     151  28; 1;0;  ;  ; ;  ;  ; ; ; ; 
     151  28; 2;1; 3; 5; ;  ;  ; ; ; ; 
     151  28; 3;0;  ;  ; ;  ;  ; ; ; ; 
     151  32; 1;0;  ;  ; ;  ;  ; ; ; ; 
     151  32; 2;1; 3; 3; ;  ;  ; ; ; ; 
     151  32; 3;0;  ;  ; ;  ;  ;1;1;5;5
     151  32; 4; ;  ;  ; ;  ;  ; ; ; ; 
     151  32; 5;0;  ;  ; ;  ;  ; ; ; ; 
     151  36; 1;1; 3; 0; ;  ;  ; ; ; ; 
     151  36; 2;0;  ;  ; ;  ;  ; ; ; ; 
     151  36; 3;0;  ;  ; ;  ;  ; ; ; ; 
     151  36; 4;0;  ;  ; ;  ;  ; ; ; ; 
     151  36; 5;0;  ;  ; ;  ;  ; ; ; ; 
     151  36; 6;0;  ;  ; ;  ;  ; ; ; ; 
     151  36; 7;0;  ;  ; ;  ;  ; ; ; ; 
     151  36; 8; ;  ;  ; ;  ;  ; ; ; ; 
     151  44; 1;0;  ;  ; ;  ;  ; ; ; ; 
     151  44; 2;0;  ;  ; ;  ;  ; ; ; ; 
     151  44; 3;1; 3; 2;1; 3; 3; ; ; ; 
     151  44; 4;0;  ;  ; ;  ;  ; ; ; ; 
     151  44; 5;0;  ;  ; ;  ;  ; ; ; ; 
     151  48; 1;1; 3; 1; ;  ;  ; ; ; ; 
     151  48; 2;0;  ;  ; ;  ;  ; ; ; ; 
     151  48; 3;0;  ;  ; ;  ;  ; ; ; ; 
     151  48; 4;1; 3; 1;0;  ;  ;1;1;5;5
     151  48; 5;0;  ;  ; ;  ;  ;1;1;5;5
     151  48; 6;0;  ;  ; ;  ;  ;1;1;5;5
     151  48; 7;0;  ;  ; ;  ;  ;1;1;5;5
     151  48; 8;0;  ;  ; ;  ;  ; ; ; ; 
     151  52; 1;1; 3; 1; ;  ;  ; ; ; ; 
     151  52; 2;1; 3; 0; ;  ;  ; ; ; ; 
     151  52; 3;1; 3; 1;1; 3; 2; ; ; ; 
     151  52; 4;1; 3; 0;1; 3; 1; ; ; ; 
     151  52; 5;0;  ;  ; ;  ;  ; ; ; ; 
     151  52; 6;0;  ;  ; ;  ;  ; ; ; ; 
     151  52; 7; ;  ;  ; ;  ;  ; ; ; ; 
     151  56; 1;1; 3; 1;0;  ;  ; ; ; ; 
     151  56; 2;0;  ;  ; ;  ;  ; ; ; ; 
     151  56; 3;0;  ;  ; ;  ;  ;1;1;4;5
     151  56; 4;0;  ;  ; ;  ;  ; ; ; ; 
     151  60; 1;0;  ;  ; ;  ;  ; ; ; ; 
     151  60; 2;0;  ;  ; ;  ;  ; ; ; ; 
     151  60; 3;1; 3; 1;0;  ;  ; ; ; ; 
     151  60; 4;1; 1; 0;0;  ;  ; ; ; ; 
     151  60; 5; ;  ;  ; ;  ;  ; ; ; ; 
     151  65; 1;1;98;  ; ;  ;  ; ; ; ; 
     151  65; 2;0;  ;  ; ;  ;  ; ; ; ; 
     151  65; 3; ;  ;  ; ;  ;  ; ; ; ; 
     151  65; 4;0;  ;  ; ;  ;  ; ; ; ; 
     151  69; 1;1;98;  ; ;  ;  ; ; ; ; 
     151  69; 2;1;98;  ; ;  ;  ; ; ; ; 
     151  69; 3;0;  ;  ; ;  ;  ; ; ; ; 
     151  77; 1;1; 3; 1;0;  ;  ; ; ; ; 
     151  77; 2;1;98;  ;0;  ;  ; ; ; ; 
     151  77; 3; ;  ;  ; ;  ;  ; ; ; ; 
     151  77; 4; ;  ;  ; ;  ;  ; ; ; ; 
     151  81; 1;1; 3; 0; ;  ;  ; ; ; ; 
     151  81; 2;1;98;  ; ;  ;  ; ; ; ; 
     151  81; 3;0;  ;  ; ;  ;  ; ; ; ; 
     151  81; 4;0;  ;  ; ;  ;  ;1;1;4;4
     151  81; 5;1; 2; 0;0;  ;  ;1;1;4;4
     151  81; 6;0;  ;  ; ;  ;  ;1;1;4;4
     151  81; 7;0;  ;  ; ;  ;  ; ; ; ; 
     151  85; 1;0;  ;  ; ;  ;  ; ; ; ; 
     151  85; 2;0;  ;  ; ;  ;  ; ; ; ; 
     151  89; 1;0;  ;  ; ;  ;  ; ; ; ; 
     151  89; 2;0;  ;  ; ;  ;  ; ; ; ; 
     151  89; 3;0;  ;  ; ;  ;  ;1;1;8;5
     151  89; 4;0;  ;  ; ;  ;  ;1;1;5;5
     151  89; 5;0;  ;  ; ;  ;  ; ; ; ; 
     151  89; 6; ;  ;  ; ;  ;  ; ; ; ; 
     151  89; 7; ;  ;  ; ;  ;  ; ; ; ; 
     151  93; 1;1; 3; 5; ;  ;  ; ; ; ; 
     151  93; 2;1; 5; 0;0;  ;  ; ; ; ; 
     151  93; 3;1; 3; 2;1; 3; 3; ; ; ; 
     151  93; 4;1; 1; 3;1; 1; 4; ; ; ; 
     151  97; 1;1; 3; 2;0;  ;  ; ; ; ; 
     151  97; 2;1; 3; 2;0;  ;  ; ; ; ; 
     151  97; 3;0;  ;  ; ;  ;  ; ; ; ; 
     151  97; 4; ;  ;  ; ;  ;  ; ; ; ; 
     151 101; 1;1; 3; 5; ;  ;  ; ; ; ; 
     151 101; 2;0;  ;  ; ;  ;  ; ; ; ; 
     151 101; 3;1; 3; 2;1; 3; 3; ; ; ; 
     151 101; 4;1; 3; 1;1; 3; 2; ; ; ; 
     151 105; 1;0;  ;  ; ;  ;  ; ; ; ; 
     151 105; 2;1; 3; 5;0;  ;  ; ; ; ; 
     151 105; 3;0;  ;  ; ;  ;  ; ; ; ; 
     152   3; 1;1;98;  ; ;  ;  ; ; ; ; 
     152   3; 2;0;  ;  ; ;  ;  ; ; ; ; 
     152   3; 3;0;  ;  ; ;  ;  ;1;1;5;5
     152   9; 1;0;  ;  ; ;  ;  ; ; ; ; 
     152   9; 2;0;  ;  ; ;  ;  ; ; ; ; 
     152   9; 3;0;  ;  ; ;  ;  ; ; ; ; 
     152   9; 4;0;  ;  ; ;  ;  ; ; ; ; 
     152   9; 5;0;  ;  ; ;  ;  ; ; ; ; 
     152   9; 6; ;  ;  ; ;  ;  ; ; ; ; 
     152  15; 1;0;  ;  ; ;  ;  ; ; ; ; 
     152  15; 2;1; 4; 7;0;  ;  ; ; ; ; 
     152  15; 3;0;  ;  ; ;  ;  ;1;1;5;5
     152  20; 1;1; 5; 9; ;  ;  ; ; ; ; 
     152  20; 2;1; 3; 4; ;  ;  ; ; ; ; 
     152  20; 3;1; 3; 1;1; 3; 2; ; ; ; 
     152  20; 4;1; 3; 3;1; 3; 4; ; ; ; 
     152  20; 5;1; 3; 0;1; 3; 1; ; ; ; 
     152  20; 6;0;  ;  ; ;  ;  ; ; ; ; 
     152  20; 7;0;  ;  ; ;  ;  ; ; ; ; 
     152  20; 8;1; 3; 3;1; 3; 4; ; ; ; 
     152  20; 9;1; 3; 3;0;  ;  ; ; ; ; 
     152  20;10;0;  ;  ; ;  ;  ; ; ; ; 
     152  20;11; ;  ;  ; ;  ;  ; ; ; ; 
     152  26; 1;1; 3; 3; ;  ;  ; ; ; ; 
     152  26; 2;0;  ;  ; ;  ;  ;1;1;5;5
     152  31; 1;1; 3; 3;0;  ;  ; ; ; ; 
     152  31; 2;1; 3; 4;0;  ;  ; ; ; ; 
     152  37; 1;0;  ;  ; ;  ;  ; ; ; ; 
     152  37; 2;0;  ;  ; ;  ;  ;1;1;4;4
     152  37; 3;0;  ;  ; ;  ;  ;1;1;4;4
     152  37; 4;0;  ;  ; ;  ;  ;1;1;4;4
     152  42; 1;1; 3; 3; ;  ;  ; ; ; ; 
     152  42; 2;1; 3; 1; ;  ;  ; ; ; ; 
     152  42; 3;0;  ;  ; ;  ;  ; ; ; ; 
     152  42; 4;0;  ;  ; ;  ;  ; ; ; ; 
     152  54; 1;1; 3; 3;0;  ;  ; ; ; ; 
     152  54; 2;1; 3; 3;0;  ;  ; ; ; ; 
     152  54; 3;0;  ;  ; ;  ;  ; ; ; ; 
     152  54; 4; ;  ;  ; ;  ;  ; ; ; ; 
     152  54; 5;1; 3; 5;0;  ;  ; ; ; ; 
     152  54; 6;0;  ;  ; ;  ;  ; ; ; ; 
     152  59; 1;0;  ;  ; ;  ;  ; ; ; ; 
     152  59; 2;0;  ;  ; ;  ;  ; ; ; ; 
     152  59; 3;1; 3; 1;1; 3; 2;1;1;5;5
     152  70; 1;1; 3; 3; ;  ;  ; ; ; ; 
     152  70; 2;0;  ;  ; ;  ;  ; ; ; ; 
     152  70; 3;0;  ;  ; ;  ;  ;1;1;5;5
     152  70; 4;0;  ;  ; ;  ;  ;1;1;5;5
     152  70; 5;0;  ;  ; ;  ;  ;1;1;5;5
     152  70; 6;0;  ;  ; ;  ;  ; ; ; ; 
     152  76; 1;1; 3; 4; ;  ;  ; ; ; ; 
     152  76; 2;1; 3; 1;1; 3; 2; ; ; ; 
     152  76; 3;1; 3; 0;1; 3; 1; ; ; ; 
     152  76; 4;0;  ;  ; ;  ;  ; ; ; ; 
     152  76; 5;0;  ;  ; ;  ;  ; ; ; ; 
     152  76; 6; ;  ;  ; ;  ;  ; ; ; ; 
     152  76; 7;0;  ;  ; ;  ;  ; ; ; ; 
     152  81; 1;1; 3; 1; ;  ;  ; ; ; ; 
     152  81; 2;0;  ;  ; ;  ;  ; ; ; ; 
     152  81; 3;1; 3; 1;0;  ;  ;1;1;5;3
     152  81; 4;1; 3; 2;0;  ;  ;1;1;4;4
     152  81; 5;1; 3; 3;1; 3; 4;1;1;3;3
     152  81; 6;1; 3; 1;0;  ;  ;1;1;3;3
     152  81; 7;1; 3; 0;0;  ;  ;1;1;1;4
     152  81; 8;0;  ;  ; ;  ;  ;1;1;1;1
     152  81; 9; ;  ;  ; ;  ;  ; ; ; ; 
     152  81;10;0;  ;  ; ;  ;  ; ; ; ; 
     152  87; 1;1; 3; 4; ;  ;  ; ; ; ; 
     152  87; 2;0;  ;  ; ;  ;  ; ; ; ; 
     152  87; 3;0;  ;  ; ;  ;  ; ; ; ; 
     152  87; 4;0;  ;  ; ;  ;  ; ; ; ; 
     152  87; 5;0;  ;  ; ;  ;  ; ; ; ; 
     152  87; 6;0;  ;  ; ;  ;  ; ; ; ; 
     152  87; 7;0;  ;  ; ;  ;  ; ; ; ; 
     152  87; 8;0;  ;  ; ;  ;  ; ; ; ; 
     152  93; 1;1;98;  ; ;  ;  ; ; ; ; 
     152  93; 2;1; 3; 3; ;  ;  ; ; ; ; 
     152  93; 3;1; 3; 2;1; 3; 3;1;1;4;4
     152  93; 4;0;  ;  ; ;  ;  ; ; ; ; 
     152  93; 5; ;  ;  ; ;  ;  ; ; ; ; 
     152  98; 1;0;  ;  ; ;  ;  ; ; ; ; 
     152 104; 1;1; 3; 1; ;  ;  ; ; ; ; 
     152 104; 2;0;  ;  ; ;  ;  ;1;1;4;4
     152 104; 3;0;  ;  ; ;  ;  ;1;1;4;4
     152 104; 4;0;  ;  ; ;  ;  ; ; ; ; 
     152 104; 5;0;  ;  ; ;  ;  ;1;1;4;4
     152 109; 1;1;98;  ; ;  ;  ; ; ; ; 
     152 109; 2;1; 3; 2; ;  ;  ; ; ; ; 
     152 109; 3;0;  ;  ; ;  ;  ; ; ; ; 
     152 109; 4;0;  ;  ; ;  ;  ; ; ; ; 
     152 109; 5;0;  ;  ; ;  ;  ; ; ; ; 
     152 109; 6;0;  ;  ; ;  ;  ; ; ; ; 
     152 109; 7;0;  ;  ; ;  ;  ; ; ; ; 
     152 109; 8; ;  ;  ; ;  ;  ; ; ; ; 
     152 115; 1;0;  ;  ; ;  ;  ; ; ; ; 
     152 115; 2;0;  ;  ; ;  ;  ; ; ; ; 
     152 115; 3;1; 3; 0;1; 3; 1;1;1;2;4
     152 115; 4;0;  ;  ; ;  ;  ;1;1;4;4
     152 115; 5;0;  ;  ; ;  ;  ; ; ; ; 
     152 121; 1;1; 3; 4; ;  ;  ; ; ; ; 
     152 121; 2;1; 3; 2;0;  ;  ; ; ; ; 
     152 121; 3;1; 3; 2;1; 3; 3; ; ; ; 
     152 121; 4;1; 3; 1;1; 3; 2; ; ; ; 
     152 121; 5; ;  ;  ; ;  ;  ; ; ; ; 
     152 126; 1;1; 3; 5; ;  ;  ; ; ; ; 
     152 126; 2;1; 3; 4;0;  ;  ;1;1;3;5
     152 126; 3;0;  ;  ; ;  ;  ;1;1;5;5
     152 126; 4;0;  ;  ; ;  ;  ; ; ; ; 
     152 126; 5;1; 3; 1;1; 3; 1;1;1;5;5
     152 132; 1;1; 4; 7; ;  ;  ; ; ; ; 
     152 132; 2;1; 3; 5;0;  ;  ; ; ; ; 
     152 132; 3;0;  ;  ; ;  ;  ; ; ; ; 
     152 132; 4; ;  ;  ; ;  ;  ; ; ; ; 
     152 132; 5;1; 3; 5;1; 4; 6; ; ; ; 
     152 137; 1;1; 3; 5;0;  ;  ; ; ; ; 
     152 137; 2;1; 6;12; ;  ;  ; ; ; ; 
     152 137; 3;1; 3; 2;1; 3; 3;1;1;5;5
     152 137; 4;1; 3; 1;0;  ;  ;1;1;5;3
     152 143; 1;1; 3; 2; ;  ;  ; ; ; ; 
     152 143; 2;1; 3; 3; ;  ;  ; ; ; ; 
     152 143; 3;1; 3; 2;1; 3; 3; ; ; ; 
     152 143; 4;1; 3; 2;1; 3; 3; ; ; ; 
     152 143; 5;1; 3; 1;1; 3; 2; ; ; ; 
     152 143; 6;0;  ;  ; ;  ;  ; ; ; ; 
     152 143; 7;0;  ;  ; ;  ;  ; ; ; ; 
     152 143; 8;1; 3; 4;0;  ;  ; ; ; ; 
     153   2; 1;1; 3; 0; ;  ;  ; ; ; ; 
     153   2; 2;0;  ;  ; ;  ;  ; ; ; ; 
     153   7; 1;0;  ;  ; ;  ;  ; ; ; ; 
     153   7; 2;0;  ;  ; ;  ;  ; ; ; ; 
     153   7; 3;0;  ;  ; ;  ;  ; ; ; ; 
     153   7; 4; ;  ;  ; ;  ;  ; ; ; ; 
     153   7; 5;0;  ;  ; ;  ;  ; ; ; ; 
     153  11; 1;1; 3; 1; ;  ;  ; ; ; ; 
     153  11; 2;0;  ;  ; ;  ;  ; ; ; ; 
     153  11; 3;0;  ;  ; ;  ;  ;1;1;3;4
     153  11; 4;0;  ;  ; ;  ;  ;1;1;4;5
     153  19; 1;0;  ;  ; ;  ;  ; ; ; ; 
     153  19; 2;0;  ;  ; ;  ;  ;1;1;4;4
     153  19; 3;0;  ;  ; ;  ;  ;1;2;3;4
     153  19; 4; ;  ;  ; ;  ;  ; ; ; ; 
     153  24; 1;1; 3; 2; ;  ;  ; ; ; ; 
     153  24; 2;0;  ;  ; ;  ;  ; ; ; ; 
     153  24; 3;0;  ;  ; ;  ;  ; ; ; ; 
     153  24; 4;0;  ;  ; ;  ;  ; ; ; ; 
     153  24; 5;0;  ;  ; ;  ;  ; ; ; ; 
     153  24; 6; ;  ;  ; ;  ;  ; ; ; ; 
     153  24; 7;0;  ;  ; ;  ;  ; ; ; ; 
     153  28; 1;1; 3; 3; ;  ;  ; ; ; ; 
     153  28; 2;0;  ;  ; ;  ;  ; ; ; ; 
     153  28; 3;0;  ;  ; ;  ;  ; ; ; ; 
     153  28; 4; ;  ;  ; ;  ;  ; ; ; ; 
     153  32; 1;1; 3; 2;0;  ;  ; ; ; ; 
     153  32; 2;1; 3; 2;0;  ;  ; ; ; ; 
     153  32; 3;0;  ;  ; ;  ;  ; ; ; ; 
     153  32; 4; ;  ;  ; ;  ;  ; ; ; ; 
     153  40; 1;0;  ;  ; ;  ;  ; ; ; ; 
     153  45; 1;0;  ;  ; ;  ;  ; ; ; ; 
     153  49; 1;1; 3; 2;0;  ;  ; ; ; ; 
     153  49; 2;0;  ;  ; ;  ;  ; ; ; ; 
     153  53; 1;1; 3; 3; ;  ;  ; ; ; ; 
     153  57; 1;0;  ;  ; ;  ;  ; ; ; ; 
     153  57; 2;1; 4; 7;0;  ;  ; ; ; ; 
     153  57; 3;0;  ;  ; ;  ;  ; ; ; ; 
     153  57; 4;0;  ;  ; ;  ;  ; ; ; ; 
     153  57; 5; ;  ;  ; ;  ;  ; ; ; ; 
     153  57; 6;0;  ;  ; ;  ;  ; ; ; ; 
     153  57; 7;0;  ;  ; ;  ;  ; ; ; ; 
     153  62; 1;1; 3; 3; ;  ;  ; ; ; ; 
     153  62; 2;1; 3; 2;0;  ;  ; ; ; ; 
     153  62; 3; ;  ;  ; ;  ;  ; ; ; ; 
     153  62; 4; ;  ;  ; ;  ;  ; ; ; ; 
     153  66; 1;0;  ;  ; ;  ;  ; ; ; ; 
     153  66; 2;1; 3; 0;0;  ;  ; ; ; ; 
     153  66; 3;0;  ;  ; ;  ;  ; ; ; ; 
     153  70; 1;0;  ;  ; ;  ;  ; ; ; ; 
     153  70; 2;1; 3; 2;0;  ;  ; ; ; ; 
     153  70; 3;0;  ;  ; ;  ;  ; ; ; ; 
     153  70; 4; ;  ;  ; ;  ;  ; ; ; ; 
     153  79; 1;1; 3; 1;0;  ;  ; ; ; ; 
     153  79; 2;1; 3; 3;0;  ;  ; ; ; ; 
     153  79; 3;0;  ;  ; ;  ;  ; ; ; ; 
     153  79; 4; ;  ;  ; ;  ;  ; ; ; ; 
     153  87; 1;0;  ;  ; ;  ;  ; ; ; ; 
     153  87; 2;0;  ;  ; ;  ;  ;1;1;5;5
     153  87; 3;0;  ;  ; ;  ;  ;1;1;5;5
     153  91; 1;1; 3; 4; ;  ;  ; ; ; ; 
     153  91; 2;1; 3; 1; ;  ;  ; ; ; ; 
     153  95; 1;0;  ;  ; ;  ;  ; ; ; ; 
     153  95; 2;1;98;  ;0;  ;  ;1;1;5;5
     153 100; 1;1; 3; 2; ;  ;  ; ; ; ; 
     153 100; 2;0;  ;  ; ;  ;  ; ; ; ; 
     153 100; 3;0;  ;  ; ;  ;  ; ; ; ; 
     153 100; 4;0;  ;  ; ;  ;  ; ; ; ; 
     153 100; 5;0;  ;  ; ;  ;  ; ; ; ; 
     153 100; 6;0;  ;  ; ;  ;  ; ; ; ; 
     153 104; 1;0;  ;  ; ;  ;  ; ; ; ; 
     153 108; 1;0;  ;  ; ;  ;  ; ; ; ; 
     153 108; 2;0;  ;  ; ;  ;  ; ; ; ; 
     153 108; 3;0;  ;  ; ;  ;  ; ; ; ; 
     153 108; 4;0;  ;  ; ;  ;  ; ; ; ; 
     153 108; 5; ;  ;  ; ;  ;  ; ; ; ; 
     154   1; 1;1; 3; 3; ;  ;  ; ; ; ; 
     154   1; 2;0;  ;  ; ;  ;  ; ; ; ; 
     154   1; 3;0;  ;  ; ;  ;  ; ; ; ; 
     154   1; 4;0;  ;  ; ;  ;  ; ; ; ; 
     154   1; 5;0;  ;  ; ;  ;  ; ; ; ; 
     154   1; 6;0;  ;  ; ;  ;  ; ; ; ; 
     154   1; 7;0;  ;  ; ;  ;  ; ; ; ; 
     154   1; 8;0;  ;  ; ;  ;  ; ; ; ; 
     154   1; 9;0;  ;  ; ;  ;  ; ; ; ; 
     154   1;10;0;  ;  ; ;  ;  ; ; ; ; 
     154   5; 1;1; 3; 2; ;  ;  ; ; ; ; 
     154   5; 2;0;  ;  ; ;  ;  ; ; ; ; 
     154   5; 3;0;  ;  ; ;  ;  ;1;1;5;5
     154   5; 4;0;  ;  ; ;  ;  ;1;1;5;5
     154   5; 5;0;  ;  ; ;  ;  ; ; ; ; 
     154   5; 6; ;  ;  ; ;  ;  ; ; ; ; 
     154   5; 7;0;  ;  ; ;  ;  ; ; ; ; 
     154   9; 1;1; 3; 4; ;  ;  ; ; ; ; 
     154   9; 2;0;  ;  ; ;  ;  ; ; ; ; 
     154   9; 3;0;  ;  ; ;  ;  ; ; ; ; 
     154   9; 4;0;  ;  ; ;  ;  ; ; ; ; 
     154   9; 5;0;  ;  ; ;  ;  ; ; ; ; 
     154   9; 6;0;  ;  ; ;  ;  ; ; ; ; 
     154   9; 7;0;  ;  ; ;  ;  ; ; ; ; 
     154  13; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  13; 2;0;  ;  ; ;  ;  ; ; ; ; 
     154  13; 3;0;  ;  ; ;  ;  ;1;1;5;5
     154  13; 4;0;  ;  ; ;  ;  ;1;1;4;2
     154  13; 5;0;  ;  ; ;  ;  ;1;1;5;5
     154  13; 6; ;  ;  ; ;  ;  ; ; ; ; 
     154  13; 7;0;  ;  ; ;  ;  ;1;1;5;5
     154  17; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  17; 2;1; 3; 3; ;  ;  ; ; ; ; 
     154  17; 3;0;  ;  ; ;  ;  ; ; ; ; 
     154  17; 4;0;  ;  ; ;  ;  ; ; ; ; 
     154  17; 5;0;  ;  ; ;  ;  ; ; ; ; 
     154  20; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  20; 2;1; 3; 3; ;  ;  ; ; ; ; 
     154  20; 3;0;  ;  ; ;  ;  ;1;1;5;5
     154  20; 4;0;  ;  ; ;  ;  ;1;1;1;1
     154  20; 5;0;  ;  ; ;  ;  ;1;1;5;5
     154  20; 6;0;  ;  ; ;  ;  ;1;1;5;5
     154  28; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  28; 2;0;  ;  ; ;  ;  ; ; ; ; 
     154  28; 3;0;  ;  ; ;  ;  ;1;1;5;5
     154  28; 4;0;  ;  ; ;  ;  ;1;1;5;5
     154  28; 5;0;  ;  ; ;  ;  ; ; ; ; 
     154  32; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  32; 2;0;  ;  ; ;  ;  ; ; ; ; 
     154  32; 3;0;  ;  ; ;  ;  ; ; ; ; 
     154  32; 4; ;  ;  ; ;  ;  ; ; ; ; 
     154  36; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  36; 2;0;  ;  ; ;  ;  ;1;1;5;5
     154  36; 3;0;  ;  ; ;  ;  ;1;1;5;5
     154  36; 4;0;  ;  ; ;  ;  ;1;1;5;5
     154  36; 5;0;  ;  ; ;  ;  ;1;1;5;5
     154  43; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  43; 2;0;  ;  ; ;  ;  ; ; ; ; 
     154  43; 3;0;  ;  ; ;  ;  ; ; ; ; 
     154  43; 4; ;  ;  ; ;  ;  ; ; ; ; 
     154  51; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  51; 2;0;  ;  ; ;  ;  ; ; ; ; 
     154  51; 3;0;  ;  ; ;  ;  ; ; ; ; 
     154  55; 1;1; 4; 6; ;  ;  ; ; ; ; 
     154  55; 2;0;  ;  ; ;  ;  ; ; ; ; 
     154  55; 3;0;  ;  ; ;  ;  ; ; ; ; 
