HHID;IDXH4;SH16;SH17A;SH17B;SH18;SH19A;SH19B;SH36;SH37;SH38;SH39
     154  55; 4;0;  ;  ; ;  ;  ; ; ; ; 
     154  55; 5;0;  ;  ; ;  ;  ; ; ; ; 
     154  55; 6;0;  ;  ; ;  ;  ; ; ; ; 
     154  59; 1;1; 3; 3; ;  ;  ; ; ; ; 
     154  59; 2;0;  ;  ; ;  ;  ; ; ; ; 
     154  59; 3;0;  ;  ; ;  ;  ; ; ; ; 
     154  59; 4;0;  ;  ; ;  ;  ; ; ; ; 
     154  59; 5; ;  ;  ; ;  ;  ; ; ; ; 
     154  62; 1;1; 3; 4; ;  ;  ; ; ; ; 
     154  62; 2;0;  ;  ; ;  ;  ; ; ; ; 
     154  62; 3;1; 3; 5;0;  ;  ; ; ; ; 
     154  62; 4;0;  ;  ; ;  ;  ; ; ; ; 
     154  62; 5;0;  ;  ; ;  ;  ; ; ; ; 
     154  62; 6;0;  ;  ; ;  ;  ; ; ; ; 
     154  62; 7; ;  ;  ; ;  ;  ; ; ; ; 
     154  66; 1;1; 3; 4; ;  ;  ; ; ; ; 
     154  66; 2;1; 3; 1; ;  ;  ; ; ; ; 
     154  66; 3;0;  ;  ; ;  ;  ;1;1;5;5
     154  66; 4;0;  ;  ; ;  ;  ;1;1;5;5
     154  66; 5;0;  ;  ; ;  ;  ; ; ; ; 
     154  70; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  74; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  74; 2;0;  ;  ; ;  ;  ;2;2;4;4
     154  74; 3;0;  ;  ; ;  ;  ;1;1;5;5
     154  74; 4;1; 3; 1;0;  ;  ;2;4;4;4
     154  74; 5;0;  ;  ; ;  ;  ; ; ; ; 
     154  74; 6; ;  ;  ; ;  ;  ; ; ; ; 
     154  78; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  78; 2;1; 3; 5;0;  ;  ; ; ; ; 
     154  78; 3; ;  ;  ; ;  ;  ; ; ; ; 
     154  81; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  81; 2;0;  ;  ; ;  ;  ; ; ; ; 
     154  81; 3;1; 3; 3;0;  ;  ;2;2;4;4
     154  81; 4;1; 3; 2;0;  ;  ;3;3;4;4
     154  81; 5;0;  ;  ; ;  ;  ;4;1;1;1
     154  81; 6;0;  ;  ; ;  ;  ;2;2;4;4
     154  81; 7;0;  ;  ; ;  ;  ; ; ; ; 
     154  85; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  85; 2;0;  ;  ; ;  ;  ; ; ; ; 
     154  85; 3;0;  ;  ; ;  ;  ; ; ; ; 
     154  85; 4;1; 3; 5;1; 4; 6; ; ; ; 
     154  85; 5;1; 3; 2;0;  ;  ; ; ; ; 
     154  85; 6;0;  ;  ; ;  ;  ; ; ; ; 
     154  85; 7;0;  ;  ; ;  ;  ; ; ; ; 
     154  85; 8;0;  ;  ; ;  ;  ; ; ; ; 
     154  85; 9; ;  ;  ; ;  ;  ; ; ; ; 
     154  89; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  89; 2;1; 3; 1; ;  ;  ; ; ; ; 
     154  89; 3;0;  ;  ; ;  ;  ; ; ; ; 
     154  89; 4;0;  ;  ; ;  ;  ;1;1;5;5
     154  89; 5;0;  ;  ; ;  ;  ;1;1;5;5
     154  89; 6;0;  ;  ; ;  ;  ; ; ; ; 
     154  93; 1;1;98;  ; ;  ;  ; ; ; ; 
     154  93; 2;1; 3; 4; ;  ;  ; ; ; ; 
     154  93; 3; ;  ;  ; ;  ;  ; ; ; ; 
     154  93; 4;0;  ;  ; ;  ;  ; ; ; ; 
     154  93; 5;1; 3; 2;0;  ;  ; ; ; ; 
     154  93; 6;0;  ;  ; ;  ;  ; ; ; ; 
     154  93; 7;0;  ;  ; ;  ;  ; ; ; ; 
     154  97; 1;0;  ;  ; ;  ;  ; ; ; ; 
     154  97; 2;0;  ;  ; ;  ;  ; ; ; ; 
     155   7; 1;1; 6;12; ;  ;  ; ; ; ; 
     155   7; 2;1; 3; 1; ;  ;  ; ; ; ; 
     155   7; 3;1; 3; 4;1; 3; 5; ; ; ; 
     155   7; 4;1; 4; 0;1; 4; 6; ; ; ; 
     155   7; 5;0;  ;  ; ;  ;  ; ; ; ; 
     155   7; 6; ;  ;  ; ;  ;  ; ; ; ; 
     155   7; 7;0;  ;  ; ;  ;  ; ; ; ; 
     155   7; 8;0;  ;  ; ;  ;  ; ; ; ; 
     155  12; 1;1; 3; 2;0;  ;  ; ; ; ; 
     155  17; 1;0;  ;  ; ;  ;  ; ; ; ; 
     155  17; 2;1; 3; 3;0;  ;  ; ; ; ; 
     155  17; 3;0;  ;  ; ;  ;  ; ; ; ; 
     155  17; 4; ;  ;  ; ;  ;  ; ; ; ; 
     155  23; 1;0;  ;  ; ;  ;  ; ; ; ; 
     155  23; 2;0;  ;  ; ;  ;  ; ; ; ; 
     155  23; 3;1; 3; 0;1; 3; 1;1;2;3;3
     155  23; 4; ;  ;  ; ;  ;  ; ; ; ; 
     155  23; 5; ;  ;  ; ;  ;  ; ; ; ; 
     155  28; 1;0;  ;  ; ;  ;  ; ; ; ; 
     155  28; 2;1; 4; 7; ;  ;  ; ; ; ; 
     155  28; 3;0;  ;  ; ;  ;  ; ; ; ; 
     155  28; 4; ;  ;  ; ;  ;  ; ; ; ; 
     155  33; 1;0;  ;  ; ;  ;  ; ; ; ; 
     155  33; 2;1; 3; 2;1; 3; 3; ; ; ; 
     155  33; 3;1; 3; 2;0;  ;  ;1;1;1;1
     155  33; 4;1; 3; 0;1; 3; 1;1;1;4;4
     155  33; 5;0;  ;  ; ;  ;  ;1;1;3;4
     155  39; 1;0;  ;  ; ;  ;  ; ; ; ; 
     155  39; 2;1; 3; 1;1; 3; 2; ; ; ; 
     155  39; 3;1; 3; 3;0;  ;  ; ; ; ; 
     155  39; 4;1; 3; 3;0;  ;  ; ; ; ; 
     155  39; 5;0;  ;  ; ;  ;  ; ; ; ; 
     155  39; 6; ;  ;  ; ;  ;  ; ; ; ; 
     155  39; 7;0;  ;  ; ;  ;  ; ; ; ; 
     155  39; 8; ;  ;  ; ;  ;  ; ; ; ; 
     155  44; 1;0;  ;  ; ;  ;  ; ; ; ; 
     155  49; 1;1; 3; 1; ;  ;  ; ; ; ; 
     155  49; 2;1; 3; 1; ;  ;  ; ; ; ; 
     155  49; 3;1; 3; 0;0;  ;  ; ; ; ; 
     155  49; 4;1; 3; 2;0;  ;  ; ; ; ; 
     155  49; 5;0;  ;  ; ;  ;  ; ; ; ; 
     155  49; 6;0;  ;  ; ;  ;  ; ; ; ; 
     155  49; 7;0;  ;  ; ;  ;  ; ; ; ; 
     155  49; 8;1; 3; 1;0;  ;  ; ; ; ; 
     155  54; 1;0;  ;  ; ;  ;  ; ; ; ; 
     155  54; 2;0;  ;  ; ;  ;  ; ; ; ; 
     155  54; 3;0;  ;  ; ;  ;  ; ; ; ; 
     155  60; 1;1; 3; 5;0;  ;  ; ; ; ; 
     155  60; 2;1; 3; 2;0;  ;  ; ; ; ; 
     155  60; 3; ;  ;  ; ;  ;  ; ; ; ; 
     155  60; 4;0;  ;  ; ;  ;  ; ; ; ; 
     155  70; 1;0;  ;  ; ;  ;  ; ; ; ; 
     155  70; 2;0;  ;  ; ;  ;  ; ; ; ; 
     155  70; 3;1; 4; 6;0;  ;  ; ; ; ; 
     155  70; 4;1; 3; 5;1; 4; 6; ; ; ; 
     155  70; 5;1; 3; 3;1; 3; 4; ; ; ; 
     155  70; 6;1; 3; 3;1; 3; 4; ; ; ; 
     155  70; 7; ;  ;  ; ;  ;  ; ; ; ; 
     155  76; 1;1;98;  ; ;  ;  ; ; ; ; 
     155  76; 2;0;  ;  ; ;  ;  ; ; ; ; 
     155  76; 3;1; 3; 3;1; 3; 4;1;1;5;5
     155  76; 4;1; 3; 0;1; 3; 1;1;1;5;4
     155  76; 5;0;  ;  ; ;  ;  ;1;1;8;5
     155  81; 1;1;98;  ; ;  ;  ; ; ; ; 
     155  81; 2;1; 4; 6; ;  ;  ; ; ; ; 
     155  81; 3;1; 3; 4;1; 3; 5; ; ; ; 
     155  81; 4;1; 3; 3;1; 3; 4; ; ; ; 
     155  81; 5;1; 3; 0;1; 3; 1; ; ; ; 
     155  86; 1;1; 3; 3; ;  ;  ; ; ; ; 
     155  86; 2;0;  ;  ; ;  ;  ; ; ; ; 
     155  86; 3;0;  ;  ; ;  ;  ;1;1;5;5
     155  86; 4;0;  ;  ; ;  ;  ;1;1;5;5
     155  86; 5; ;  ;  ; ;  ;  ; ; ; ; 
     155  92; 1;0;  ;  ; ;  ;  ; ; ; ; 
     155  92; 2;0;  ;  ; ;  ;  ; ; ; ; 
     155  92; 3;1; 3; 3;0;  ;  ; ; ; ; 
     155  92; 4;1; 3; 3;1; 3; 4; ; ; ; 
     155  92; 5;1; 3; 1;1; 3; 2; ; ; ; 
     155  92; 6;0;  ;  ; ;  ;  ; ; ; ; 
     155  92; 7;0;  ;  ; ;  ;  ; ; ; ; 
     155  92; 8; ;  ;  ; ;  ;  ; ; ; ; 
     155 102; 1;1; 3; 4; ;  ;  ; ; ; ; 
     155 102; 2;0;  ;  ; ;  ;  ; ; ; ; 
     155 102; 3;0;  ;  ; ;  ;  ; ; ; ; 
     155 102; 4;0;  ;  ; ;  ;  ; ; ; ; 
     155 102; 5; ;  ;  ; ;  ;  ; ; ; ; 
     155 113; 1;1; 5; 9; ;  ;  ; ; ; ; 
     155 113; 2;1; 4; 6; ;  ;  ; ; ; ; 
     155 113; 3;0;  ;  ; ;  ;  ; ; ; ; 
     155 113; 4;1; 3; 5;1; 4; 6; ; ; ; 
     155 113; 5;1; 3; 1;1; 3; 2; ; ; ; 
     155 113; 6;1; 3; 1;1; 3; 2; ; ; ; 
     155 113; 7;0;  ;  ; ;  ;  ; ; ; ; 
     155 113; 8; ;  ;  ; ;  ;  ; ; ; ; 
     155 118; 1;0;  ;  ; ;  ;  ; ; ; ; 
     155 118; 2;0;  ;  ; ;  ;  ;1;1;5;5
     155 123; 1;0;  ;  ; ;  ;  ; ; ; ; 
     155 123; 2;1; 3; 2; ;  ;  ; ; ; ; 
     155 123; 3;1; 3; 2;0;  ;  ; ; ; ; 
     155 123; 4;1; 3; 2;1; 3; 3; ; ; ; 
     155 123; 5;0;  ;  ; ;  ;  ; ; ; ; 
     155 123; 6;0;  ;  ; ;  ;  ; ; ; ; 
     155 123; 7;0;  ;  ; ;  ;  ; ; ; ; 
     155 123; 8; ;  ;  ; ;  ;  ; ; ; ; 
     155 129; 1;1; 3; 5; ;  ;  ; ; ; ; 
     155 129; 2;1; 3; 5; ;  ;  ; ; ; ; 
     155 129; 3;0;  ;  ; ;  ;  ;1;1;4;4
     155 129; 4;1; 3; 1;1; 3; 2;1;1;5;5
     155 129; 5; ;  ;  ; ;  ;  ; ; ; ; 
     155 134; 1;0;  ;  ; ;  ;  ; ; ; ; 
     155 134; 2;0;  ;  ; ;  ;  ; ; ; ; 
     155 134; 3;1; 3; 2;1; 3; 3; ; ; ; 
     156   1; 1;1; 3; 3; ;  ;  ; ; ; ; 
     156   1; 2;1; 3; 3;1; 3; 4;1;1;5;5
     156   1; 3;1; 3; 1;1; 3; 2;1;1;5;4
     156   5; 1;1; 3; 2; ;  ;  ; ; ; ; 
     156   5; 2;1; 3; 0; ;  ;  ; ; ; ; 
     156   5; 3;1; 3; 1;1; 3; 2; ; ; ; 
     156   5; 4;1; 3; 0;1; 3; 1; ; ; ; 
     156   5; 5;0;  ;  ; ;  ;  ; ; ; ; 
     156   5; 6;0;  ;  ; ;  ;  ; ; ; ; 
     156   5; 7;0;  ;  ; ;  ;  ; ; ; ; 
     156   8; 1;0;  ;  ; ;  ;  ; ; ; ; 
     156  12; 1;1; 3; 1; ;  ;  ; ; ; ; 
     156  12; 2;0;  ;  ; ;  ;  ; ; ; ; 
     156  12; 3;1; 3; 0;0;  ;  ; ; ; ; 
     156  16; 1;0;  ;  ; ;  ;  ; ; ; ; 
     156  16; 2;1; 3; 1; ;  ;  ; ; ; ; 
     156  16; 3;1; 3; 3;1; 3; 4;1;1;5;5
     156  16; 4;1; 3; 1;1; 3; 2;1;1;5;5
     156  16; 5;1; 3; 0;1; 3; 1;1;1;4;4
     156  16; 6;0;  ;  ; ;  ;  ; ; ; ; 
     156  16; 7; ;  ;  ; ;  ;  ; ; ; ; 
     156  19; 1;1; 3; 2; ;  ;  ; ; ; ; 
     156  19; 2;1; 3; 1; ;  ;  ; ; ; ; 
     156  19; 3;1; 3; 0;1; 3; 1; ; ; ; 
     156  19; 4;0;  ;  ; ;  ;  ; ; ; ; 
     156  19; 5; ;  ;  ; ;  ;  ; ; ; ; 
     156  19; 6;1; 3; 1;1; 3; 2; ; ; ; 
     156  19; 7;1; 3; 1;1; 3; 2; ; ; ; 
     156  23; 1;1;98;  ; ;  ;  ; ; ; ; 
     156  23; 2;1; 3; 5; ;  ;  ; ; ; ; 
     156  23; 3;1; 3; 0;0;  ;  ;1;1;5;5
     156  23; 4;1; 3; 1;0;  ;  ;1;1;5;5
     156  26; 1;1; 3; 3; ;  ;  ; ; ; ; 
     156  26; 2;1; 3; 4;0;  ;  ; ; ; ; 
     156  30; 1;1; 4; 6; ;  ;  ; ; ; ; 
     156  30; 2;1; 3; 1; ;  ;  ; ; ; ; 
     156  30; 3;1; 3; 1;1; 3; 2;1;1;4;4
     156  30; 4;1; 3; 0;1; 3; 1;1;1;4;4
     156  33; 1;1; 3; 1; ;  ;  ; ; ; ; 
     156  33; 2;1; 3; 2; ;  ;  ; ; ; ; 
     156  33; 3;1; 3; 0;0;  ;  ; ; ; ; 
     156  33; 4;1; 3; 0;0;  ;  ; ; ; ; 
     156  33; 5;1; 3; 0;0;  ;  ; ; ; ; 
     156  33; 6;0;  ;  ; ;  ;  ; ; ; ; 
     156  33; 7;0;  ;  ; ;  ;  ; ; ; ; 
     156  33; 8;0;  ;  ; ;  ;  ; ; ; ; 
     156  37; 1;1; 3; 1; ;  ;  ; ; ; ; 
     156  37; 2;1; 3; 1; ;  ;  ; ; ; ; 
     156  37; 3;1; 3; 1;1; 3; 2;1;1;5;4
     156  54; 1;0;  ;  ; ;  ;  ; ; ; ; 
     156  54; 2;0;  ;  ; ;  ;  ; ; ; ; 
     156  54; 3;0;  ;  ; ;  ;  ; ; ; ; 
     156  65; 1;1; 3; 3; ;  ;  ; ; ; ; 
     156  65; 2;0;  ;  ; ;  ;  ; ; ; ; 
     156  65; 3;1; 3; 1;1; 3; 1;1;1;4;5
     156  65; 4; ;  ;  ; ;  ;  ; ; ; ; 
     156  69; 1;0;  ;  ; ;  ;  ; ; ; ; 
     156  69; 2;0;  ;  ; ;  ;  ; ; ; ; 
     156  72; 1;1; 3; 3; ;  ;  ; ; ; ; 
     156  72; 2;1; 3; 4;0;  ;  ; ; ; ; 
     156  72; 3;0;  ;  ; ;  ;  ;2;2;4;4
     156  72; 4;0;  ;  ; ;  ;  ; ; ; ; 
     156  72; 5; ;  ;  ; ;  ;  ; ; ; ; 
     156  76; 1;1; 3; 3; ;  ;  ; ; ; ; 
     156  76; 2;0;  ;  ; ;  ;  ; ; ; ; 
     156  76; 3;1; 3; 3;1; 3; 4; ; ; ; 
     156  76; 4;0;  ;  ; ;  ;  ; ; ; ; 
     156  76; 5;1; 3; 2;1; 3; 3; ; ; ; 
     156  79; 1;0;  ;  ; ;  ;  ; ; ; ; 
     156  79; 2;0;  ;  ; ;  ;  ; ; ; ; 
     156  79; 3;0;  ;  ; ;  ;  ;2;2;4;4
     156  79; 4;0;  ;  ; ;  ;  ;2;2;4;4
     156  79; 5;0;  ;  ; ;  ;  ; ; ; ; 
     156  86; 1;1;12; 4; ;  ;  ; ; ; ; 
     156  86; 2;1; 5;10; ;  ;  ; ; ; ; 
     156  90; 1;1; 2; 1; ;  ;  ; ; ; ; 
     156  90; 2;0;  ;  ; ;  ;  ; ; ; ; 
     157   5; 1;1; 4; 6; ;  ;  ; ; ; ; 
     157   5; 2;1; 3; 3; ;  ;  ; ; ; ; 
     157   5; 3;0;  ;  ; ;  ;  ; ; ; ; 
     157   5; 4;0;  ;  ; ;  ;  ; ; ; ; 
     157   5; 5; ;  ;  ; ;  ;  ; ; ; ; 
     157  17; 1;1; 3; 5; ;  ;  ; ; ; ; 
     157  17; 2;1; 3; 4; ;  ;  ; ; ; ; 
     157  17; 3;1; 3; 4;0;  ;  ; ; ; ; 
     157  17; 4;1; 3; 3;1; 3; 4; ; ; ; 
     157  17; 5;0;  ;  ; ;  ;  ; ; ; ; 
     157  23; 1;0;  ;  ; ;  ;  ; ; ; ; 
     157  29; 1;1; 4; 7; ;  ;  ; ; ; ; 
     157  29; 2;1; 4; 6;0;  ;  ; ; ; ; 
     157  29; 3;1; 3; 1;1; 3; 1; ; ; ; 
     157  29; 4;0;  ;  ; ;  ;  ; ; ; ; 
     157  29; 5; ;  ;  ; ;  ;  ; ; ; ; 
     157  34; 1;0;  ;  ; ;  ;  ; ; ; ; 
     157  34; 2;0;  ;  ; ;  ;  ; ; ; ; 
     157  40; 1;0;  ;  ; ;  ;  ; ; ; ; 
     157  40; 2;0;  ;  ; ;  ;  ; ; ; ; 
     157  46; 1;0;  ;  ; ;  ;  ; ; ; ; 
     157  52; 1;1; 3; 3; ;  ;  ; ; ; ; 
     157  52; 2;1; 3; 2; ;  ;  ; ; ; ; 
     157  58; 1;0;  ;  ; ;  ;  ; ; ; ; 
     157  58; 2;1; 3; 2; ;  ;  ; ; ; ; 
     157  58; 3;0;  ;  ; ;  ;  ; ; ; ; 
     157  58; 4; ;  ;  ; ;  ;  ; ; ; ; 
     157  69; 1;1; 3; 1; ;  ;  ; ; ; ; 
     157  75; 1;1; 3; 1; ;  ;  ; ; ; ; 
     157  75; 2;0;  ;  ; ;  ;  ; ; ; ; 
     157  75; 3;1; 3; 1;1; 3; 2; ; ; ; 
     157  75; 4;0;  ;  ; ;  ;  ; ; ; ; 
     157  75; 5; ;  ;  ; ;  ;  ; ; ; ; 
     157  81; 1;1;98;  ;0;  ;  ; ; ; ; 
     157  81; 2;0;  ;  ; ;  ;  ; ; ; ; 
     157  87; 1;1; 3; 4; ;  ;  ; ; ; ; 
     157  87; 2;1; 3; 2; ;  ;  ; ; ; ; 
     157  87; 3;1; 3; 4;0;  ;  ; ; ; ; 
     157  87; 4;0;  ;  ; ;  ;  ; ; ; ; 
     157  87; 5;0;  ;  ; ;  ;  ; ; ; ; 
     157  87; 6;0;  ;  ; ;  ;  ; ; ; ; 
     157  87; 7; ;  ;  ; ;  ;  ; ; ; ; 
     157  93; 1;1; 3; 0; ;  ;  ; ; ; ; 
     157  93; 2;1; 3; 5;0;  ;  ; ; ; ; 
     157  93; 3;1; 4; 6; ;  ;  ; ; ; ; 
     157  98; 1;1; 3; 2; ;  ;  ; ; ; ; 
     157  98; 2;1; 3; 1;1; 3; 2; ; ; ; 
     157  98; 3;0;  ;  ; ;  ;  ; ; ; ; 
     157  98; 4; ;  ;  ; ;  ;  ; ; ; ; 
     157 104; 1;0;  ;  ; ;  ;  ; ; ; ; 
     157 104; 2;0;  ;  ; ;  ;  ; ; ; ; 
     157 104; 3;0;  ;  ; ;  ;  ;2;1;4;4
     157 110; 1;1; 3; 1; ;  ;  ; ; ; ; 
     157 110; 2;0;  ;  ; ;  ;  ; ; ; ; 
     157 116; 1;1; 5; 8; ;  ;  ; ; ; ; 
     157 116; 2;1; 3; 3; ;  ;  ; ; ; ; 
     157 116; 3; ;  ;  ; ;  ;  ; ; ; ; 
     157 116; 4;1; 3; 0;1; 3; 1;2;1;4;4
     157 122; 1;1; 3; 1; ;  ;  ; ; ; ; 
     157 122; 2;1; 3; 2; ;  ;  ; ; ; ; 
     157 122; 3;1; 3; 2;0;  ;  ; ; ; ; 
     157 122; 4;1; 3; 4;1; 3; 5; ; ; ; 
     157 122; 5;1; 3; 2;1; 3; 3; ; ; ; 
     157 122; 6;0;  ;  ; ;  ;  ; ; ; ; 
     157 122; 7;0;  ;  ; ;  ;  ; ; ; ; 
     157 122; 8;0;  ;  ; ;  ;  ; ; ; ; 
     157 145; 1;1; 3; 2; ;  ;  ; ; ; ; 
     157 145; 2;1; 3; 2; ;  ;  ; ; ; ; 
     157 145; 3;1; 3; 1;0;  ;  ; ; ; ; 
     157 145; 4;0;  ;  ; ;  ;  ; ; ; ; 
     157 145; 5;1; 3; 5;0;  ;  ; ; ; ; 
     158   4; 1;1; 4; 7;0;  ;  ; ; ; ; 
     158   4; 2;1; 4; 6;1; 4; 7; ; ; ; 
     158   4; 3;1; 4; 6;1; 4; 7; ; ; ; 
     158   4; 4;1; 3; 2;0;  ;  ; ; ; ; 
     158   4; 5;1; 4; 6;0;  ;  ; ; ; ; 
     158   9; 1;1; 3; 1; ;  ;  ; ; ; ; 
     158   9; 2;0;  ;  ; ;  ;  ;3;2;5;5
     158  13; 1;1; 3; 5; ;  ;  ; ; ; ; 
     158  13; 2;1; 3; 4; ;  ;  ; ; ; ; 
     158  13; 3;1; 3; 0;1; 3; 1; ; ; ; 
     158  13; 4;0;  ;  ; ;  ;  ; ; ; ; 
     158  13; 5;0;  ;  ; ;  ;  ; ; ; ; 
     158  13; 6; ;  ;  ; ;  ;  ; ; ; ; 
     158  13; 7;0;  ;  ; ;  ;  ; ; ; ; 
     158  18; 1;1; 5;10;0;  ;  ; ; ; ; 
     158  18; 2;1; 3; 5;0;  ;  ; ; ; ; 
     158  18; 3; ;  ;  ; ;  ;  ; ; ; ; 
     158  22; 1;1; 5;10; ;  ;  ; ; ; ; 
     158  22; 2;1; 6;12;0;  ;  ; ; ; ; 
     158  22; 3; ;  ;  ; ;  ;  ; ; ; ; 
     158  26; 1;1; 5; 8;0;  ;  ; ; ; ; 
     158  26; 2;1; 3; 5;0;  ;  ; ; ; ; 
     158  26; 3;0;  ;  ; ;  ;  ;1;1;5;5
     158  26; 4; ;  ;  ; ;  ;  ; ; ; ; 
     158  31; 1;1; 3; 5; ;  ;  ; ; ; ; 
     158  31; 2;1; 3; 3; ;  ;  ; ; ; ; 
     158  31; 3;1; 3; 2;1; 3; 3; ; ; ; 
     158  31; 4;0;  ;  ; ;  ;  ; ; ; ; 
     158  31; 5;1; 3; 1;1; 3; 2; ; ; ; 
     158  35; 1;1; 6;12; ;  ;  ; ; ; ; 
     158  35; 2;1; 4; 7; ;  ;  ; ; ; ; 
     158  35; 3;1; 3; 4;1; 3; 5;1;1;1;2
     158  35; 4;1; 3; 1;1; 3; 2;1;1;5;5
     158  35; 5;1; 3; 0;1; 3; 1;1;1;5;5
     158  35; 6; ;  ;  ; ;  ;  ; ; ; ; 
     158  39; 1;0;  ;  ; ;  ;  ; ; ; ; 
     158  39; 2;0;  ;  ; ;  ;  ; ; ; ; 
     158  39; 3;0;  ;  ; ;  ;  ; ; ; ; 
     158  44; 1;1; 5;10;0;  ;  ; ; ; ; 
     158  44; 2;1; 5; 9;0;  ;  ; ; ; ; 
     158  53; 1;1; 3; 5;0;  ;  ;1;1;5;5
     158  57; 1;1;98;  ; ;  ;  ; ; ; ; 
     158  57; 2;1; 4; 7; ;  ;  ; ; ; ; 
     158  57; 3;1; 5; 0;1; 5; 8; ; ; ; 
     158  57; 4;1; 3; 0;1; 3; 1; ; ; ; 
     158  57; 5;1; 5;10;0;  ;  ; ; ; ; 
     158  61; 1;1;98;  ; ;  ;  ; ; ; ; 
     158  61; 2;0;  ;  ; ;  ;  ; ; ; ; 
     158  61; 3;0;  ;  ; ;  ;  ; ; ; ; 
     158  61; 4; ;  ;  ; ;  ;  ; ; ; ; 
     158  66; 1;1; 3; 5; ;  ;  ; ; ; ; 
     158  70; 1;0;  ;  ; ;  ;  ; ; ; ; 
     158  75; 1;0;  ;  ; ;  ;  ; ; ; ; 
     158  75; 2;1; 3; 5; ;  ;  ; ; ; ; 
     158  75; 3;1; 3; 2;1; 3; 2; ; ; ; 
     158  75; 4;1; 3; 2;1; 3; 2; ; ; ; 
     158  75; 5;1; 3; 1;0;  ;  ; ; ; ; 
     158  75; 6;0;  ;  ; ;  ;  ; ; ; ; 
     158  75; 7; ;  ;  ; ;  ;  ; ; ; ; 
     158  79; 1;0;  ;  ; ;  ;  ; ; ; ; 
     158  79; 2;0;  ;  ; ;  ;  ; ; ; ; 
     158  79; 3;1; 3; 3;1; 3; 3;1;1;4;4
     158  79; 4;0;  ;  ; ;  ;  ;1;1;5;5
     158  83; 1;1; 5; 8; ;  ;  ; ; ; ; 
     158  83; 2;1; 4; 6; ;  ;  ; ; ; ; 
     158  83; 3;1; 3; 2;1; 3; 3; ; ; ; 
     158  83; 4;1; 2; 0;1; 3; 1; ; ; ; 
     158  83; 5; ;  ;  ; ;  ;  ; ; ; ; 
     158  88; 1;1; 3; 5; ;  ;  ; ; ; ; 
     158  88; 2;1; 4; 7;0;  ;  ; ; ; ; 
     158  92; 1;1; 4; 7;0;  ;  ; ; ; ; 
     158  92; 2;1; 3; 2;0;  ;  ; ; ; ; 
     158  92; 3; ;  ;  ; ;  ;  ; ; ; ; 
     158  92; 4;1; 3; 1;1; 3; 3; ; ; ; 
     158  96; 1;1; 6;11; ;  ;  ; ; ; ; 
     158  96; 2;1; 4; 0;0;  ;  ; ; ; ; 
     158  96; 3;0;  ;  ; ;  ;  ; ; ; ; 
     158  96; 4; ;  ;  ; ;  ;  ; ; ; ; 
     158 101; 1;1; 3; 5; ;  ;  ; ; ; ; 
     158 101; 2;0;  ;  ; ;  ;  ; ; ; ; 
     158 105; 1;0;  ;  ; ;  ;  ; ; ; ; 
     158 105; 2;0;  ;  ; ;  ;  ; ; ; ; 
     158 105; 3;1; 3; 2;1; 3; 2;1;1;4;3
     158 105; 4;1; 4; 6;1; 4; 6;1;1;4;4
     158 105; 5;0;  ;  ; ;  ;  ;1;1;3;5
     158 105; 6;0;  ;  ; ;  ;  ;1;1;5;5
     158 110; 1;1; 4; 6;0;  ;  ; ; ; ; 
     158 110; 2;1; 4; 7;0;  ;  ; ; ; ; 
     158 110; 3;0;  ;  ; ;  ;  ; ; ; ; 
     158 114; 1;1; 3; 5; ;  ;  ; ; ; ; 
     158 114; 2;1; 3; 3; ;  ;  ; ; ; ; 
     158 114; 3;0;  ;  ; ;  ;  ;2;2;5;5
     158 114; 4;0;  ;  ; ;  ;  ;1;1;5;5
     158 114; 5;0;  ;  ; ;  ;  ;1;1;5;5
     158 114; 6; ;  ;  ; ;  ;  ; ; ; ; 
     159   3; 1;1; 3; 4; ;  ;  ; ; ; ; 
     159   3; 2;1; 3; 3;0;  ;  ; ; ; ; 
     159   3; 3;1; 3; 3; ;  ;  ; ; ; ; 
     159   3; 4;1; 3; 0;1; 3; 1;1;1;4;5
     159   3; 5;0;  ;  ; ;  ;  ; ; ; ; 
     159   8; 1;1; 3; 4; ;  ;  ; ; ; ; 
     159   8; 2;1; 3; 0; ;  ;  ; ; ; ; 
     159   8; 3;1; 3; 2;1; 3; 3; ; ; ; 
     159   8; 4;1; 3; 2;1; 3; 3; ; ; ; 
     159   8; 5;1; 3; 0;0;  ;  ; ; ; ; 
     159  12; 1;1; 3; 4; ;  ;  ; ; ; ; 
     159  12; 2;1; 3; 4; ;  ;  ; ; ; ; 
     159  12; 3;1; 3; 0;1; 3; 1;1;1;5;5
     159  12; 4;0;  ;  ; ;  ;  ;1;1;5;5
     159  12; 5;0;  ;  ; ;  ;  ; ; ; ; 
     159  12; 6; ;  ;  ; ;  ;  ; ; ; ; 
     159  17; 1;1; 4; 7; ;  ;  ; ; ; ; 
     159  17; 2;0;  ;  ; ;  ;  ; ; ; ; 
     159  17; 3;1; 3; 5;1; 4; 6; ; ; ; 
     159  17; 4; ;  ;  ; ;  ;  ; ; ; ; 
