HHID;CASEID;V801;V802;V803;V804;V805;V806;V811;V812;V813;V814;V815A;V815B;V815C
     549  97;     549  97 02;1039;1137;96;2; 1403;  ;0;0;0;0;0;0;0
     549 114;     549 114 02;1052;1147;55;1; 1402;  ;0;0;0;0;0;0;0
     549 126;     549 126 01;1023;1109;46;1; 1402;  ;0;0;0;0;0;0;0
     549 132;     549 132 02;1056;1227;96;2; 1403;  ;0;0;0;0;0;0;0
     549 150;     549 150 02;1418;1508;50;1; 1403;  ;0;0;0;0;0;0;0
     550   1;     550   1 02;1224;1257;33;1; 1302;  ;0;0;0;0;0;0;0
     550  11;     550  11 04;1212;1309;57;1; 1303;  ;0;0;0;0;0;0;0
     550  26;     550  26 01;1411;1512;61;1; 1301;  ;0;0;0;0;0;0;0
     550  26;     550  26 04;1527;1703;95;1; 1301;  ;0;0;0;0;0;0;0
     550  36;     550  36 03;1232;1419;95;1; 1301;  ;0;0;0;0;0;0;0
     550  41;     550  41 01;1336;1424;48;1; 1303;  ;0;0;0;0;0;0;0
     550  46;     550  46 02;1102;1129;27;1; 1302;  ;0;0;0;0;0;0;0
     550  51;     550  51 03;1059;1126;27;1; 1302;  ;0;0;0;0;0;0;0
     550  60;     550  60 05;1037;1118;41;1; 1303;  ;0;0;0;0;0;0;0
     550  65;     550  65 01;1252;1329;37;1; 1302;  ;0;0;0;0;0;0;0
     550  75;     550  75 02;1639;1806;96;2; 1301;  ;0;0;0;0;0;0;0
     550  80;     550  80 02; 913; 955;42;1; 1302;  ;0;0;0;0;0;0;0
     550  80;     550  80 03;1003;1019;16;1; 1302;  ;0;0;0;0;0;0;0
     550  90;     550  90 02; 825; 908;43;1; 1303;  ;0;0;0;0;0;0;0
     550  95;     550  95 02; 703; 807;64;1; 1303;  ;0;0;0;0;0;0;0
     550  95;     550  95 04; 940;1021;41;1; 1303;  ;0;0;0;0;0;0;0
     550 105;     550 105 02;1359;1531;92;1; 1303;  ;2;0;2;0;0;0;0
     550 110;     550 110 01;1832;1938;96;2; 1301;  ;0;0;0;0;0;0;0
     550 115;     550 115 02;1243;1439;95;1; 1303;  ;0;0;0;0;0;0;0
     550 115;     550 115 05;1748;1834;46;1; 1303;  ;0;0;0;0;0;0;0
     550 115;     550 115 10;1650;1747;57;1; 1303;  ;0;0;0;0;0;0;0
     550 120;     550 120 01;1652;1746;54;1; 1301;  ;0;0;0;0;0;0;0
     550 124;     550 124 01;1050;1113;96;2; 1301;  ;0;0;0;0;0;0;0
     550 124;     550 124 03;1153;1228;35;1; 1301;  ;0;0;0;0;0;0;0
     551   5;     551   5 01;1150;1254;64;1; 1401;  ;0;0;0;0;0;0;0
     551   7;     551   7 02;1031;1115;44;1; 1401;  ;0;0;0;0;0;0;0
     551  10;     551  10 01;1328;1424;56;1; 1401;  ;0;0;0;0;0;0;0
     551  15;     551  15 01;1259;1416;77;1; 1403;  ;0;0;0;0;0;0;0
     551  18;     551  18 01;1205;1238;33;1; 1401;  ;0;0;0;0;0;0;0
     551  23;     551  23 02;1142;1229;47;1; 1402;  ;0;0;0;0;0;0;0
     551  23;     551  23 03;1732;1834;62;1; 1402;  ;0;0;0;0;0;0;0
     551  33;     551  33 01;1141;1219;38;1; 1402;  ;0;0;0;0;0;0;0
     551  40;     551  40 02;1501;1611;70;1; 1402;  ;0;0;0;0;0;0;0
     551  40;     551  40 03;1429;1453;24;1; 1402;  ;0;0;0;0;0;0;0
     551  43;     551  43 02;1537;1613;96;2; 1402;  ;0;0;0;0;0;0;0
     551  46;     551  46 02;1244;1349;65;1; 1402;  ;0;0;0;0;0;0;0
     551  46;     551  46 03;1716;1742;96;2; 1402;  ;0;0;0;0;0;0;0
     551  48;     551  48 01;1702;1809;67;1; 1403;  ;0;0;0;0;0;0;0
     551  53;     551  53 02;1006;1101;55;1; 1402;  ;0;0;0;0;0;0;0
     551  56;     551  56 01;1551;1614;96;3; 1403;  ;0;0;0;0;0;0;0
     551  56;     551  56 02;1737;1740;96;2; 1403;  ;0;0;0;0;0;0;0
     551  58;     551  58 01;1044;1125;96;3; 1403;  ;0;0;0;0;0;0;0
     551  66;     551  66 01;1141;1208;27;1; 1403;  ;0;0;0;0;0;0;0
     552   4;     552   4 02;1133;1223;96;2; 1303;  ;2;0;0;2;1;0;0
     552   4;     552   4 04;1738;1818;40;1; 1303;  ;2;0;2;2;0;0;0
     552  13;     552  13 02;1145;1256;71;1; 1303;  ;0;0;0;0;0;0;0
     552  17;     552  17 02;1352;1436;44;1; 1303;  ;2;0;0;0;0;0;0
     552  33;     552  33 02;1523;1636;73;1; 1301;  ;0;0;0;0;0;0;0
     552  33;     552  33 03; 833; 914;96;2; 1301;  ;0;0;0;0;0;0;0
     552  42;     552  42 02;1148;1231;96;2; 1301;  ;0;0;0;0;0;0;0
     552  50;     552  50 02;1346;1452;96;2; 1301;  ;0;0;0;0;0;0;0
     552  50;     552  50 03;1239;1319;96;4; 1301;  ;0;0;0;0;0;0;0
     552  54;     552  54 03;1529;1705;96;2; 1302;  ;0;0;0;0;0;0;0
     552  58;     552  58 02;1302;1344;42;1; 1302;  ;0;0;0;0;0;0;0
     552  63;     552  63 01; 857; 943;96;2; 1302;  ;0;0;0;0;0;0;0
     552  63;     552  63 02;1245;1321;36;1; 1302;  ;0;0;0;0;0;0;0
     552  67;     552  67 01;1129;1220;51;1; 1302;  ;0;0;0;0;0;0;0
     552  79;     552  79 01;1025;1203;95;1; 1301;  ;0;0;0;0;0;0;0
     552  79;     552  79 05;1203;1230;96;3; 1301;  ;0;0;0;0;0;0;0
     552  83;     552  83 01; 939;1129;95;1; 1301;  ;0;0;0;0;0;0;0
     552  87;     552  87 02;1510;1539;96;2; 1301;  ;0;0;0;0;0;0;0
     552  92;     552  92 02;1646;1743;57;1; 1303;  ;2;0;0;0;1;0;0
     552 100;     552 100 02;1429;1517;48;1; 1303;  ;0;0;0;0;0;0;0
     552 108;     552 108 02; 714; 800;46;1; 1302;  ;0;0;0;0;0;0;0
     552 108;     552 108 03; 803; 848;45;1; 1302;  ;0;0;0;0;0;0;0
     552 108;     552 108 10; 850; 924;34;1; 1302;  ;0;0;0;0;0;0;0
     553   3;     553   3 02;1123;1213;96;2; 1303;  ;2;0;0;0;1;0;0
     553   7;     553   7 02;1305;1346;96;2; 1303;  ;0;0;0;0;0;0;0
     553  10;     553  10 01;1401;1501;60;1; 1303;  ;2;0;0;2;0;0;0
     553  14;     553  14 02;1526;1526;96;3; 1302;  ;0;0;0;0;0;0;0
     553  14;     553  14 04;1133;1148;96;2; 1302;  ;0;0;0;0;0;0;0
     553  17;     553  17 02;1509;1716;95;1; 1301;  ;0;0;0;0;0;0;0
     553  21;     553  21 01;1458;1557;59;1; 1303;  ;0;0;0;0;0;0;0
     553  28;     553  28 02;1450;1631;95;1; 1302;  ;0;0;0;0;0;0;0
     553  28;     553  28 03;1238;1337;59;1; 1302;  ;0;0;0;0;0;0;0
     553  31;     553  31 02;1333;1406;96;3; 1303;  ;0;0;0;0;0;0;0
     553  38;     553  38 05;1429;1451;22;1; 1303;  ;0;0;0;2;1;0;0
     553  42;     553  42 03;1625;1717;52;1; 1301;  ;0;0;0;0;0;0;0
     553  45;     553  45 01;1131;1214;43;1; 1303;  ;0;0;0;0;0;0;0
     553  45;     553  45 02;1241;1307;96;2; 1303;  ;0;0;0;0;0;0;0
     553  45;     553  45 03;1404;1446;42;1; 1302;  ;0;0;0;0;0;0;0
     553  45;     553  45 04;1454;1521;27;1; 1302;  ;0;0;0;0;0;0;0
     553  49;     553  49 02;1338;1345;96;2; 1302;  ;0;0;0;0;0;0;0
     553  49;     553  49 03; 943;1020;96;3; 1302;  ;0;0;0;0;0;0;0
     553  49;     553  49 04;1029;1116;96;2; 1302;  ;0;0;0;0;0;0;0
     553  52;     553  52 02; 851; 917;26;1; 1303;  ;0;0;0;2;0;0;0
     553  56;     553  56 02; 749; 853;64;1; 1302;  ;0;0;0;0;0;0;0
     553  59;     553  59 01;1055;1208;73;1; 1301;  ;0;0;0;0;0;0;0
     553  59;     553  59 02;1233;1308;35;1; 1301;  ;0;0;0;0;0;0;0
     553  63;     553  63 02;1045;1158;96;2; 1301;  ;0;0;0;0;0;0;0
     553  73;     553  73 02;1558;1652;54;1; 1303;  ;2;0;0;0;1;0;0
     553  77;     553  77 01;1248;1328;40;1; 1302;  ;0;0;0;0;0;0;0
     553  80;     553  80 02;1347;1453;66;1; 1301;  ;0;0;0;0;0;0;0
     553  80;     553  80 03;1508;1617;69;1; 1301;  ;0;0;0;0;0;0;0
     553  84;     553  84 02;1320;1445;85;1; 1301;  ;0;0;0;0;0;0;0
     553  87;     553  87 02; 929;1023;54;1; 1301;  ;0;0;0;0;0;0;0
     554   2;     554   2 02;1611;1713;62;1; 1303;  ;0;0;0;0;0;0;0
     554   6;     554   6 01;1406;1425;19;1; 1303;  ;0;0;0;0;0;0;0
     554   6;     554   6 02;1223;1326;63;1; 1303;  ;0;0;0;0;0;0;0
     554   6;     554   6 03;1330;1405;35;1; 1303;  ;0;0;0;0;0;0;0
     554   9;     554   9 01; 930;1104;96;2; 1301;  ;0;0;0;0;0;0;0
     554  15;     554  15 02;1651;1801;70;1; 1301;  ;0;0;0;0;0;0;0
     554  25;     554  25 03; 952;1031;39;1; 1303;  ;0;0;0;0;0;0;0
     554  28;     554  28 01;1046;1115;29;1; 1303;  ;0;0;0;0;0;0;0
     554  34;     554  34 01; 755; 830;35;1; 1302;  ;0;0;0;0;0;0;0
     554  34;     554  34 02; 852; 903;11;1; 1302;  ;0;0;0;0;0;0;0
     554  34;     554  34 06; 719; 743;24;1; 1302;  ;0;0;0;0;0;0;0
     554  41;     554  41 02;1132;1258;86;1; 1301;  ;0;0;0;0;0;0;0
     554  47;     554  47 01;1514;1545;31;1; 1303;  ;0;0;0;0;0;0;0
     554  60;     554  60 02;1431;1610;96;2; 1301;  ;0;0;0;0;0;0;0
     554  60;     554  60 04;1309;1443;96;2; 1301;  ;0;0;0;0;0;0;0
     554  63;     554  63 01;1122;1154;32;1; 1302;  ;0;0;0;0;0;0;0
     554  73;     554  73 02;1400;1457;57;1; 1302;  ;0;0;0;0;0;0;0
     554  79;     554  79 01;1029;1047;18;1; 1302;  ;0;0;0;0;0;0;0
     555   1;     555   1 02;1310;1410;60;1; 1401;  ;0;0;0;0;0;0;0
     555   4;     555   4 02;1226;1313;47;1; 1401;  ;0;0;0;0;0;0;0
     555   6;     555   6 01;1618;1720;62;1; 1401;  ;0;0;0;0;0;0;0
     555   6;     555   6 05;1723;1758;35;1; 1401;  ;0;0;0;0;0;0;0
     555  12;     555  12 01;1156;1306;70;1; 1401;  ;0;0;0;0;0;0;0
     555  12;     555  12 03;1116;1140;24;1; 1401;  ;0;0;0;0;0;0;0
     555  16;     555  16 01;1604;1716;72;1; 1402;  ;0;0;0;0;0;0;0
     555  16;     555  16 02; 850; 926;36;1; 1402;  ;0;0;0;0;0;0;0
     555  19;     555  19 01;1750;1823;33;1; 1401;  ;0;0;0;0;0;0;0
     555  23;     555  23 01;1618;1700;42;1; 1402;  ;0;0;0;0;0;0;0
     555  23;     555  23 03;1731;1852;81;1; 1402;  ;0;0;0;0;0;0;0
     555  25;     555  25 01;1814;1914;60;1; 1402;  ;0;0;0;0;0;0;0
     555  32;     555  32 04;1327;1505;95;1; 1402;  ;0;0;0;0;0;0;0
     555  38;     555  38 01;1554;1656;62;1; 1402;  ;0;0;0;0;0;0;0
     555  42;     555  42 03;1117;1238;81;1; 1402;  ;0;0;0;0;0;0;0
     555  42;     555  42 06;1507;1538;31;1; 1402;  ;0;0;0;0;0;0;0
     555  47;     555  47 03;1730;1803;96;2; 1403;  ;0;0;0;0;0;0;0
     555  47;     555  47 08;1621;1654;33;1; 1401;  ;0;0;0;0;0;0;0
     555  47;     555  47 09;1650;1740;96;2; 1403;  ;0;0;0;0;0;0;0
     555  47;     555  47 12;1613;1615;96;2; 1403;  ;0;0;0;0;0;0;0
     555  47;     555  47 14;1624;1700;96;2; 1403;  ;0;0;0;0;0;0;0
     555  49;     555  49 02;1750;1829;96;2; 1403;  ;0;0;0;0;0;0;0
     555  49;     555  49 06;1825;1910;96;3; 1403;  ;0;0;0;0;0;0;0
     555  53;     555  53 02;1237;1401;96;2; 1403;  ;0;0;0;0;0;0;0
     555  55;     555  55 02;1605;1653;96;3; 1403;  ;0;0;0;0;0;0;0
     556   6;     556   6 02;1750;1825;35;1; 1401;  ;0;0;0;0;0;0;0
     556   6;     556   6 03;1833;1853;20;1; 1401;  ;0;0;0;0;0;0;0
     556  13;     556  13 04;1234;1321;47;1; 1401;  ;0;0;0;0;0;0;0
     556  21;     556  21 02;1820;2022;95;1; 1401;  ;0;0;0;0;0;0;0
     556  21;     556  21 03;1005;1050;45;1; 1401;  ;0;0;0;0;0;0;0
     556  24;     556  24 01;1738;1815;37;1; 1402;  ;0;0;0;0;0;0;0
     556  24;     556  24 02;1715;1732;17;1; 1402;  ;0;0;0;0;0;0;0
     556  32;     556  32 01;1556;1655;59;1; 1401;  ;0;0;0;0;0;0;0
     556  32;     556  32 04;1432;1458;26;1; 1401;  ;0;0;0;0;0;0;0
     556  32;     556  32 10;1510;1555;45;1; 1401;  ;0;0;0;0;0;0;0
     556  35;     556  35 01;1231;1339;68;1; 1401;  ;0;0;0;0;0;0;0
     556  39;     556  39 04;1005;1034;29;1; 1402;  ;0;0;0;0;0;0;0
     556  43;     556  43 02; 811; 902;96;2; 1401;  ;0;0;0;0;0;0;0
     556  46;     556  46 04;1102;1139;37;1; 1402;  ;0;0;0;0;0;0;0
     556  46;     556  46 05;1143;1204;21;1; 1402;  ;0;0;0;0;0;0;0
     556  50;     556  50 02;1207;1247;40;1; 1403;  ;0;0;0;0;0;0;0
     556  54;     556  54 01; 919; 941;96;2; 1402;  ;0;0;0;0;0;0;0
     556  54;     556  54 03; 944;1002;96;2; 1402;  ;0;0;0;0;0;0;0
     556  57;     556  57 02;1640;1659;19;1; 1402;  ;0;0;0;0;0;0;0
     556  57;     556  57 05;1620;1635;15;1; 1402;  ;0;0;0;0;0;0;0
     556  57;     556  57 06;1131;1159;96;2; 1403;  ;0;0;0;0;0;0;0
     556  68;     556  68 01; 748; 813;25;1; 1402;  ;0;0;0;0;0;0;0
     556  79;     556  79 01; 942;1014;32;1; 1403;  ;0;0;0;0;0;0;0
     556  79;     556  79 02;1016;1034;18;1; 1403;  ;0;0;0;0;0;0;0
     556  83;     556  83 02; 606; 629;96;2; 1403;  ;0;0;0;0;0;0;0
     556  83;     556  83 03; 631; 644;13;1; 1403;  ;0;0;0;0;0;0;0
     556  86;     556  86 04;1120;1153;33;1; 1403;  ;0;0;0;0;0;0;0
     556  94;     556  94 02;1147;1221;34;1; 1403;  ;0;0;0;0;0;0;0
     557   6;     557   6 04;1730;1803;33;1; 1401;  ;0;0;0;0;0;0;0
     557  11;     557  11 02;1815;1846;31;1; 1401;  ;0;0;0;0;0;0;0
     557  21;     557  21 02; 824; 848;24;1; 1402;  ;0;0;0;0;0;0;0
     557  26;     557  26 02; 726; 744;96;2; 1401;  ;0;0;0;0;0;0;0
     557  30;     557  30 01; 758; 839;41;1; 1401;  ;0;0;0;0;0;0;0
     557  30;     557  30 02; 846; 932;46;1; 1401;  ;0;0;0;0;0;0;0
     557  30;     557  30 03;2005;2039;34;1; 1401;  ;0;0;0;0;0;0;0
     557  35;     557  35 02;1613;1629;16;1; 1401;  ;0;0;0;0;0;0;0
     557  40;     557  40 03;1400;1420;20;1; 1402;  ;0;0;0;0;0;0;0
     557  40;     557  40 04;1426;1438;12;1; 1402;  ;0;0;0;0;0;0;0
     557  45;     557  45 01;1439;1449;96;2; 1403;  ;0;0;0;0;0;0;0
     557  50;     557  50 01; 701; 737;96;2; 1403;  ;0;0;0;0;0;0;0
     557  55;     557  55 02;1311;1354;43;1; 1401;  ;0;0;0;0;0;0;0
     557  64;     557  64 02;1532;1613;41;1; 1401;  ;0;0;0;0;0;0;0
     557  69;     557  69 01;1928;1950;22;1; 1403;  ;0;0;0;0;0;0;0
     557  74;     557  74 01;1938;2012;34;1; 1403;  ;0;0;0;0;0;0;0
     557  84;     557  84 02;1752;1830;38;1; 1403;  ;0;0;0;0;0;0;0
     557  89;     557  89 01;1923;1945;22;1; 1402;  ;0;0;0;0;0;0;0
     557  93;     557  93 02;1949;2012;23;1; 1402;  ;0;0;0;0;0;0;0
     557 103;     557 103 02;1148;1216;28;1; 1403;  ;0;0;0;0;0;0;0
     557 103;     557 103 04;1607;1621;96;3; 1403;  ;0;0;0;0;0;0;0
     557 108;     557 108 02;1230;1307;37;1; 1402;  ;0;0;0;0;0;0;0
     557 108;     557 108 04;1214;1228;14;1; 1402;  ;0;0;0;0;0;0;0
     557 108;     557 108 06;1157;1213;16;1; 1402;  ;0;0;0;0;0;0;0
     557 113;     557 113 02;1630;1652;22;1; 1402;  ;0;0;0;0;0;0;0
     557 113;     557 113 03;1537;1553;96;2; 1402;  ;0;0;0;0;0;0;0
     557 113;     557 113 04;1817;1826;96;2; 1402;  ;0;0;0;0;0;0;0
     557 123;     557 123 02;1715;1745;96;2; 1402;  ;0;0;0;0;0;0;0
     558   6;     558   6 02;1416;1444;28;1; 1302;  ;0;0;0;0;0;0;0
     558   6;     558   6 03;1357;1415;18;1; 1302;  ;0;0;0;0;0;0;0
     558  12;     558  12 02; 654; 721;27;1; 1302;  ;0;0;0;0;0;0;0
     558  22;     558  22 03; 901; 909;96;2; 1302;  ;0;0;0;0;0;0;0
     558  52;     558  52 01;1225;1347;82;1; 1301;  ;0;0;0;0;0;0;0
     558  52;     558  52 02;1416;1516;96;2; 1301;  ;0;0;0;0;0;0;0
     558  57;     558  57 01;1744;1842;96;2; 1301;  ;0;0;0;0;0;0;0
     558  57;     558  57 02; 947;1053;96;2; 1301;  ;0;0;0;0;0;0;0
     558  62;     558  62 02; 947;1003;16;1; 1303;  ;0;0;0;0;0;0;0
     558  67;     558  67 02;1740;1855;96;4; 1301;  ;0;0;0;0;0;0;0
     558  72;     558  72 02; 936;1104;96;2; 1301;  ;0;0;0;0;0;0;0
     558  78;     558  78 02;1336;1342;96;2; 1301;  ;0;0;0;0;0;0;0
     558  78;     558  78 03;1346;1445;59;1; 1301;  ;0;0;0;0;0;0;0
     558  83;     558  83 03;1613;1711;58;1; 1301;  ;0;0;0;0;0;0;0
     558  88;     558  88 02; 823; 858;35;1; 1303;  ;0;0;0;0;0;0;0
     558  98;     558  98 02;1233;1305;32;1; 1303;  ;2;0;0;0;0;0;0
     558 103;     558 103 01;1152;1217;25;1; 1303;  ;0;0;0;0;0;0;0
     558 108;     558 108 01;1145;1219;34;1; 1302;  ;0;0;0;0;0;0;0
     558 113;     558 113 02;1035;1055;96;3; 1303;  ;0;0;0;0;0;0;0
     558 118;     558 118 01;1654;1720;26;1; 1303;  ;0;0;0;0;0;0;0
     558 123;     558 123 02;1319;1403;44;1; 1303;  ;0;0;0;0;0;0;0
     558 123;     558 123 03;1411;1422;11;1; 1303;  ;0;0;0;0;0;0;0
     559   3;     559   3 02; 822; 904;42;1; 1303;  ;0;0;0;0;0;0;0
     559   7;     559   7 01; 958;1033;35;1; 1303;  ;0;0;0;0;0;0;0
     559  11;     559  11 02;1714;1743;29;1; 1303;  ;0;0;0;0;0;0;0
     559  15;     559  15 02;1403;1441;38;1; 1303;  ;0;0;0;0;0;0;0
     559  15;     559  15 04; 925;1005;40;1; 1303;  ;0;0;0;0;0;0;0
     559  18;     559  18 02;1248;1321;33;1; 1303;  ;0;0;0;0;0;0;0
     559  22;     559  22 02;1148;1229;41;1; 1303;  ;0;0;0;0;0;0;0
     559  22;     559  22 03;1046;1126;40;1; 1303;  ;0;0;0;0;0;0;0
     559  30;     559  30 01;1413;1608;95;1; 1301;  ;0;0;0;0;0;0;0
     559  30;     559  30 02;1705;1745;40;1; 1301;  ;0;0;0;0;0;0;0
     559  30;     559  30 03;1612;1703;51;1; 1301;  ;0;0;0;0;0;0;0
     559  30;     559  30 04; 935;1025;96;2; 1301;  ;0;0;0;0;0;0;0
     559  34;     559  34 01;1600;1631;31;1; 1302;  ;0;0;0;0;0;0;0
     559  37;     559  37 02;1339;1504;85;1; 1303;  ;0;0;0;0;0;0;0
     559  41;     559  41 02;1430;1454;24;1; 1302;  ;0;0;0;0;0;0;0
     559  45;     559  45 02; 628; 712;44;1; 1302;  ;0;0;0;0;0;0;0
     559  49;     559  49 02;1458;1524;26;1; 1302;  ;0;0;0;0;0;0;0
     559  52;     559  52 01;1127;1203;36;1; 1302;  ;0;0;0;0;0;0;0
     559  52;     559  52 02; 948;1019;31;1; 1302;  ;0;0;0;0;0;0;0
     559  52;     559  52 04;1029;1057;28;1; 1302;  ;0;0;0;0;0;0;0
     559  52;     559  52 06;1058;1109;11;1; 1302;  ;0;0;0;0;0;0;0
     559  56;     559  56 02; 743; 904;81;1; 1302;  ;0;0;0;0;0;0;0
     559  56;     559  56 03; 707; 716; 9;1; 1302;  ;0;0;0;0;0;0;0
     559  60;     559  60 01;1157;1226;29;1; 1302;  ;0;0;0;0;0;0;0
     559  60;     559  60 03;1317;1330;13;1; 1302;  ;0;0;0;0;0;0;0
     559  60;     559  60 08;1237;1313;36;1; 1302;  ;0;0;0;0;0;0;0
     559  64;     559  64 02;1109;1257;95;1; 1301;  ;0;0;0;0;0;0;0
     559  71;     559  71 02;1147;1353;95;1; 1301;  ;0;0;0;0;0;0;0
     559  83;     559  83 02;1555;1627;32;1; 1303;  ;0;0;0;0;0;0;0
     559  83;     559  83 05;1634;1654;20;1; 1303;  ;0;0;0;0;0;0;0
     559  86;     559  86 02;1853;1911;96;4; 1301;  ;0;0;0;0;0;0;0
     559  90;     559  90 05; 740; 813;96;3; 1301;  ;0;0;0;0;0;0;0
     559  94;     559  94 02;1123;1157;34;1; 1303;  ;0;0;0;0;0;0;0
     560   7;     560   7 02;1009;1131;96;3; 1301;  ;0;0;0;0;0;0;0
     560   7;     560   7 05;1353;1437;96;3; 1301;  ;0;0;0;0;0;0;0
     560  10;     560  10 02; 912;1008;56;1; 1301;  ;0;0;0;0;0;0;0
     560  14;     560  14 02;1422;1619;95;1; 1301;  ;0;0;0;0;0;0;0
     560  17;     560  17 02;1209;1250;41;1; 1302;  ;0;0;0;0;0;0;0
     560  21;     560  21 02;1253;1449;95;1; 1303;  ;2;0;0;0;0;0;0
     560  24;     560  24 02;1203;1301;58;1; 1301;  ;0;0;0;0;0;0;0
     560  24;     560  24 03;1507;1601;54;1; 1301;  ;0;0;0;0;0;0;0
     560  27;     560  27 02; 819; 930;96;2; 1303;  ;0;0;0;0;0;0;0
     560  27;     560  27 03;1050;1116;96;2; 1303;  ;0;0;0;0;0;0;0
     560  31;     560  31 02;1235;1238;96;4; 1303;  ;0;0;0;0;0;0;0
     560  38;     560  38 02;1247;1348;61;1; 1303;  ;0;0;0;0;0;0;0
     560  44;     560  44 04;1406;1444;38;1; 1301;  ;0;0;0;0;0;0;0
     560  44;     560  44 05;1240;1354;74;1; 1301;  ;0;0;0;0;0;0;0
     560  48;     560  48 02; 957;1050;53;1; 1301;  ;0;0;0;0;0;0;0
     560  51;     560  51 02; 708; 755;47;1; 1302;  ;0;0;0;0;0;0;0
     560  55;     560  55 02;1825;1927;62;1; 1303;  ;0;0;0;0;0;0;0
     560  55;     560  55 04; 926;1000;96;2; 1303;  ;0;0;0;0;0;0;0
     560  58;     560  58 01; 947;1125;95;1; 1303;  ;0;0;0;0;0;0;0
     560  62;     560  62 02;1031;1118;47;1; 1302;  ;0;0;0;0;0;0;0
     560  65;     560  65 02; 913;1000;47;1; 1302;  ;0;0;0;0;0;0;0
     560  72;     560  72 02; 959;1016;17;1; 1302;  ;0;0;0;0;0;0;0
     560  75;     560  75 02; 748; 917;89;1; 1302;  ;0;0;0;0;0;0;0
     560  75;     560  75 05; 937; 953;16;1; 1302;  ;0;0;0;0;0;0;0
     560  79;     560  79 01;1543;1644;61;1; 1303;  ;0;0;0;0;0;0;0
     560  86;     560  86 01;1203;1301;58;1; 1301;  ;0;0;0;0;0;0;0
     560  89;     560  89 02; 947;1053;66;1; 1303;  ;0;0;0;0;0;0;0
     561   3;     561   3 01;1824;1852;28;1; 1401;  ;0;0;0;0;0;0;0
     561  12;     561  12 03;1615;1636;21;1; 1403;  ;0;0;0;0;0;0;0
     561  12;     561  12 04;1530;1607;37;1; 1403;  ;0;0;0;0;0;0;0
     561  21;     561  21 01;1711;1757;46;1; 1403;  ;0;0;0;0;0;0;0
     561  26;     561  26 01;1308;1340;32;1; 1401;  ;0;0;0;0;0;0;0
     561  26;     561  26 02;1257;1319;22;1; 1401;  ;0;0;0;0;0;0;0
     561  30;     561  30 02;1522;1603;41;1; 1401;  ;0;0;0;0;0;0;0
     561  35;     561  35 02;1349;1417;28;1; 1401;  ;0;0;0;0;0;0;0
     561  39;     561  39 02; 906; 933;27;1; 1402;  ;0;0;0;0;0;0;0
     561  39;     561  39 04; 924; 946;22;1; 1402;  ;0;0;0;0;0;0;0
     561  44;     561  44 01; 919;1011;52;1; 1401;  ;0;0;0;0;0;0;0
     561  44;     561  44 03; 732; 816;44;1; 1401;  ;0;0;0;0;0;0;0
     561  57;     561  57 02;1019;1046;27;1; 1402;  ;0;0;0;0;0;0;0
     561  57;     561  57 03;1246;1302;16;1; 1402;  ;0;0;0;0;0;0;0
     561  57;     561  57 04; 840; 856;16;1; 1402;  ;0;0;0;0;0;0;0
     561  61;     561  61 03;1119;1137;18;1; 1402;  ;0;0;0;0;0;0;0
     561  66;     561  66 02;1407;1432;25;1; 1402;  ;0;0;0;0;0;0;0
     561  75;     561  75 02;1128;1155;27;1; 1402;  ;0;0;0;0;0;0;0
     561  79;     561  79 06;1010;1042;32;1; 1403;  ;0;0;0;0;0;0;0
     561  84;     561  84 01;1032;1130;96;2; 1403;  ;0;0;0;0;0;0;0
     561  88;     561  88 01;1156;1224;28;1; 1403;  ;0;0;0;0;0;0;0
     561  93;     561  93 02;1023;1052;29;1; 1402;  ;0;0;0;0;0;0;0
     561  97;     561  97 02;1323;1347;24;1; 1403;  ;0;0;0;0;0;0;0
     561  97;     561  97 04;1210;1250;96;2; 1403;  ;0;0;0;0;0;0;0
     561 102;     561 102 02;1232;1257;25;1; 1402;  ;0;0;0;0;0;0;0
     561 106;     561 106 01; 731; 809;96;2; 1403;  ;0;0;0;0;0;0;0
     561 106;     561 106 03;1434;1455;21;1; 1403;  ;0;0;0;0;0;0;0
     561 110;     561 110 02;1730;1755;96;2; 1403;  ;0;0;0;0;0;0;0
     561 110;     561 110 03;1654;1728;34;1; 1403;  ;0;0;0;0;0;0;0
     561 110;     561 110 04;1549;1603;14;1; 1403;  ;0;0;0;0;0;0;0
     561 115;     561 115 02;1805;1928;83;1; 1403;  ;0;0;0;0;0;0;0
     562  12;     562  12 04;1256;1330;34;1; 1401;  ;2;0;0;0;0;0;0
     562  12;     562  12 07;1215;1241;26;1; 1401;  ;0;0;0;0;0;0;0
     562  16;     562  16 02; 847; 926;39;1; 1401;  ;0;0;0;0;0;0;0
     562  21;     562  21 03; 942;1024;96;2; 1401;  ;0;0;0;0;0;0;0
     562  21;     562  21 06;1004;1127;83;1; 1401;  ;0;0;0;0;0;0;0
     562  25;     562  25 02; 931;1011;40;1; 1402;  ;0;0;0;0;0;0;0
     562  25;     562  25 03;1053;1134;41;1; 1401;  ;0;0;0;0;0;0;0
     562  29;     562  29 01;1011;1052;41;1; 1401;  ;0;0;0;0;0;0;0
     562  34;     562  34 01;1453;1543;50;1; 1401;  ;0;0;0;0;0;0;0
     562  34;     562  34 02; 906; 931;25;1; 1402;  ;0;0;0;0;0;0;0
     562  43;     562  43 01; 840; 911;96;3; 1403;  ;0;0;0;0;0;0;0
