HHID;CASEID;V801;V802;V803;V804;V805;V806;V811;V812;V813;V814;V815A;V815B;V815C
     159  52;     159  52 02;1649;1714;25;1;  401;  ;0;0;0;0;0;0;0
     159  61;     159  61 02;1228;1249;21;1;  402;  ;0;0;0;0;0;0;0
     159  65;     159  65 02;1353;1429;36;1;  402;  ;0;0;0;0;0;0;0
     159  74;     159  74 01;1324;1506;96;2;  405;  ;0;0;0;0;0;0;0
     159  79;     159  79 02;1203;1405;95;1;  406;  ;0;0;0;0;0;0;0
     159  79;     159  79 05;1741;1809;28;1;  406;  ;0;0;0;0;0;0;0
     159  83;     159  83 01;1532;1648;76;1;  406;  ;0;0;0;0;1;1;0
     159  87;     159  87 01;1200;1345;95;1;  406;  ;0;0;0;0;0;0;0
     159  92;     159  92 02;1650;1705;96;2;  406;  ;0;0;0;0;0;0;0
     159  96;     159  96 02;1154;1301;67;1;  405;  ;0;0;0;0;0;0;0
     159 105;     159 105 02;1237;1251;14;1;  403;  ;0;0;0;0;0;0;0
     159 114;     159 114 02;1127;1154;27;1;  403;  ;0;0;0;0;0;0;0
     160   2;     160   2 02;1621;1634;13;1;  402;  ;0;0;0;0;0;0;0
     160   7;     160   7 02;1510;1553;43;1;  402;  ;0;0;0;0;0;0;0
     160  12;     160  12 02;1411;1423;96;3;  401;  ;0;0;0;0;0;0;0
     160  17;     160  17 02;1727;1736;96;2;  402;  ;0;0;0;0;0;0;0
     160  22;     160  22 02;1144;1242;58;1;  401;  ;0;0;0;0;0;0;0
     160  27;     160  27 01;1757;1822;25;1;  402;  ;0;0;0;0;0;0;0
     160  32;     160  32 02;1204;1247;43;1;  401;  ;0;0;0;0;0;0;0
     160  46;     160  46 02; 935;1006;31;1;  402;  ;0;0;0;0;0;0;0
     160  51;     160  51 03;1010;1031;21;1;  401;  ;0;0;0;0;0;0;0
     160  61;     160  61 02;1354;1451;57;1;  401;  ;0;0;0;0;0;0;0
     160  66;     160  66 02;1057;1118;96;2;  402;  ;0;0;0;0;0;0;0
     160  76;     160  76 02;1138;1225;96;2;  402;  ;0;0;0;0;0;0;0
     160  81;     160  81 01;1539;1557;96;2;  401;  ;0;0;0;0;0;0;0
     160  90;     160  90 02;1615;1658;43;1;  401;  ;0;0;0;0;0;0;0
     160 110;     160 110 02; 836; 857;21;1;  403;  ;0;0;0;0;0;0;0
     160 120;     160 120 02;1632;1644;12;1;  403;  ;0;0;0;0;0;0;0
     160 125;     160 125 02;1537;1559;22;1;  403;  ;0;0;0;0;0;0;0
     161   2;     161   2 01;1328;1400;32;1;  401;  ;0;0;0;0;0;0;0
     161   8;     161   8 02;1159;1224;25;1;  403;  ;0;0;0;0;0;0;0
     161  13;     161  13 02;1425;1506;41;1;  401;  ;0;0;0;0;0;0;0
     161  24;     161  24 02;1323;1343;96;2;  403;  ;0;0;0;0;0;0;0
     161  30;     161  30 02;1103;1116;13;1;  403;  ;0;0;0;0;0;0;0
     161  41;     161  41 02;1326;1345;19;1;  403;  ;0;0;0;0;0;0;0
     161  41;     161  41 03;1351;1359; 8;1;  403;  ;0;0;0;0;0;0;0
     161  52;     161  52 02;1534;1609;35;1;  401;  ;0;0;0;0;0;0;0
     161  57;     161  57 02;1201;1231;30;1;  403;  ;0;0;0;0;0;0;0
     161  62;     161  62 02;1510;1529;96;2;  403;  ;0;0;0;0;0;0;0
     161  68;     161  68 02;1207;1250;43;1;  402;  ;0;0;0;0;0;0;0
     161  73;     161  73 02;1121;1141;20;1;  403;  ;0;0;0;0;0;0;0
     161  79;     161  79 02;1008;1015;96;2;  403;  ;0;0;0;0;0;0;0
     161 101;     161 101 02;1512;1537;25;1;  402;  ;0;0;0;0;0;0;0
     161 106;     161 106 03;1254;1321;27;1;  402;  ;0;0;0;0;0;0;0
     161 112;     161 112 01;1410;1428;18;1;  402;  ;0;0;0;0;0;0;0
     161 117;     161 117 02;1012;1120;68;1;  401;  ;0;0;0;0;0;0;0
     162   2;     162   2 02;1118; 911;97;1;  405;  ;0;0;0;0;0;0;0
     162   9;     162   9 02;1604;1631;27;1;  402;  ;0;0;0;0;0;0;0
     162  35;     162  35 02; 802; 816;14;1;  403;  ;0;0;0;0;0;0;0
     162  42;     162  42 02;1117;1148;31;1;  401;  ;0;0;0;0;0;0;0
     162  48;     162  48 02;1421;1444;23;1;  403;  ;0;0;0;0;0;0;0
     162  55;     162  55 02;1709;1713;96;2;  401;  ;0;0;0;0;0;0;0
     162  62;     162  62 02;1202;1227;25;1;  401;  ;0;0;0;0;0;0;0
     162  68;     162  68 02;1253;1324;31;1;  401;  ;0;0;0;0;0;0;0
     162  75;     162  75 02; 713; 737;24;1;  403;  ;0;0;0;0;0;0;0
     162  88;     162  88 02;1229;1240;11;1;  403;  ;0;0;0;0;0;0;0
     162 108;     162 108 02;1250;1414;96;3;  402;  ;0;0;0;0;0;0;0
     162 121;     162 121 01;1257;1535;95;1;  405;  ;0;0;0;0;0;0;0
     162 127;     162 127 02;1217;1235;96;4;  405;  ;0;0;0;0;0;0;0
     162 141;     162 141 02;1034;1045;11;1;  402;  ;0;0;0;0;0;0;0
     162 147;     162 147 02;1433;1459;26;1;  402;  ;0;0;0;0;0;0;0
     162 154;     162 154 02;1351;1422;31;1;  402;  ;0;0;0;0;0;0;0
     162 167;     162 167 02; 749; 842;96;3;  406;  ;0;0;0;0;0;0;0
     163   1;     163   1 01;1744;2331;96;2;  401;  ;0;0;0;0;0;0;0
     163  23;     163  23 02;1748;1902;74;1;  402;  ;0;0;0;0;0;0;0
     163  23;     163  23 03;1903;1936;33;1;  402;  ;0;0;0;0;0;0;0
