MCASEID;MV000;MV001;MV002;MV003;MV004;MV005;MV006;MV007;MV008;MV008A;MV009;MV010;MV011;MV012;MV013;MV014;MV015;MV016;MV021;MV022;MV023;MV024;MV025;MV026;MV027;MV028;MV029;MV030;MV031;MV032;MREC01_GROUP_1;MREC01_GROUP_2;MREC01_GROUP_3;MREC01_GROUP_4;MREC01_GROUP_5;MREC01_GROUP_6;MREC01_GROUP_7;MREC01_GROUP_8;MV035;MV045A;MV045B;MV045C;MV046;MV047;MV048;MV801;MV802;MV803
      64  10  2;MZ8;    64;    10;  2;  64;       0; 8;2022;1472;44788;  ;    ;    ;  ;  ; ;2;15;  64;   3;   3; 2;1; ;3;  206;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      64  10  9;MZ8;    64;    10;  9;  64;  534347; 8;2022;1472;44787; 5;2000;1205;22; 2;1;1;14;  64;   3;   3; 2;1; ;2;  206;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    2;     ; 611; 644;96
      64  14  1;MZ8;    64;    14;  1;  64;       0; 8;2022;1472;44788;  ;    ;    ;  ;  ; ;4;15;  64;   3;   3; 2;1; ;2;  206;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      64  16  2;MZ8;    64;    16;  2;  64;  534347; 8;2022;1472;44788; 3;2004;1251;18; 1;1;1;15;  64;   3;   3; 2;1; ;2;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ; 850; 911;96
      64  16  6;MZ8;    64;    16;  6;  64;  534347; 8;2022;1472;44786;12;1992;1116;29; 3;1;1;13;  64;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    2;     ; 847; 930;43
      64  20  1;MZ8;    64;    20;  1;  64;  534347; 8;2022;1472;44787; 7;1994;1135;28; 3;3;1;14;  64;   3;   3; 2;1; ;1;  206;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ;1215;1249;34
      64  24  3;MZ8;    64;    24;  3;  64;       0; 8;2022;1472;44788;  ;    ;    ;  ;  ; ;2;15;  64;   3;   3; 2;1; ;5;  206;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      64  24  4;MZ8;    64;    24;  4;  64;  534347; 8;2022;1472;44787; 3;1996;1155;26; 3;1;1;14;  64;   3;   3; 2;1; ;5;  206;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ; 954; 912;96
      64  26  1;MZ8;    64;    26;  1;  64;  534347; 8;2022;1472;44786;12;1986;1044;35; 5;1;1;13;  64;   3;   3; 2;1; ;2;  206;   ;  200;     ;   ; 2 30;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    2;     ;1137;1238;96
      65   8  1;MZ8;    65;     8;  1;  65;  446601;12;2022;1476;44921; 4;2000;1204;22; 2;1;1;26;  65;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ; 2 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ; 622; 652;30
      65  10  1;MZ8;    65;    10;  1;  65;  446601; 1;2023;1477;44933;11;1998;1187;24; 2;3;1; 7;  65;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ; 2 22;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1351;1410;19
      65  12  1;MZ8;    65;    12;  1;  65;  446601;12;2022;1476;44921; 5;1999;1193;23; 2;1;1;26;  65;   3;   3; 2;1; ;2;  204;   ;  200;     ;   ; 2 21;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1509;1546;96
      65  14  1;MZ8;    65;    14;  1;  65;       0; 1;2023;1477;44933;  ;    ;    ;  ;  ; ;2; 7;  65;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      65  16  1;MZ8;    65;    16;  1;  65;  446601;12;2022;1476;44921;12;1993;1128;29; 3;1;1;26;  65;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ; 2 23;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1610;1632;22
      65  18  1;MZ8;    65;    18;  1;  65;  446601;12;2022;1476;44921; 1;1992;1105;30; 4;1;1;26;  65;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ; 2 25;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  1;0;    2;     ;1232;1301;29
      65  20  1;MZ8;    65;    20;  1;  65;  446601; 1;2023;1477;44933; 3;1977; 927;45; 7;3;1; 7;  65;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ; 2 36;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1258;1317;19
      65  22  1;MZ8;    65;    22;  1;  65;  446601;12;2022;1476;44921; 6;1995;1146;27; 3;1;1;26;  65;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ; 2 23;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1041;1122;41
      65  24  1;MZ8;    65;    24;  1;  65;  446601; 1;2023;1477;44932; 7;1997;1171;25; 3;1;1; 6;  65;   3;   3; 2;1; ;2;  204;   ;  200;     ;   ; 2 16;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  1;0;    2;     ;1655;1714;96
      65  26  1;MZ8;    65;    26;  1;  65;  446601; 1;2023;1477;44933; 9;1995;1149;27; 3;1;1; 7;  65;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ;1002;1029;27
      66   1  2;MZ8;    66;     1;  2;  66;  603309; 1;2023;1477;44935; 2;1993;1118;29; 3;1;1; 9;  66;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ; 3 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1605;1619;14
      66   5  1;MZ8;    66;     5;  1;  66;  603309; 1;2023;1477;44936; 2;1969; 830;53; 8;1;1;10;  66;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ; 2 47;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1055;1110;96
      66   5  4;MZ8;    66;     5;  4;  66;  603309; 1;2023;1477;44935; 4;2007;1288;15; 1;1;1; 9;  66;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1135;1149;14
      66   7  1;MZ8;    66;     7;  1;  66;  603309; 1;2023;1477;44935; 6;1985;1026;37; 5;1;1; 9;  66;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ; 2 42;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1537;1601;96
      66  11  2;MZ8;    66;    11;  2;  66;  603309; 1;2023;1477;44936; 3;1995;1143;27; 3;1;1;10;  66;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ; 1 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1224;1239;96
      66  13  2;MZ8;    66;    13;  2;  66;  603309; 1;2023;1477;44935; 1;2001;1213;22; 2;1;1; 9;  66;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ;1341;1359;18
      66  17  6;MZ8;    66;    17;  6;  66;       0; 1;2023;1477;44936;  ;    ;    ;  ;  ; ;2;10;  66;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    3;     ;    ;    ;  
      66  19  1;MZ8;    66;    19;  1;  66;  603309; 1;2023;1477;44934; 1;1978; 937;45; 7;1;1; 8;  66;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ; 2 38;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1239;1259;20
      66  19  3;MZ8;    66;    19;  3;  66;  603309; 1;2023;1477;44934;11;2001;1223;21; 2;1;1; 8;  66;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ;1304;1317;13
      66  19  4;MZ8;    66;    19;  4;  66;  603309; 1;2023;1477;44934; 9;2004;1257;18; 1;1;1; 8;  66;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ;1320;1334;14
      66  21  5;MZ8;    66;    21;  5;  66;  603309; 1;2023;1477;44936; 1;1998;1177;25; 3;1;1;10;  66;   3;   3; 2;1; ;3;  304;   ;  300;     ;   ; 2 18;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1030;1041;96
      66  23  3;MZ8;    66;    23;  3;  66;  603309; 1;2023;1477;44934; 1;2008;1297;15; 1;1;1; 8;  66;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ;1618;1631;13
      66  25  2;MZ8;    66;    25;  2;  66;  603309; 1;2023;1477;44935;10;1996;1162;26; 3;1;1; 9;  66;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1044;1056;96
      66  25  3;MZ8;    66;    25;  3;  66;  603309; 1;2023;1477;44935; 5;1999;1193;23; 2;1;1; 9;  66;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ;1027;1040;13
      66  25  4;MZ8;    66;    25;  4;  66;  603309; 1;2023;1477;44935; 4;2003;1240;19; 1;1;1; 9;  66;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ;1406;1422;96
      67   2  1;MZ8;    67;     2;  1;  67;       0; 1;2023;1477;44952;  ;    ;    ;  ;  ; ;2;26;  67;   3;   3; 2;1; ;5;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      67   2  2;MZ8;    67;     2;  2;  67;  214073; 1;2023;1477;44936; 9;2000;1209;22; 2;1;1;10;  67;   3;   3; 2;1; ;4;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  1;0;    2;     ;1307;1319;96
      67   4  2;MZ8;    67;     4;  2;  67;  214073; 1;2023;1477;44936; 9;1982; 993;40; 6;1;1;10;  67;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ; 1 33;     ;     ;     ;     ;     ;     ;     ;1;  2; 96; 96;0;    2;     ;1737;1802;25
      67   4  3;MZ8;    67;     4;  3;  67;  214073; 1;2023;1477;44936;10;2000;1210;22; 2;1;1;10;  67;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  1;0;    2;     ;1241;1313;32
      67   4  5;MZ8;    67;     4;  5;  67;  214073; 1;2023;1477;44936; 3;2005;1263;17; 1;1;1;10;  67;   3;   3; 2;1; ;2;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2; 96; 96;0;    2;     ;1806;1816;96
      67   4  6;MZ8;    67;     4;  6;  67;  214073; 1;2023;1477;44937; 3;2007;1287;15; 1;3;1;11;  67;   3;   3; 2;1; ;3;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  1;0;    2;     ;1121;1129;96
      67   8  1;MZ8;    67;     8;  1;  67;  214073; 1;2023;1477;44935; 5;1980; 965;42; 6;1;1; 9;  67;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ; 2 27;     ;     ;     ;     ;     ;     ;     ;1;  2; 96; 96;0;    2;     ;1520;1549;29
      67  10  1;MZ8;    67;    10;  1;  67;  214073; 1;2023;1477;44936; 6;1975; 906;47; 7;1;1;10;  67;   3;   3; 2;1; ;1;  206;   ;  200;     ;   ; 2 33;     ;     ;     ;     ;     ;     ;     ;1;  2;  2; 96;0;    2;     ;1016;1035;19
      67  10  3;MZ8;    67;    10;  3;  67;       0; 1;2023;1477;44937;  ;    ;    ;  ;  ; ;2;11;  67;   3;   3; 2;1; ;2;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      67  12  2;MZ8;    67;    12;  2;  67;  214073; 1;2023;1477;44936; 1;1995;1141;28; 3;1;1;10;  67;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ;15 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  1;0;    2;     ; 604; 633;29
      67  12  6;MZ8;    67;    12;  6;  67;  214073; 1;2023;1477;44935; 9;2006;1281;16; 1;1;1; 9;  67;   3;   3; 2;1; ;2;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ;1336;1336;96
      67  12  7;MZ8;    67;    12;  7;  67;  214073; 1;2023;1477;44936; 9;2006;1281;16; 1;1;1;10;  67;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ; 637; 647;10
      67  14  3;MZ8;    67;    14;  3;  67;  214073; 1;2023;1477;44936; 6;1991;1098;31; 4;1;1;10;  67;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  1;0;    2;     ;1445;1523;38
      67  14  4;MZ8;    67;    14;  4;  67;  214073; 1;2023;1477;44934; 1;1996;1153;27; 3;1;1; 8;  67;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  1;0;    2;     ;1440;1526;46
      67  14  5;MZ8;    67;    14;  5;  67;  214073; 1;2023;1477;44934; 1;2002;1225;21; 2;1;1; 8;  67;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  1;0;    2;     ;1529;1557;28
      67  14  6;MZ8;    67;    14;  6;  67;  214073; 1;2023;1477;44935; 9;2007;1293;15; 1;1;1; 9;  67;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  1;0;    2;     ;1232;1248;16
      67  14  9;MZ8;    67;    14;  9;  67;  214073; 1;2023;1477;44935; 1;2004;1249;19; 1;1;1; 9;  67;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  1;0;    2;     ;1201;1221;20
      67  16  1;MZ8;    67;    16;  1;  67;  214073; 1;2023;1477;44936;10;1986;1042;36; 5;1;1;10;  67;   3;   3; 2;1; ;2;  204;   ;  200;     ;   ; 2 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  2; 96;1;    2;     ;1348;1418;96
      67  18  1;MZ8;    67;    18;  1;  67;  214073; 1;2023;1477;44935; 8;1974; 896;48; 7;3;1; 9;  67;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  1;0;    2;     ;1118;1159;41
      67  20  3;MZ8;    67;    20;  3;  67;  214073; 1;2023;1477;44935; 1;2003;1237;20; 2;1;1; 9;  67;   3;   3; 2;1; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  1;0;    2;     ;1402;1430;28
      67  24  2;MZ8;    67;    24;  2;  67;  214073; 1;2023;1477;44937; 1;2005;1261;18; 1;1;1;11;  67;   3;   3; 2;1; ;2;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  1;0;    2;     ; 926;1004;96
      68   4  1;MZ8;    68;     4;  1;  68;  521361; 1;2023;1477;44932; 6;1980; 966;42; 6;1;1; 6;  68;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ; 2 31;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1019;1044;96
      68   4  3;MZ8;    68;     4;  3;  68;  521361; 1;2023;1477;44933;12;2006;1284;16; 1;1;1; 7;  68;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ; 703; 718;15
      68   4  4;MZ8;    68;     4;  4;  68;  521361; 1;2023;1477;44933;11;2001;1223;21; 2;1;1; 7;  68;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ; 638; 649;96
      68   4  5;MZ8;    68;     4;  5;  68;  521361; 1;2023;1477;44933;12;2006;1284;16; 1;1;1; 7;  68;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ;1118;1136;96
      68  16  2;MZ8;    68;    16;  2;  68;  521361; 1;2023;1477;44933; 1;1980; 961;43; 6;1;1; 7;  68;   3;   3; 2;1; ;5;  304;   ;  300;     ;   ; 1 35;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1148;1439;96
      68  18  1;MZ8;    68;    18;  1;  68;  521361; 1;2023;1477;44932; 2;1990;1082;32; 4;1;1; 6;  68;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ; 2 28;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ; 818; 843;96
      68  20  2;MZ8;    68;    20;  2;  68;  521361; 1;2023;1477;44931; 8;1971; 860;51; 8;1;1; 5;  68;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ; 1 48;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1429;1448;19
      68  26  3;MZ8;    68;    26;  3;  68;       0; 1;2023;1477;44932;  ;    ;    ;  ;  ; ;6; 6;  68;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    3;     ;    ;    ;  
      68  26  5;MZ8;    68;    26;  5;  68;  521361; 1;2023;1477;44933;12;2003;1248;19; 1;1;1; 7;  68;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ; 603; 619;96
      68  26  8;MZ8;    68;    26;  8;  68;  521361; 1;2023;1477;44932; 1;1982; 985;41; 6;1;1; 6;  68;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ; 9 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1453;1517;96
      69   1  1;MZ8;    69;     1;  1;  69;  469776; 1;2023;1477;44938; 9;1996;1161;26; 3;1;1;12;  69;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ; 2 25;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1540;1558;18
      69   7  1;MZ8;    69;     7;  1;  69;  469776; 1;2023;1477;44939; 3;1999;1191;23; 2;1;1;13;  69;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ; 2 19;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ; 912; 923;11
      69   9  3;MZ8;    69;     9;  3;  69;  469776; 1;2023;1477;44939; 7;2004;1255;18; 1;1;1;13;  69;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ; 928; 938;10
      69  11  2;MZ8;    69;    11;  2;  69;  469776; 1;2023;1477;44939; 9;1990;1089;32; 4;1;1;13;  69;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ; 1 30;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1001;1026;25
      69  13  1;MZ8;    69;    13;  1;  69;  469776; 1;2023;1477;44938; 4;2002;1228;20; 2;1;1;12;  69;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ; 2 16;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1328;1343;15
      69  15  2;MZ8;    69;    15;  2;  69;  469776; 1;2023;1477;44939; 8;1998;1184;24; 2;1;1;13;  69;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ; 1 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1052;1104;96
      69  17  1;MZ8;    69;    17;  1;  69;  469776; 1;2023;1477;44938;11;1984;1019;38; 5;1;1;12;  69;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ; 2 35;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1042;1058;16
      69  21  1;MZ8;    69;    21;  1;  69;  469776; 1;2023;1477;44937; 4;1990;1084;32; 4;1;1;11;  69;   3;   3; 2;1; ;2;  304;   ;  300;     ;   ; 2 28;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1306;1323;96
      69  21  3;MZ8;    69;    21;  3;  69;  469776; 1;2023;1477;44937;10;2007;1294;15; 1;1;1;11;  69;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1324;1332; 8
      69  23  1;MZ8;    69;    23;  1;  69;  469776; 1;2023;1477;44938; 2;1994;1130;28; 3;1;1;12;  69;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ; 2 25;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1413;1430;17
      69  25  2;MZ8;    69;    25;  2;  69;  469776; 1;2023;1477;44938; 3;2004;1251;18; 1;1;1;12;  69;   3;   3; 2;1; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ;1124;1142;18
      70   1  2;MZ8;    70;     1;  2;  70;       0;12;2022;1476;44903;  ;    ;    ;  ;  ; ;2; 8;  70;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      70   3  1;MZ8;    70;     3;  1;  70;  390087;12;2022;1476;44902; 3;1970; 843;52; 8;1;1; 7;  70;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 2 40;     ;     ;     ;     ;     ;     ;     ;1;  2;  2; 96;0;    2;     ;1527;1616;49
      70   5  1;MZ8;    70;     5;  1;  70;  390087;12;2022;1476;44902;12;1993;1128;29; 3;1;1; 7;  70;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1; 96;0;    2;     ;1448;1515;27
      70  11  2;MZ8;    70;    11;  2;  70;  390087;12;2022;1476;44903;10;2000;1210;22; 2;3;1; 8;  70;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 3 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  1; 96;0;    2;     ;1334;1403;29
      70  13  1;MZ8;    70;    13;  1;  70;  390087;12;2022;1476;44903; 8;2004;1256;18; 1;1;1; 8;  70;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1; 96;0;    2;     ;1545;1618;33
      70  17  3;MZ8;    70;    17;  3;  70;  390087;12;2022;1476;44903; 9;2005;1269;17; 1;1;1; 8;  70;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2; 96;0;    2;     ;1221;1240;19
      70  19  2;MZ8;    70;    19;  2;  70;  390087;12;2022;1476;44903; 4;2007;1288;15; 1;1;1; 8;  70;   4;   4; 2;2; ;2;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1; 96;0;    2;     ;1645;1706;96
      70  23  1;MZ8;    70;    23;  1;  70;  390087;12;2022;1476;44903; 6;2002;1230;20; 2;1;1; 8;  70;   4;   4; 2;2; ;3;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2; 96;0;    2;     ;1004;1022;96
      70  25  1;MZ8;    70;    25;  1;  70;  390087;12;2022;1476;44902; 3;1979; 951;43; 6;1;1; 7;  70;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 0 33;     ;     ;     ;     ;     ;     ;     ;1;  2;  2; 96;0;    2;     ; 829; 858;29
      72   1  1;MZ8;    72;     1;  1;  72;  521900;12;2022;1476;44911; 7;1996;1159;26; 3;1;1;16;  72;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 2 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1216;1245;29
      72   3  1;MZ8;    72;     3;  1;  72;  521900;12;2022;1476;44911;10;1994;1138;28; 3;1;1;16;  72;   4;   4; 2;2; ;2;  204;   ;  200;     ;   ; 2 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  1;0;    2;     ;1350;1415;96
      72   3  5;MZ8;    72;     3;  5;  72;  521900;12;2022;1476;44911;10;2007;1294;15; 1;1;1;16;  72;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ; 848; 914;26
      72   7  1;MZ8;    72;     7;  1;  72;       0;12;2022;1476;44911;  ;    ;    ;  ;  ; ;2;16;  72;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      72   9  1;MZ8;    72;     9;  1;  72;  521900;12;2022;1476;44911; 7;1994;1135;28; 3;1;1;16;  72;   4;   4; 2;2; ;3;  204;   ;  200;     ;   ; 2 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  1;0;    2;     ;1520;1521;96
      72  11  1;MZ8;    72;    11;  1;  72;  521900;12;2022;1476;44910; 4;1986;1036;36; 5;1;1;15;  72;   4;   4; 2;2; ;3;  204;   ;  200;     ;   ; 2 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1643;1652;96
      72  13  1;MZ8;    72;    13;  1;  72;  521900;12;2022;1476;44910; 2;2004;1250;18; 1;3;1;15;  72;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 2 17;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1520;1550;30
      72  15  1;MZ8;    72;    15;  1;  72;  521900;12;2022;1476;44911; 2;1991;1094;31; 4;1;1;16;  72;   4;   4; 2;2; ;2;  204;   ;  200;     ;   ; 2 26;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1531;1556;96
      72  19  1;MZ8;    72;    19;  1;  72;  521900;12;2022;1476;44910; 8;1969; 836;53; 8;3;1;15;  72;   4;   4; 2;2; ;2;  204;   ;  200;     ;   ; 2 37;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1418;1429;96
