MCASEID;MV000;MV001;MV002;MV003;MV004;MV005;MV006;MV007;MV008;MV008A;MV009;MV010;MV011;MV012;MV013;MV014;MV015;MV016;MV021;MV022;MV023;MV024;MV025;MV026;MV027;MV028;MV029;MV030;MV031;MV032;MREC01_GROUP_1;MREC01_GROUP_2;MREC01_GROUP_3;MREC01_GROUP_4;MREC01_GROUP_5;MREC01_GROUP_6;MREC01_GROUP_7;MREC01_GROUP_8;MV035;MV045A;MV045B;MV045C;MV046;MV047;MV048;MV801;MV802;MV803
      72  21  1;MZ8;    72;    21;  1;  72;  521900;12;2022;1476;44910; 2;1977; 926;45; 7;3;1;15;  72;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 2 41;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1700;1730;30
      72  21  4;MZ8;    72;    21;  4;  72;  521900;12;2022;1476;44911; 4;2006;1276;16; 1;3;1;16;  72;   4;   4; 2;2; ;5;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ;1018;1027;96
      72  23  1;MZ8;    72;    23;  1;  72;  521900;12;2022;1476;44911; 2;2001;1214;21; 2;1;1;16;  72;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 2 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1301;1337;36
      72  25  3;MZ8;    72;    25;  3;  72;  521900;12;2022;1476;44911; 8;2005;1268;17; 1;1;1;16;  72;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ; 747; 823;36
      73   3  3;MZ8;    73;     3;  3;  73;  514228;12;2022;1476;44903;11;2005;1271;17; 1;3;1; 8;  73;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1109;1119;10
      73   5  1;MZ8;    73;     5;  1;  73;  514228;12;2022;1476;44903; 6;1975; 906;47; 7;1;1; 8;  73;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ; 2 38;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1301;1329;96
      73   9  2;MZ8;    73;     9;  2;  73;  514228;12;2022;1476;44902; 1;1970; 841;52; 8;1;1; 7;  73;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 0 43; 1 42;     ;     ;     ;     ;     ;     ;2;  2;  1;  1;0;    3;     ;1324;1344;20
      73  11  2;MZ8;    73;    11;  2;  73;  514228;12;2022;1476;44902; 6;2007;1290;15; 1;1;1; 7;  73;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1258;1312;14
      73  15  1;MZ8;    73;    15;  1;  73;  514228;12;2022;1476;44902; 1;1983; 997;39; 5;1;1; 7;  73;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 2 39;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1005;1028;23
      73  15  4;MZ8;    73;    15;  4;  73;  514228;12;2022;1476;44902; 1;2001;1213;21; 2;3;1; 7;  73;   4;   4; 2;2; ;3;  304;   ;  300;     ;   ; 3 18;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1124;1133;96
      73  17  2;MZ8;    73;    17;  2;  73;  514228;12;2022;1476;44903; 3;1989;1071;33; 4;3;1; 8;  73;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ; 1 27;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1404;1434;96
      73  21  2;MZ8;    73;    21;  2;  73;  514228;12;2022;1476;44903; 1;1990;1081;32; 4;1;1; 8;  73;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ; 1 27;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ; 850; 913;96
      73  21  5;MZ8;    73;    21;  5;  73;  514228;12;2022;1476;44903; 1;2000;1201;22; 2;3;1; 8;  73;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ; 920; 932;96
      73  23  2;MZ8;    73;    23;  2;  73;  514228;12;2022;1476;44902; 2;2004;1250;18; 1;1;1; 7;  73;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1439;1445;96
      74   4  1;MZ8;    74;     4;  1;  74;  300209;12;2022;1476;44905; 1;1969; 829;53; 8;1;1;10;  74;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 2 50;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1405;1452;47
      74   8  3;MZ8;    74;     8;  3;  74;  300209;12;2022;1476;44907; 4;2006;1276;16; 1;1;1;12;  74;   4;   4; 2;2; ;4;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ;1635;1640;96
      74  12  2;MZ8;    74;    12;  2;  74;  300209;12;2022;1476;44907; 2;2006;1274;16; 1;1;1;12;  74;   4;   4; 2;2; ;2;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ; 858; 921;96
      74  16  1;MZ8;    74;    16;  1;  74;  300209;12;2022;1476;44906;10;1988;1066;34; 4;1;1;11;  74;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 2 31;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1306;1333;27
      74  18  2;MZ8;    74;    18;  2;  74;  300209;12;2022;1476;44906;12;1986;1044;36; 5;3;1;11;  74;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ;1552;1612;20
      74  18  3;MZ8;    74;    18;  3;  74;  300209;12;2022;1476;44906; 5;1999;1193;23; 2;1;1;11;  74;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  1;0;    2;     ;1619;1646;27
      74  18  6;MZ8;    74;    18;  6;  74;  300209;12;2022;1476;44906; 1;2002;1225;20; 2;1;1;11;  74;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 4 14;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1433;1541;68
      74  22  1;MZ8;    74;    22;  1;  74;  300209;12;2022;1476;44907; 2;2000;1202;22; 2;1;1;12;  74;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 2 16;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ; 813; 841;28
      74  22  4;MZ8;    74;    22;  4;  74;       0;12;2022;1476;44907;  ;    ;    ;  ;  ; ;2;12;  74;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      74  24  2;MZ8;    74;    24;  2;  74;       0;12;2022;1476;44907;  ;    ;    ;  ;  ; ;2;12;  74;   4;   4; 2;2; ;2;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      75   4  1;MZ8;    75;     4;  1;  75;  460096;12;2022;1476;44905; 4;1999;1192;23; 2;1;1;10;  75;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 2 23;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1229;1253;24
      75   6  1;MZ8;    75;     6;  1;  75;  460096;12;2022;1476;44905; 6;1968; 822;54; 8;1;1;10;  75;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ; 2 44;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1355;1405;96
      75   8  1;MZ8;    75;     8;  1;  75;  460096;12;2022;1476;44905; 2;1991;1094;31; 4;1;1;10;  75;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1040;1047;96
      75  10  1;MZ8;    75;    10;  1;  75;  460096;12;2022;1476;44905;11;1977; 935;45; 7;1;1;10;  75;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ; 2 24; 0 28;     ;     ;     ;     ;     ;     ;2;  2;  1;  1;0;    3;     ;1500;1513;96
      75  12  2;MZ8;    75;    12;  2;  75;  460096;12;2022;1476;44904; 9;2002;1233;20; 2;1;1; 9;  75;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 7 18;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1411;1428;17
      75  12  5;MZ8;    75;    12;  5;  75;  460096;12;2022;1476;44904; 2;2007;1286;15; 1;1;1; 9;  75;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1431;1446;15
      75  14  2;MZ8;    75;    14;  2;  75;  460096;12;2022;1476;44905; 9;1977; 933;45; 7;3;1;10;  75;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ; 1 47;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ; 853; 908;96
      75  16  2;MZ8;    75;    16;  2;  75;  460096;12;2022;1476;44905; 3;2000;1203;22; 2;1;1;10;  75;   4;   4; 2;2; ;3;  304;   ;  300;     ;   ; 1 22;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1418;1432;96
      75  16  3;MZ8;    75;    16;  3;  75;  460096;12;2022;1476;44904; 1;1970; 841;52; 8;1;1; 9;  75;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1525;1538;13
      75  18  1;MZ8;    75;    18;  1;  75;  460096;12;2022;1476;44906; 5;1984;1013;38; 5;3;1;11;  75;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 2 27;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ; 938; 951;13
      75  20  1;MZ8;    75;    20;  1;  75;  460096;12;2022;1476;44905; 2;1999;1190;23; 2;1;1;10;  75;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1055;1117;22
      75  24  1;MZ8;    75;    24;  1;  75;  460096;12;2022;1476;44906; 7;1991;1099;31; 4;1;1;11;  75;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ; 2 33;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1102;1106;96
      75  26  1;MZ8;    75;    26;  1;  75;       0;12;2022;1476;44906;  ;    ;    ;  ;  ; ;6;11;  75;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    3;     ;    ;    ;  
      75  26  3;MZ8;    75;    26;  3;  75;  460096;12;2022;1476;44906;12;2004;1260;18; 1;1;1;11;  75;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1015;1027;12
      76   3  1;MZ8;    76;     3;  1;  76;  447445;10;2022;1474;44851; 1;2000;1201;22; 2;1;1;17;  76;   4;   4; 2;2; ;1;  206;   ;  200;     ;   ; 2 19;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ; 759; 829;30
      76   5  3;MZ8;    76;     5;  3;  76;  447445;10;2022;1474;44850;12;1998;1188;23; 2;1;1;16;  76;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  1;0;    2;     ; 939;1010;31
      76   9  1;MZ8;    76;     9;  1;  76;  447445;10;2022;1474;44850; 9;1996;1161;26; 3;1;1;16;  76;   4;   4; 2;2; ;2;  206;   ;  200;     ;   ; 2 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1309;1334;96
      76  11  1;MZ8;    76;    11;  1;  76;  447445;10;2022;1474;44851; 9;1995;1149;27; 3;1;1;17;  76;   4;   4; 2;2; ;3;  204;   ;  200;     ;   ; 2 21;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  1;0;    2;     ; 807; 847;96
      76  17  1;MZ8;    76;    17;  1;  76;  447445;10;2022;1474;44849; 8;1973; 884;49; 7;1;1;15;  76;   4;   4; 2;2; ;2;  204;   ;  200;     ;   ; 2 47;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1541;1606;96
      76  17  3;MZ8;    76;    17;  3;  76;  447445;10;2022;1474;44849;12;2002;1236;19; 1;1;1;15;  76;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 7 16;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1500;1527;27
      76  19  2;MZ8;    76;    19;  2;  76;       0;10;2022;1474;44850;  ;    ;    ;  ;  ; ;2;16;  76;   4;   4; 2;2; ;3;  206;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      76  21  1;MZ8;    76;    21;  1;  76;  447445;10;2022;1474;44850; 3;1998;1179;24; 2;1;1;16;  76;   4;   4; 2;2; ;1;  206;   ;  200;     ;   ; 2 21;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1418;1446;28
      76  23  2;MZ8;    76;    23;  2;  76;  447445;10;2022;1474;44850; 1;1984;1009;38; 5;1;1;16;  76;   4;   4; 2;2; ;2;  206;   ;  200;     ;   ; 1 36;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ; 944;1008;96
      76  25  1;MZ8;    76;    25;  1;  76;  447445;10;2022;1474;44849; 8;2005;1268;17; 1;1;1;15;  76;   4;   4; 2;2; ;1;  206;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ;1349;1404;15
      76  25  6;MZ8;    76;    25;  6;  76;       0;10;2022;1474;44850;  ;    ;    ;  ;  ; ;2;16;  76;   4;   4; 2;2; ;3;  206;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      77   5  1;MZ8;    77;     5;  1;  77;  513485;10;2022;1474;44850; 1;1985;1021;37; 5;1;1;16;  77;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 2 30;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1507;1526;19
      77   9  6;MZ8;    77;     9;  6;  77;  513485;10;2022;1474;44849; 9;1975; 909;47; 7;1;1;15;  77;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1217;1239;22
      77   9  9;MZ8;    77;     9;  9;  77;  513485;10;2022;1474;44849;12;1990;1092;31; 4;1;1;15;  77;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ;1151;1212;96
      77  11  1;MZ8;    77;    11;  1;  77;  513485;10;2022;1474;44849; 7;2000;1207;22; 2;1;1;15;  77;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ; 2 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1330;1354;96
      77  13  1;MZ8;    77;    13;  1;  77;  513485;10;2022;1474;44850; 1;1979; 949;43; 6;1;1;16;  77;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 2 33; 0 30;     ;     ;     ;     ;     ;     ;2;  2;  2;  2;0;    3;     ;1022;1051;29
      77  15  1;MZ8;    77;    15;  1;  77;  513485;10;2022;1474;44850; 7;1987;1051;35; 5;1;1;16;  77;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 2 19;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ;1347;1417;30
      77  15  6;MZ8;    77;    15;  6;  77;  513485;10;2022;1474;44850; 7;2002;1231;20; 2;1;1;16;  77;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;    3;     ;1315;1335;20
      77  19  1;MZ8;    77;    19;  1;  77;  513485;10;2022;1474;44851; 6;1999;1194;23; 2;1;1;17;  77;   4;   4; 2;2; ;4;  304;   ;  300;     ;   ; 2 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    3;     ; 940;1008;96
      77  21  3;MZ8;    77;    21;  3;  77;  513485;10;2022;1474;44849; 2;2002;1226;20; 2;1;1;15;  77;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 0 16;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1013;1032;19
      77  21  5;MZ8;    77;    21;  5;  77;  513485;10;2022;1474;44850; 7;2004;1255;18; 1;1;1;16;  77;   4;   4; 2;2; ;4;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1927;1946;96
      77  21  6;MZ8;    77;    21;  6;  77;  513485;10;2022;1474;44850;10;2007;1294;15; 1;1;1;16;  77;   4;   4; 2;2; ;4;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1907;1916;96
      77  21 10;MZ8;    77;    21; 10;  77;  513485;10;2022;1474;44849; 8;1987;1052;35; 5;1;1;15;  77;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 0 30; 4 30;     ;     ;     ;     ;     ;     ;2;  2;  2;  2;0;    3;     ; 944;1008;24
      78   4  1;MZ8;    78;     4;  1;  78;  406010;10;2022;1474;44860; 9;2001;1221;21; 2;1;1;26;  78;   4;   4; 2;2; ;3;  304;   ;  300;     ;   ; 2 19;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ; 838; 845;96
      78   8  1;MZ8;    78;     8;  1;  78;  406010;10;2022;1474;44860; 4;1987;1048;35; 5;1;1;26;  78;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ; 2 22;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1202;1216;96
      78  10  1;MZ8;    78;    10;  1;  78;  406010;10;2022;1474;44859; 2;1995;1142;27; 3;1;1;25;  78;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 0 21; 2 18;     ;     ;     ;     ;     ;     ;2;  2;  1;  1;0;    3;     ;1618;1634;16
      78  12  1;MZ8;    78;    12;  1;  78;  406010;10;2022;1474;44859; 3;1982; 987;40; 6;3;1;25;  78;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ;1527;1544;17
      78  14  1;MZ8;    78;    14;  1;  78;  406010;10;2022;1474;44859; 3;1985;1023;37; 5;1;1;25;  78;   4;   4; 2;2; ;2;  304;   ;  300;     ;   ; 2 27;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1306;1320;96
      78  22  2;MZ8;    78;    22;  2;  78;  406010;10;2022;1474;44859; 9;1998;1185;24; 2;1;1;25;  78;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 1 23;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1403;1425;22
      78  24  1;MZ8;    78;    24;  1;  78;  406010;10;2022;1474;44859;12;1980; 972;41; 6;1;1;25;  78;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 2 34; 0 29; 0 28;     ;     ;     ;     ;     ;3;  2;  1;  1;0;    3;     ;1443;1504;21
      79   1  1;MZ8;    79;     1;  1;  79;       0;10;2022;1474;44855;  ;    ;    ;  ;  ; ;2;21;  79;   4;   4; 2;2; ;1;  206;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      79   3  1;MZ8;    79;     3;  1;  79;  396885;10;2022;1474;44853; 8;1992;1112;30; 4;3;1;19;  79;   4;   4; 2;2; ;1;  206;   ;  200;     ;   ; 2 25;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1434;1510;36
      79   5  2;MZ8;    79;     5;  2;  79;  396885;10;2022;1474;44854; 3;2005;1263;17; 1;1;1;20;  79;   4;   4; 2;2; ;2;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ;1444;1512;96
      79   7  1;MZ8;    79;     7;  1;  79;  396885;10;2022;1474;44854; 2;1993;1118;29; 3;1;1;20;  79;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 2 20; 0 21;     ;     ;     ;     ;     ;     ;2;  2;  2;  1;0;    2;     ; 920; 954;34
      79   9  1;MZ8;    79;     9;  1;  79;  396885;10;2022;1474;44853; 8;1975; 908;47; 7;1;1;19;  79;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 2 40; 0 43;     ;     ;     ;     ;     ;     ;2;  2;  1;  1;0;    2;     ;1015;1040;25
      79  11  1;MZ8;    79;    11;  1;  79;  396885;10;2022;1474;44853; 1;1978; 937;44; 6;1;1;19;  79;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 2 38;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1244;1308;24
      79  11  3;MZ8;    79;    11;  3;  79;  396885;10;2022;1474;44853; 5;2004;1253;18; 1;1;1;19;  79;   4;   4; 2;2; ;2;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ;1345;1400;96
      79  11  4;MZ8;    79;    11;  4;  79;  396885;10;2022;1474;44853; 8;2006;1280;16; 1;1;1;19;  79;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ;1312;1332;20
      79  13  2;MZ8;    79;    13;  2;  79;       0;10;2022;1474;44853;  ;    ;    ;  ;  ; ;2;19;  79;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      79  15  1;MZ8;    79;    15;  1;  79;  396885;10;2022;1474;44854; 6;1989;1074;33; 4;1;1;20;  79;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 2 23;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1013;1042;29
      79  17  1;MZ8;    79;    17;  1;  79;  396885;10;2022;1474;44853; 1;1980; 961;42; 6;1;1;19;  79;   4;   4; 2;2; ;1;  206;   ;  200;     ;   ; 2 34;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ; 848; 910;22
      79  17  5;MZ8;    79;    17;  5;  79;  396885;10;2022;1474;44855; 4;2003;1240;19; 1;1;1;21;  79;   4;   4; 2;2; ;4;  206;   ;  200;     ;   ; 3 17;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ; 907; 926;96
      79  19  3;MZ8;    79;    19;  3;  79;  396885;10;2022;1474;44853; 4;2007;1288;15; 1;1;1;19;  79;   4;   4; 2;2; ;1;  206;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ;1034;1049;15
      79  23  1;MZ8;    79;    23;  1;  79;  396885;10;2022;1474;44853; 7;1990;1087;32; 4;1;1;19;  79;   4;   4; 2;2; ;1;  206;   ;  200;     ;   ; 2 29;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1620;1638;18
      79  23  9;MZ8;    79;    23;  9;  79;  396885;10;2022;1474;44854; 5;2000;1205;22; 2;1;1;20;  79;   4;   4; 2;2; ;2;  206;   ;  200;     ;   ; 8 15;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ; 829; 852;96
      80   3  1;MZ8;    80;     3;  1;  80;  235293;10;2022;1474;44853; 8;1969; 836;53; 8;1;1;19;  80;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 0 48;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1105;1123;18
      80   5  1;MZ8;    80;     5;  1;  80;  235293;10;2022;1474;44853; 1;1987;1045;35; 5;1;1;19;  80;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 2 43;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ; 919; 940;21
      80   5  3;MZ8;    80;     5;  3;  80;  235293;10;2022;1474;44853; 1;2007;1285;15; 1;1;1;19;  80;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    3;     ; 942; 952;10
      80   7  1;MZ8;    80;     7;  1;  80;  235293;10;2022;1474;44853; 7;1993;1123;29; 3;1;1;19;  80;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 2 23;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1026;1045;19
      80  13  1;MZ8;    80;    13;  1;  80;  235293;10;2022;1474;44853;10;1999;1198;23; 2;1;1;19;  80;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 2 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1240;1254;14
      80  19  1;MZ8;    80;    19;  1;  80;  235293;10;2022;1474;44853; 7;1995;1147;27; 3;1;1;19;  80;   4;   4; 2;2; ;1;  304;   ;  300;     ;   ; 2 19;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1427;1437;10
      80  23  1;MZ8;    80;    23;  1;  80;  235293;10;2022;1474;44854; 5;1999;1193;23; 2;1;1;20;  80;   4;   4; 2;2; ;3;  304;   ;  300;     ;   ; 2 18;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    3;     ;1039;1039;96
      81   2  1;MZ8;    81;     2;  1;  81;       0;10;2022;1474;44859;  ;    ;    ;  ;  ; ;2;25;  81;   4;   4; 2;2; ;2;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    2;     ;    ;    ;  
      81  12  2;MZ8;    81;    12;  2;  81;  535469;10;2022;1474;44858;11;2003;1247;18; 1;1;1;24;  81;   4;   4; 2;2; ;1;  204;   ;  200;     ;   ; 1 18;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1152;1219;27
      81  14  1;MZ8;    81;    14;  1;  81;  535469;10;2022;1474;44859; 7;1996;1159;26; 3;1;1;25;  81;   4;   4; 2;2; ;3;  204;   ;  200;     ;   ; 2 22;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ; 914; 945;96
      81  16  1;MZ8;    81;    16;  1;  81;  535469;10;2022;1474;44859; 3;1989;1071;33; 4;1;1;25;  81;   4;   4; 2;2; ;3;  204;   ;  200;     ;   ; 2 30;     ;     ;     ;     ;     ;     ;     ;1;  2;  1;  1;0;    2;     ;1142;1205;96
      81  18  4;MZ8;    81;    18;  4;  81;  535469;10;2022;1474;44858; 8;2004;1256;18; 1;1;1;24;  81;   4;   4; 2;2; ;2;  204;   ;  200;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  1;  1;0;    2;     ;1423;1433;96
